H,h,target,v
0.1213554563,0.0320666349,1.0221191396,0.1106775202
0.1225101631,0.0448369646,1.0445527781,0.1139542077
0.1236656284,0.0571001875,1.0672484743,0.1172434166
0.1248218836,0.0688861197,1.0902046178,0.1205442351
0.1259789599,0.0802222831,1.1134195996,0.1238557813
0.1271368886,0.0911341212,1.1368918116,0.1271772023
0.1282957008,0.101645192,1.1606196457,0.1305076728
0.1294554276,0.1117773389,1.1846014928,0.1338463945
0.1306160999,0.121550844,1.2088357427,0.137192595
0.1317777484,0.130984565,1.2333207833,0.1405455266
0.1329404037,0.1400960582,1.2580550007,0.1439044661
0.1341040964,0.1489016886,1.2830367788,0.1472687129
0.07774399,-2.3159960894,0.3980210602,0.0094547667
0.0788793704,-2.0493136294,0.4086886427,0.0111127126
0.0800155791,-1.8263158485,0.4198620266,0.012870791
0.0811524502,-1.6371158793,0.4315053402,0.0147237113
0.082289853,-1.4745953632,0.4435902979,0.0166665654
0.0834276845,-1.3334998174,0.4560942216,0.0186947811
0.0845658638,-1.2098667433,0.4689986597,0.0208040839
0.0857043282,-1.1006519909,0.4822883989,0.0229904655
0.0868430297,-1.0034786086,0.4959507442,0.0252501561
0.0879819326,-0.9164637802,0.5099749825,0.0275796019
0.0891210114,-0.8380969318,0.5243519787,0.0299754453
0.0902602493,-0.767152196,0.5390738654,0.0324345074
0.0913996364,-0.7026244479,0.5541338026,0.0349537733
0.0925391694,-0.6436818286,0.5695257893,0.037530379
0.09367885,-0.5896300066,0.585244514,0.0401615996
0.0948186845,-0.5398849261,0.6012852352,0.042844839
0.0959586829,-0.4939517821,0.6176436846,0.0455776208
0.0970988587,-0.4514086253,0.6343159894,0.04835758
0.0982392283,-0.4118934483,0.6512986076,0.0511824556
0.0993798105,-0.3750939229,0.6685882755,0.0540500838
0.1005206262,-0.3407391731,0.6861819637,0.0569583922
0.1016616983,-0.3085931298,0.7040768412,0.0599053939
0.1028030514,-0.2784491217,0.7222702444,0.0628891828
0.1039447113,-0.2501254448,0.7407596518,0.065907929
0.1050867051,-0.2234617074,0.7595426623,0.0689598741
0.1062290611,-0.1983157997,0.7786169773,0.0720433281
0.1073718084,-0.1745613645,0.7979803849,0.0751566652
0.1085149768,-0.1520856764,0.8176307467,0.0782983206
0.109658597,-0.1307878548,0.8375659869,0.0814667879
0.1108027,-0.1105773496,0.8577840825,0.0846606156
0.1119473175,-0.0913726537,0.8782830552,0.0878784049
0.1130924816,-0.0731002035,0.8990609641,0.0911188074
0.1142382247,-0.055693435,0.9201159002,0.0943805222
0.1153845794,-0.0390919718,0.9414459809,0.0976622944
0.1165315786,-0.0232409236,0.9630493455,0.1009629126
0.1176792554,-0.0080902771,0.9849241518,0.1042812074
0.1188276429,0.0064056326,1.0070685726,0.1076160496
0.1199767744,0.0202885846,1.0294807927,0.1109663482
0.1211266833,0.0335968762,1.0521590072,0.1143310494
0.1222774028,0.0463656778,1.0751014189,0.1177091346
0.1234289662,0.0586273454,1.0983062371,0.1210996193
0.1245814069,0.0704116966,1.1217716755,0.1245015517
0.1257347579,0.081746254,1.1454959519,0.1279140117
0.1268890523,0.0926564621,1.1694772865,0.1313361093
0.1280443233,0.1031658793,1.1937139015,0.1347669839
0.1292006035,0.1132963499,1.2182040202,0.1382058028
0.1303579257,0.1230681564,1.2429458669,0.1416517609
0.1315163224,0.132500157,1.2679376659,0.1451040789
0.1326758259,0.1416099085,1.2931776419,0.1485620029
0.1338364685,0.1504137761,1.3186640191,0.1520248036
0.0777105861,-2.3146721094,0.4111527882,0.0097654382
0.0788400247,-2.0479320776,0.4221412679,0.0114784685
0.0799703324,-1.8248917988,0.4336490724,0.0132950045
0.0811013395,-1.6356599056,0.4456389806,0.0152095663
0.0822329128,-1.473115072,0.4580816116,0.0172170677
0.0833649475,-1.3320007984,0.470953379,0.0193127682
0.0844973618,-1.2083531799,0.4842350637,0.0214922341
0.0856300924,-1.0991270641,0.4979107929,0.0237513053
0.0867630913,-1.0019447708,0.5119672954,0.0260860681
0.0878963232,-0.9149229454,0.5263933481,0.0284928313
0.0890297633,-0.8365506103,0.5411793577,0.0309681058
0.0901633957,-0.7656015913,0.5563170411,0.0335085873
0.0912972118,-0.7010705273,0.5717991765,0.0361111406
0.0924312095,-0.6421253763,0.5876194091,0.0387727863
0.093565392,-0.5880716629,0.6037720967,0.0414906888
0.0946997671,-0.5383252175,0.620252186,0.0442621458
0.0958343468,-0.4923911446,0.6370551133,0.0470845787
0.0969691463,-0.449847422,0.6541767237,0.0499555242
0.0981041837,-0.4103319836,0.6716132046,0.0528726267
0.09923948,-0.3735324533,0.6893610317,0.0558336314
0.100375058,-0.3391779163,0.7074169235,0.0588363783
0.1015109426,-0.3070322713,0.7257778039,0.0618787959
0.1026471605,-0.2768888207,0.744440771,0.0649588967
0.1037837397,-0.2485658385,0.7634030704,0.0680747723
0.1049207094,-0.2219029152,0.7826620735,0.0712245887
0.1060580999,-0.1967579256,0.8022152583,0.0744065828
0.1071959424,-0.1730044999,0.8220601938,0.0776190585
0.1083342691,-0.1505299022,0.8421945263,0.0808603831
0.1094731127,-0.1292332429,0.862615968,0.0841289847
0.1106125064,-0.1090239643,0.883322287,0.0874233486
0.111752484,-0.0898205532,0.9043112992,0.0907420153
0.1128930798,-0.0715494403,0.9255808608,0.0940835773
0.1140343282,-0.0541440573,0.9471288625,0.0974466773
0.1151762641,-0.0375440239,0.9689532239,0.1008300055
0.1163189223,-0.0216944464,0.9910518891,0.104232298
0.1174623381,-0.0065453088,1.0134228229,0.1076523347
0.1186065467,0.0079490564,1.0360640077,0.1110889371
0.1197515834,0.0218304303,1.0589734403,0.1145409674
0.1208974835,0.0351371119,1.0821491298,0.118007326
0.1220442824,0.0479042732,1.1055890954,0.1214869507
0.1231920153,0.0601642716,1.129291365,0.1249788147
0.1243407174,0.0719469257,1.1532539735,0.1284819259
0.1254904239,0.0832797591,1.1774749617,0.1319953249
0.1266411698,0.0941882172,1.2019523753,0.1355180842
0.1277929898,0.1046958592,1.2266842642,0.1390493069
0.1289459188,0.11482453,1.2516686818,0.142588126
0.1300999911,0.1245945128,1.2769036846,0.1461337026
0.1312552412,0.1340246663,1.3023873316,0.1496852255
0.1324117031,0.1431325476,1.3281176844,0.1532419102
0.1335694107,0.1519345225,1.3540928065,0.1568029978
0.0776768956,-2.3133378175,0.4243905905,0.0100785466
0.0788003434,-2.0465397597,0.4357005197,0.0118471328
0.079924702,-1.8234566471,0.4475431981,0.0137226296
0.0810497986,-1.6341925783,0.4598800341,0.0156993655
0.0821754972,-1.4716232373,0.4726805326,0.0177720736
0.0833016914,-1.3304900928,0.4859201822,0.0199358424
0.0844282986,-1.2068278227,0.4995789806,0.0221860764
0.085555255,-1.0975902646,0.5136403808,0.0245184615
0.0866825129,-1.0003990044,0.528090522,0.0269289372
0.0878100374,-0.9133701447,0.5429176575,0.0294136725
0.0889378044,-0.8349923011,0.5581117238,0.0319690443
0.0900657991,-0.7640389901,0.5736640099,0.0345916204
0.0911940143,-0.6995046129,0.5895669007,0.0372781427
0.0923224491,-0.6405569425,0.6058136765,0.0400255142
0.0934511085,-0.5865013586,0.6223983534,0.0428307863
0.094580002,-0.536753577,0.639315556,0.045691148
0.0957091434,-0.4908186106,0.6565604149,0.0486039162
0.0968385498,-0.4482743638,0.6741284834,0.0515665272
0.0979682413,-0.4087587113,0.6920156687,0.0545765288
0.0990982409,-0.3719592288,0.7102181764,0.0576315729
0.1002285736,-0.3376049619,0.7287324638,0.0607294097
0.1013592665,-0.3054597772,0.7475552012,0.0638678814
0.1024903484,-0.2753169503,0.7666832397,0.0670449172
0.1036218493,-0.2469947332,0.7861135841,0.0702585281
0.1047538008,-0.2203326979,0.8058433699,0.0735068028
0.1058862355,-0.195188704,0.8258698444,0.0767879034
0.1070191868,-0.1714363689,0.8461903499,0.0801000618
0.1081526891,-0.1489629459,0.8668023104,0.0834415759
0.1092867772,-0.1276675363,0.8877032192,0.0868108065
0.1104214868,-0.107459575,0.908890629,0.0902061746
0.1115568537,-0.088257542,0.9303621437,0.093626158
0.1126929145,-0.0699878629,0.9521154106,0.0970692893
0.1138297059,-0.0525839643,0.9741481143,0.1005341532
0.1149672648,-0.0359854623,0.9964579712,0.104019384
0.1161056283,-0.0201374595,1.0190427251,0.107523664
0.1172448339,-0.0049899372,1.0419001432,0.1110457211
0.1183849187,0.0095027746,1.0650280129,0.114584327
0.1195259203,0.0233824592,1.0884241385,0.1181382954
0.1206678761,0.0366874174,1.1120863394,0.1217064806
0.1218108234,0.0494528228,1.1360124477,0.1252877757
0.1229547995,0.0617110343,1.1602003065,0.128881111
0.1240998418,0.0734918715,1.1846477687,0.1324854528
0.1252459872,0.0848228593,1.2093526954,0.1360998022
0.1263932727,0.0957294438,1.2343129555,0.1397231934
0.1275417351,0.1062351853,1.2595264245,0.1433546929
0.1286914109,0.1163619291,1.2849909838,0.1469933983
0.1298423366,0.1261299592,1.3107045207,0.150638437
0.1309945483,0.1355581349,1.3366649276,0.1542889654
0.1321480818,0.1446640139,1.362870102,0.1579441677
0.1333029729,0.1534639623,1.389317946,0.1616032552
0.0776429151,-2.3119930921,0.4377357388,0.0103941211
0.0787603221,-2.0451365487,0.4493676479,0.0122187406
0.0798786833,-1.8220102623,0.4615456274,0.0141537081
0.080997822,-1.6327137632,0.474229694,0.0161931577
0.0821176002,-1.4701197229,0.4873882192,0.0183316391
0.0832379098,-1.3289675626,0.5009957494,0.0205640675
0.0843586673,-1.2052905327,0.5150314832,0.0228856826
0.0854798089,-1.0960414528,0.5294781849,0.0252920138
0.086601287,-0.9988411692,0.5443213897,0.0277788514
0.0877230673,-0.9118052379,0.5595488146,0.0303422216
0.0888451267,-0.8334218642,0.5751499132,0.0329783652
0.0899674514,-0.762464253,0.5911155343,0.0356837191
0.0910900355,-0.6979265658,0.6074376581,0.0384549002
0.0922128801,-0.6389763892,0.6241091886,0.0412886913
0.0933359915,-0.5849189568,0.6411237894,0.0441820282
0.0944593812,-0.5351698687,0.6584757527,0.047131989
0.0955830649,-0.4892340457,0.6761598932,0.0501357838
0.0967070616,-0.446689318,0.6941714622,0.0531907463
0.0978313939,-0.4071735004,0.7125060774,0.0562943251
0.0989560866,-0.37037412,0.7311596652,0.059444077
0.100081167,-0.3360201827,0.7501284127,0.0626376604
0.1012066645,-0.3038755222,0.7694087278,0.0658728289
0.10233261,-0.2737333875,0.7889972064,0.0691474264
0.103459036,-0.2454120079,0.8088906042,0.0724593817
0.1045859764,-0.2187509371,0.8290858133,0.0758067041
0.105713466,-0.1936080191,0.8495798427,0.0791874794
0.1068415406,-0.1698568582,0.8703698011,0.0825998654
0.1079702368,-0.147384697,0.8914528829,0.0860420891
0.109099592,-0.1260906276,0.912826356,0.0895124427
0.1102296439,-0.1058840768,0.9344875518,0.0930092809
0.1113604309,-0.0866835185,0.956433856,0.0965310179
0.1124919918,-0.0684153723,0.9786627012,0.1000761247
0.1136243654,-0.0510130603,1.0011715607,0.1036431267
0.114757591,-0.0344161943,1.0239579427,0.1072306013
0.115891708,-0.0185698737,1.047019386,0.1108371755
0.1170267559,-0.0034240767,1.0703534557,0.1144615242
0.1181627743,0.0110668694,1.0939577401,0.1181023682
0.1192998028,0.02494475,1.1178298473,0.1217584721
0.1204378809,0.0382478679,1.1419674034,0.1254286427
0.1215770481,0.0510113983,1.1663680503,0.1291117277
0.1227173438,0.0632677015,1.1910294434,0.1328066136
0.1238588073,0.0750465985,1.215949251,0.1365122248
0.1250014777,0.0863756152,1.2411251527,0.1402275218
0.1261453939,0.0972801989,1.2665548382,0.1439515
0.1272905947,0.1077839106,1.292236007,0.1476831888
0.1284371187,0.1179085964,1.3181663676,0.1514216498
0.1295850039,0.1276745411,1.3443436368,0.1551659763
0.1307342885,0.1371006045,1.3707655397,0.1589152918
0.1318850103,0.1462043449,1.3974298093,0.162668749
0.1330372066,0.1550021291,1.4243341864,0.1664255292
0.0776086407,-2.3106378097,0.4511895247,0.0107121913
0.0787199566,-2.0437223154,0.4631439213,0.0125933279
0.0798322711,-1.8205525112,0.4756576024,0.0145882827
0.0809454043,-1.631223324,0.4886891708,0.0166909926
0.0820592157,-1.46860439,0.5022058456,0.0188958214
0.0831735961,-1.3274330675,0.5161812131,0.0211975083
0.0842884612,-1.2037411684,0.5305936574,0.0235911256
0.0854037469,-1.0944804865,0.5454252384,0.0260720434
0.0865194061,-0.9972711229,0.5606608739,0.0286359
0.0876354052,-0.9102280825,0.576287731,0.0312785765
0.088751722,-0.8318391574,0.5922947674,0.0339961745
0.0898683442,-0.7608772383,0.60867238,0.0367849979
0.0909852674,-0.6963362449,0.6254121324,0.0396415358
0.0921024941,-0.6373835763,0.642506541,0.0425624481
0.0932200326,-0.5833243186,0.6599489062,0.0455445528
0.0943378965,-0.5335739551,0.6777331771,0.0485848145
0.0954561033,-0.4876373136,0.6958538423,0.0516803343
0.0965746743,-0.4450921498,0.7143058416,0.0548283407
0.0976936342,-0.4055762179,0.7330844936,0.0580261812
0.0988130102,-0.3687769958,0.7521854362,0.0612713151
0.0999328319,-0.3344234495,0.7716045774,0.0645613067
0.1010531309,-0.3022793795,0.7913380545,0.0678938191
0.1021739406,-0.2721380075,0.8113821998,0.0712666089
0.1032952959,-0.2438175404,0.8317335121,0.0746775207
0.104417233,-0.217157513,0.8523886326,0.0781244827
0.1055397892,-0.1920157536,0.8733443245,0.0816055021
0.1066630028,-0.1682658534,0.8945974559,0.0851186615
0.1077869127,-0.1457950439,0.9161449854,0.0886621148
0.1089115587,-0.1245024077,0.9379839491,0.0922340843
0.110036981,-0.104297364,0.9601114509,0.0958328568
0.1111632204,-0.0850983798,0.9825246527,0.0994567813
0.1122903178,-0.066831869,1.0052207672,0.1031042659
0.1134183147,-0.0494312489,1.0281970514,0.1067737755
0.1145472525,-0.0328361271,1.0514508008,0.110463829
0.1156771731,-0.0169915995,1.0749793445,0.1141729974
0.1168081182,-0.001847641,1.0987800418,0.1178999013
0.1179401296,0.0126414236,1.122850278,0.1216432093
0.1190732491,0.0265173819,1.1471874618,0.1254016361
0.1202075186,0.0398185388,1.1717890232,0.1291739402
0.1213429796,0.0525800713,1.1966524107,0.1329589229
0.1224796737,0.0648343412,1.2217750903,0.1367554262
0.1236176423,0.0766111709,1.2471545433,0.1405623316
0.1247569266,0.0879380874,1.2727882658,0.1443785587
0.1258975675,0.098840539,1.2986737675,0.1482030634
0.1270396058,0.1093420877,1.3248085706,0.1520348373
0.1281830819,0.1194645805,1.3511902098,0.1558729057
0.1293280361,0.1292283029,1.3778162312,0.1597163273
0.1304745082,0.1386521156,1.4046841925,0.1635641923
0.1316225379,0.1477535773,1.4317916625,0.1674156217
0.1327721644,0.1565490554,1.4591362207,0.1712697663
0.0775740687,-2.3092718447,0.4647532603,0.0110327874
0.0786792423,-2.0422969287,0.4770306286,0.0129709312
0.0797854604,-1.8190832583,0.4898803836,0.0150263965
0.0808925399,-1.6297211222,0.5032596923,0.0171929207
0.0820003379,-1.467077098,0.5171346018,0.0194646787
0.0831087439,-1.3258864652,0.5314777207,0.0218362309
0.0842176731,-1.2021795862,0.5462666019,0.0243024795
0.0853270616,-1.0929072215,0.5614825862,0.0268586327
0.0864368624,-0.9956887207,0.5771099594,0.029500174
0.087547043,-0.9086385338,0.5931353255,0.0322228365
0.0886575823,-0.8302440362,0.6095471335,0.0350225803
0.0897684693,-0.759277802,0.626335316,0.0378955733
0.0908797013,-0.6947335072,0.6434910082,0.040838174
0.0919912827,-0.6357783616,0.6610063277,0.0438469173
0.0931032236,-0.5817173027,0.6788742009,0.0469185006
0.0942155397,-0.5319656962,0.6970882231,0.0500497727
0.0953282507,-0.4860282761,0.7156425468,0.053237723
0.0964413802,-0.4434827225,0.7345317906,0.0564794725
0.0975549551,-0.4039667288,0.7537509643,0.0597722653
0.0986690051,-0.3671677234,0.7732954086,0.0631134609
0.0997835621,-0.3328146315,0.7931607436,0.0665005275
0.1008986602,-0.3006712203,0.8133428274,0.0699310354
0.1020143354,-0.2705306841,0.8338377209,0.0734026519
0.103130625,-0.2422112069,0.8546416583,0.0769131353
0.1042475678,-0.2155523044,0.8757510222,0.0804603307
0.1053652035,-0.190411789,0.8971623235,0.0840421652
0.1064835728,-0.1666632387,0.9188721828,0.0876566441
0.1076027174,-0.1441938736,0.9408773164,0.0913018469
0.1087226794,-0.1229027669,0.9631745229,0.0949759238
0.1098435015,-0.1026993297,0.9857606726,0.0986770926
0.110965227,-0.0835020222,1.0086326988,0.1024036354
0.1120878994,-0.0652372526,1.0317875892,0.1061538962
0.1132115624,-0.0478384331,1.0552223798,0.1099262777
0.11433626,-0.031245167,1.0789341489,0.1137192394
0.1154620362,-0.0154025465,1.1029200125,0.1175312947
0.1165889353,-0.0002605435,1.1271771201,0.1213610091
0.1177170014,0.01422652,1.1517026511,0.1252069981
0.1188462786,0.0281004341,1.176493812,0.129067925
0.1199768108,0.0413995057,1.2015478336,0.1329424994
0.1211086421,0.0541589137,1.2268619696,0.1368294753
0.1222418161,0.0664110214,1.252433494,0.1407276495
0.1233763763,0.0781856526,1.2782597001,0.14463586
0.1245123661,0.0895103357,1.3043378994,0.1485529845
0.1256498285,0.10041052,1.3306654205,0.152477939
0.1267888062,0.1109097686,1.357239608,0.1564096767
0.1279293419,0.1210299294,1.3840578226,0.1603471864
0.1290714775,0.1307912887,1.4111174398,0.1642894914
0.130215255,0.1402127079,1.4384158505,0.1682356485
0.1313607158,0.1493117465,1.4659504599,0.1721847467
0.132507901,0.1581047726,1.4937186877,0.1761359061
0.0775391952,-2.3078950697,0.4784282787,0.01135594
0.0786381749,-2.0408602553,0.4910290781,0.0133515876
0.0797382463,-1.8176023662,0.5042152504,0.0154680938
0.080839223,-1.6282070171,0.5179425041,0.0176989934
0.0819409603,-1.4655377038,0.5321756944,0.02003827
0.0830433463,-1.324327611,0.5468864342,0.0224803024
0.084146296,-1.2006056404,0.5620514287,0.0250198198
0.0852497453,-1.0913215111,0.5776512844,0.0276518656
0.0863536481,-0.9940938159,0.5936696407,0.0303717658
0.0874579726,-0.907036445,0.6100925246,0.0331751028
0.0885626991,-0.8286363541,0.6269078638,0.0360576923
0.0896678182,-0.7576657979,0.6441051142,0.0390155633
0.0907733289,-0.6931182073,0.6616749706,0.0420449417
0.0918792374,-0.6341606008,0.6796091408,0.045142234
0.092985556,-0.5800977661,0.6979001659,0.0483040147
0.0940923025,-0.5303449503,0.7165412772,0.051527014
0.0951994991,-0.4844067928,0.7355262809,0.0548081075
0.0963071715,-0.4418608976,0.7548494646,0.0581443061
0.0974153493,-0.4023448965,0.7745055204,0.0615327481
0.0985240644,-0.3655461679,0.7944894823,0.0649706909
0.0996333515,-0.331193596,0.8147966742,0.0684555042
0.1007432472,-0.2990509144,0.835422667,0.0719846636
0.1018537899,-0.2689112894,0.8563632419,0.0755557447
0.1029650198,-0.2405928819,0.8776143611,0.0791664178
0.104076978,-0.2139351885,0.8991721419,0.0828144427
0.1051897071,-0.1887960054,0.9210328354,0.0864976647
0.1063032503,-0.1650488969,0.943192809,0.0902140097
0.1074176518,-0.142581072,0.9656485302,0.0939614811
0.1085329564,-0.1212915941,0.9883965544,0.0977381557
0.1096492093,-0.1010898661,1.0114335135,0.1015421803
0.1107664565,-0.0818943413,1.0347561067,0.1053717689
0.1118847438,-0.0636314219,1.0583610923,0.1092251997
0.1130041176,-0.0462345151,1.0822452811,0.1131008122
0.1141246243,-0.0296432198,1.1064055306,0.1169970048
0.1152463104,-0.0138026243,1.13083874,0.1209122324
0.1163692226,0.0013373027,1.1555418458,0.1248450042
0.1174934073,0.0158222419,1.1805118189,0.1287938813
0.118618911,0.0296939861,1.205745661,0.1327574751
0.11974578,0.0429908442,1.2312404023,0.1367344451
0.1208740605,0.0557479971,1.2569930992,0.1407234972
0.1220037985,0.0679978097,1.283000833,0.1447233821
0.1231350397,0.0797701073,1.309260708,0.1487328936
0.1242678296,0.0910924197,1.3357698504,0.1527508671
0.1254022132,0.1019901975,1.3625254073,0.1567761781
0.1265382356,0.1124870047,1.3895245461,0.1608077408
0.1276759411,0.1226046903,1.4167644537,0.1648445069
0.128815374,0.1323635414,1.4442423361,0.1688854644
0.129956578,0.1417824203,1.4719554181,0.172929636
0.1310995965,0.1508788873,1.4999009431,0.1769760785
0.1322444724,0.1596693111,1.5280761725,0.1810238811
0.0775040162,-2.3065073551,0.4922159342,0.0116816802
0.0785967496,-2.0394121598,0.5051405988,0.0137353348
0.0796906234,-1.8161096951,0.5186635014,0.0159134191
0.080785448,-1.6266808658,0.5327388697,0.0182092629
0.0818810767,-1.463986062,0.5473303464,0.0206166556
0.0829773968,-1.3227563577,0.5624085307,0.0231297911
0.0840743226,-1.1990191827,0.5779492633,0.0257432232
0.0851717906,-1.0897232065,0.5939324008,0.0284518275
0.0862697552,-0.992486259,0.6103409216,0.0312507696
0.0873681858,-0.9054216667,0.6271602623,0.0341354783
0.0884670642,-0.8270159619,0.6443778159,0.037101622
0.0895663824,-0.7560410778,0.6619825493,0.0401450885
0.0906661414,-0.6914901974,0.6799647053,0.0432619676
0.0917663495,-0.632530147,0.69831557,0.0464485352
0.0928670213,-0.5784655632,0.7170272886,0.0497012401
0.0939681767,-0.5287115733,0.7360927179,0.0530166915
0.0950698403,-0.4827727213,0.755505308,0.0563916481
0.0961720406,-0.4402265343,0.7752590055,0.0598230086
0.0972748094,-0.4007105823,0.7953481757,0.0633078029
0.0983781814,-0.3639121928,0.8157675372,0.066843184
0.0994821939,-0.3295602087,0.8365121092,0.0704264209
0.1005868863,-0.2974183296,0.8575771671,0.0740548921
0.1016922995,-0.2672796937,0.8789582052,0.0777260796
0.1027984765,-0.2389624386,0.9006509061,0.0814375631
0.1039054611,-0.2123060411,0.9226511148,0.0851870157
0.1050132986,-0.1871682812,0.9449548166,0.0889721984
0.1061220349,-0.1634227098,0.967558119,0.0927909565
0.107231717,-0.1409565238,0.9904572353,0.0966412152
0.1083423922,-0.1196687771,1.0136484724,0.1005209759
0.1094541087,-0.0994688644,1.0371282186,0.1044283133
0.1105669146,-0.0802752316,1.0608929347,0.1083613715
0.1116808587,-0.062014275,1.0849391453,0.1123183615
0.1127959899,-0.0446193965,1.1092634322,0.1162975582
0.1139123571,-0.0280301906,1.1338624286,0.1202972978
0.1150300094,-0.0121917417,1.1587328139,0.1243159753
0.1161489959,0.0029459849,1.1838713093,0.1283520424
0.1172693655,0.0174286728,1.2092746747,0.132404005
0.1183911671,0.0312981174,1.2349397051,0.1364704214
0.1195144494,0.0445926298,1.2608632285,0.1405499001
0.1206392609,0.0573473929,1.2870421034,0.1446410982
0.1217656498,0.0695947735,1.3134732172,0.1487427195
0.1228936641,0.0813645984,1.3401534849,0.152853513
0.1240233516,0.0926843988,1.3670798474,0.156972271
