f2,target,z
0.1091836735,0.9910518891,0.7244897959
0.1091836735,1.0134228229,0.7428571429
0.1091836735,1.0360640077,0.7612244898
0.1091836735,1.0589734403,0.7795918367
0.1091836735,1.0821491298,0.7979591837
0.1091836735,1.1055890954,0.8163265306
0.1091836735,1.129291365,0.8346938776
0.1091836735,1.1532539735,0.8530612245
0.1091836735,1.1774749617,0.8714285714
0.1091836735,1.2019523753,0.8897959184
0.1091836735,1.2266842642,0.9081632653
0.1091836735,1.2516686818,0.9265306122
0.1091836735,1.2769036846,0.9448979592
0.1091836735,1.3023873316,0.9632653061
0.1091836735,1.3281176844,0.9816326531
0.1091836735,1.3540928065,1.0
0.112244898,0.4243905905,0.1
0.112244898,0.4357005197,0.1183673469
0.112244898,0.4475431981,0.1367346939
0.112244898,0.4598800341,0.1551020408
0.112244898,0.4726805326,0.1734693878
0.112244898,0.4859201822,0.1918367347
0.112244898,0.4995789806,0.2102040816
0.112244898,0.5136403808,0.2285714286
0.112244898,0.528090522,0.2469387755
0.112244898,0.5429176575,0.2653061224
0.112244898,0.5581117238,0.2836734694
0.112244898,0.5736640099,0.3020408163
0.112244898,0.5895669007,0.3204081633
0.112244898,0.6058136765,0.3387755102
0.112244898,0.6223983534,0.3571428571
0.112244898,0.639315556,0.3755102041
0.112244898,0.6565604149,0.393877551
0.112244898,0.6741284834,0.412244898
0.112244898,0.6920156687,0.4306122449
0.112244898,0.7102181764,0.4489795918
0.112244898,0.7287324638,0.4673469388
0.112244898,0.7475552012,0.4857142857
0.112244898,0.7666832397,0.5040816327
0.112244898,0.7861135841,0.5224489796
0.112244898,0.8058433699,0.5408163265
0.112244898,0.8258698444,0.5591836735
0.112244898,0.8461903499,0.5775510204
0.112244898,0.8668023104,0.5959183673
0.112244898,0.8877032192,0.6142857143
0.112244898,0.908890629,0.6326530612
0.112244898,0.9303621437,0.6510204082
0.112244898,0.9521154106,0.6693877551
0.112244898,0.9741481143,0.687755102
0.112244898,0.9964579712,0.706122449
0.112244898,1.0190427251,0.7244897959
0.112244898,1.0419001432,0.7428571429
0.112244898,1.0650280129,0.7612244898
0.112244898,1.0884241385,0.7795918367
0.112244898,1.1120863394,0.7979591837
0.112244898,1.1360124477,0.8163265306
0.112244898,1.1602003065,0.8346938776
0.112244898,1.1846477687,0.8530612245
0.112244898,1.2093526954,0.8714285714
0.112244898,1.2343129555,0.8897959184
0.112244898,1.2595264245,0.9081632653
0.112244898,1.2849909838,0.9265306122
0.112244898,1.3107045207,0.9448979592
0.112244898,1.3366649276,0.9632653061
0.112244898,1.362870102,0.9816326531
0.112244898,1.389317946,1.0
0.1153061224,0.4377357388,0.1
0.1153061224,0.4493676479,0.1183673469
0.1153061224,0.4615456274,0.1367346939
0.1153061224,0.474229694,0.1551020408
0.1153061224,0.4873882192,0.1734693878
0.1153061224,0.5009957494,0.1918367347
0.1153061224,0.5150314832,0.2102040816
0.1153061224,0.5294781849,0.2285714286
0.1153061224,0.5443213897,0.2469387755
0.1153061224,0.5595488146,0.2653061224
0.1153061224,0.5751499132,0.2836734694
0.1153061224,0.5911155343,0.3020408163
0.1153061224,0.6074376581,0.3204081633
0.1153061224,0.6241091886,0.3387755102
0.1153061224,0.6411237894,0.3571428571
0.1153061224,0.6584757527,0.3755102041
0.1153061224,0.6761598932,0.393877551
0.1153061224,0.6941714622,0.412244898
0.1153061224,0.7125060774,0.4306122449
0.1153061224,0.7311596652,0.4489795918
0.1153061224,0.7501284127,0.4673469388
0.1153061224,0.7694087278,0.4857142857
0.1153061224,0.7889972064,0.5040816327
0.1153061224,0.8088906042,0.5224489796
0.1153061224,0.8290858133,0.5408163265
0.1153061224,0.8495798427,0.5591836735
0.1153061224,0.8703698011,0.5775510204
0.1153061224,0.8914528829,0.5959183673
0.1153061224,0.912826356,0.6142857143
0.1153061224,0.9344875518,0.6326530612
0.1153061224,0.956433856,0.6510204082
0.1153061224,0.9786627012,0.6693877551
0.1153061224,1.0011715607,0.687755102
0.1153061224,1.0239579427,0.706122449
0.1153061224,1.047019386,0.7244897959
0.1153061224,1.0703534557,0.7428571429
0.1153061224,1.0939577401,0.7612244898
0.1153061224,1.1178298473,0.7795918367
0.1153061224,1.1419674034,0.7979591837
0.1153061224,1.1663680503,0.8163265306
0.1153061224,1.1910294434,0.8346938776
0.1153061224,1.215949251,0.8530612245
0.1153061224,1.2411251527,0.8714285714
0.1153061224,1.2665548382,0.8897959184
0.1153061224,1.292236007,0.9081632653
0.1153061224,1.3181663676,0.9265306122
0.1153061224,1.3443436368,0.9448979592
0.1153061224,1.3707655397,0.9632653061
0.1153061224,1.3974298093,0.9816326531
0.1153061224,1.4243341864,1.0
0.1183673469,0.4511895247,0.1
0.1183673469,0.4631439213,0.1183673469
0.1183673469,0.4756576024,0.1367346939
0.1183673469,0.4886891708,0.1551020408
0.1183673469,0.5022058456,0.1734693878
0.1183673469,0.5161812131,0.1918367347
0.1183673469,0.5305936574,0.2102040816
0.1183673469,0.5454252384,0.2285714286
0.1183673469,0.5606608739,0.2469387755
0.1183673469,0.576287731,0.2653061224
0.1183673469,0.5922947674,0.2836734694
0.1183673469,0.60867238,0.3020408163
0.1183673469,0.6254121324,0.3204081633
0.1183673469,0.642506541,0.3387755102
0.1183673469,0.6599489062,0.3571428571
0.1183673469,0.6777331771,0.3755102041
0.1183673469,0.6958538423,0.393877551
0.1183673469,0.7143058416,0.412244898
0.1183673469,0.7330844936,0.4306122449
0.1183673469,0.7521854362,0.4489795918
0.1183673469,0.7716045774,0.4673469388
0.1183673469,0.7913380545,0.4857142857
0.1183673469,0.8113821998,0.5040816327
0.1183673469,0.8317335121,0.5224489796
0.1183673469,0.8523886326,0.5408163265
0.1183673469,0.8733443245,0.5591836735
0.1183673469,0.8945974559,0.5775510204
0.1183673469,0.9161449854,0.5959183673
0.1183673469,0.9379839491,0.6142857143
0.1183673469,0.9601114509,0.6326530612
0.1183673469,0.9825246527,0.6510204082
0.1183673469,1.0052207672,0.6693877551
0.1183673469,1.0281970514,0.687755102
0.1183673469,1.0514508008,0.706122449
0.1183673469,1.0749793445,0.7244897959
0.1183673469,1.0987800418,0.7428571429
0.1183673469,1.122850278,0.7612244898
0.1183673469,1.1471874618,0.7795918367
0.1183673469,1.1717890232,0.7979591837
0.1183673469,1.1966524107,0.8163265306
0.1183673469,1.2217750903,0.8346938776
0.1183673469,1.2471545433,0.8530612245
0.1183673469,1.2727882658,0.8714285714
0.1183673469,1.2986737675,0.8897959184
0.1183673469,1.3248085706,0.9081632653
0.1183673469,1.3511902098,0.9265306122
0.1183673469,1.3778162312,0.9448979592
0.1183673469,1.4046841925,0.9632653061
0.1183673469,1.4317916625,0.9816326531
0.1183673469,1.4591362207,1.0
0.1214285714,0.4647532603,0.1
0.1214285714,0.4770306286,0.1183673469
0.1214285714,0.4898803836,0.1367346939
0.1214285714,0.5032596923,0.1551020408
0.1214285714,0.5171346018,0.1734693878
0.1214285714,0.5314777207,0.1918367347
0.1214285714,0.5462666019,0.2102040816
0.1214285714,0.5614825862,0.2285714286
0.1214285714,0.5771099594,0.2469387755
0.1214285714,0.5931353255,0.2653061224
0.1214285714,0.6095471335,0.2836734694
0.1214285714,0.626335316,0.3020408163
0.1214285714,0.6434910082,0.3204081633
0.1214285714,0.6610063277,0.3387755102
0.1214285714,0.6788742009,0.3571428571
0.1214285714,0.6970882231,0.3755102041
0.1214285714,0.7156425468,0.393877551
0.1214285714,0.7345317906,0.412244898
0.1214285714,0.7537509643,0.4306122449
0.1214285714,0.7732954086,0.4489795918
0.1214285714,0.7931607436,0.4673469388
0.1214285714,0.8133428274,0.4857142857
0.1214285714,0.8338377209,0.5040816327
0.1214285714,0.8546416583,0.5224489796
0.1214285714,0.8757510222,0.5408163265
0.1214285714,0.8971623235,0.5591836735
0.1214285714,0.9188721828,0.5775510204
0.1214285714,0.9408773164,0.5959183673
0.1214285714,0.9631745229,0.6142857143
0.1214285714,0.9857606726,0.6326530612
0.1214285714,1.0086326988,0.6510204082
0.1214285714,1.0317875892,0.6693877551
0.1214285714,1.0552223798,0.687755102
0.1214285714,1.0789341489,0.706122449
0.1214285714,1.1029200125,0.7244897959
0.1214285714,1.1271771201,0.7428571429
0.1214285714,1.1517026511,0.7612244898
0.1214285714,1.176493812,0.7795918367
0.1214285714,1.2015478336,0.7979591837
0.1214285714,1.2268619696,0.8163265306
0.1214285714,1.252433494,0.8346938776
0.1214285714,1.2782597001,0.8530612245
0.1214285714,1.3043378994,0.8714285714
0.1214285714,1.3306654205,0.8897959184
0.1214285714,1.357239608,0.9081632653
0.1214285714,1.3840578226,0.9265306122
0.1214285714,1.4111174398,0.9448979592
0.1214285714,1.4384158505,0.9632653061
0.1214285714,1.4659504599,0.9816326531
0.1214285714,1.4937186877,1.0
0.1244897959,0.4784282787,0.1
0.1244897959,0.4910290781,0.1183673469
0.1244897959,0.5042152504,0.1367346939
0.1244897959,0.5179425041,0.1551020408
0.1244897959,0.5321756944,0.1734693878
0.1244897959,0.5468864342,0.1918367347
0.1244897959,0.5620514287,0.2102040816
0.1244897959,0.5776512844,0.2285714286
0.1244897959,0.5936696407,0.2469387755
0.1244897959,0.6100925246,0.2653061224
0.1244897959,0.6269078638,0.2836734694
0.1244897959,0.6441051142,0.3020408163
0.1244897959,0.6616749706,0.3204081633
0.1244897959,0.6796091408,0.3387755102
0.1244897959,0.6979001659,0.3571428571
0.1244897959,0.7165412772,0.3755102041
0.1244897959,0.7355262809,0.393877551
0.1244897959,0.7548494646,0.412244898
0.1244897959,0.7745055204,0.4306122449
0.1244897959,0.7944894823,0.4489795918
0.1244897959,0.8147966742,0.4673469388
0.1244897959,0.835422667,0.4857142857
0.1244897959,0.8563632419,0.5040816327
0.1244897959,0.8776143611,0.5224489796
0.1244897959,0.8991721419,0.5408163265
0.1244897959,0.9210328354,0.5591836735
0.1244897959,0.943192809,0.5775510204
0.1244897959,0.9656485302,0.5959183673
0.1244897959,0.9883965544,0.6142857143
0.1244897959,1.0114335135,0.6326530612
0.1244897959,1.0347561067,0.6510204082
0.1244897959,1.0583610923,0.6693877551
0.1244897959,1.0822452811,0.687755102
0.1244897959,1.1064055306,0.706122449
0.1244897959,1.13083874,0.7244897959
0.1244897959,1.1555418458,0.7428571429
0.1244897959,1.1805118189,0.7612244898
0.1244897959,1.205745661,0.7795918367
0.1244897959,1.2312404023,0.7979591837
0.1244897959,1.2569930992,0.8163265306
0.1244897959,1.283000833,0.8346938776
0.1244897959,1.309260708,0.8530612245
0.1244897959,1.3357698504,0.8714285714
0.1244897959,1.3625254073,0.8897959184
0.1244897959,1.3895245461,0.9081632653
0.1244897959,1.4167644537,0.9265306122
0.1244897959,1.4442423361,0.9448979592
0.1244897959,1.4719554181,0.9632653061
0.1244897959,1.4999009431,0.9816326531
0.1244897959,1.5280761725,1.0
0.1275510204,0.4922159342,0.1
0.1275510204,0.5051405988,0.1183673469
0.1275510204,0.5186635014,0.1367346939
0.1275510204,0.5327388697,0.1551020408
0.1275510204,0.5473303464,0.1734693878
0.1275510204,0.5624085307,0.1918367347
0.1275510204,0.5779492633,0.2102040816
0.1275510204,0.5939324008,0.2285714286
0.1275510204,0.6103409216,0.2469387755
0.1275510204,0.6271602623,0.2653061224
0.1275510204,0.6443778159,0.2836734694
0.1275510204,0.6619825493,0.3020408163
0.1275510204,0.6799647053,0.3204081633
0.1275510204,0.69831557,0.3387755102
0.1275510204,0.7170272886,0.3571428571
0.1275510204,0.7360927179,0.3755102041
0.1275510204,0.755505308,0.393877551
0.1275510204,0.7752590055,0.412244898
0.1275510204,0.7953481757,0.4306122449
0.1275510204,0.8157675372,0.4489795918
0.1275510204,0.8365121092,0.4673469388
0.1275510204,0.8575771671,0.4857142857
0.1275510204,0.8789582052,0.5040816327
0.1275510204,0.9006509061,0.5224489796
0.1275510204,0.9226511148,0.5408163265
0.1275510204,0.9449548166,0.5591836735
0.1275510204,0.967558119,0.5775510204
0.1275510204,0.9904572353,0.5959183673
0.1275510204,1.0136484724,0.6142857143
0.1275510204,1.0371282186,0.6326530612
0.1275510204,1.0608929347,0.6510204082
0.1275510204,1.0849391453,0.6693877551
0.1275510204,1.1092634322,0.687755102
0.1275510204,1.1338624286,0.706122449
0.1275510204,1.1587328139,0.7244897959
0.1275510204,1.1838713093,0.7428571429
0.1275510204,1.2092746747,0.7612244898
0.1275510204,1.2349397051,0.7795918367
0.1275510204,1.2608632285,0.7979591837
0.1275510204,1.2870421034,0.8163265306
0.1275510204,1.3134732172,0.8346938776
0.1275510204,1.3401534849,0.8530612245
0.1275510204,1.3670798474,0.8714285714
0.1275510204,1.3942492709,0.8897959184
0.1275510204,1.421658746,0.9081632653
0.1275510204,1.449305287,0.9265306122
0.1275510204,1.4771859318,0.9448979592
0.1275510204,1.5052977409,0.9632653061
0.1275510204,1.5336377978,0.9816326531
0.1275510204,1.5622032083,1.0
0.1306122449,0.5061176029,0.1
0.1306122449,0.51936654,0.1183673469
0.1306122449,0.5332264549,0.1367346939
0.1306122449,0.5476500708,0.1551020408
0.1306122449,0.5625997977,0.1734693878
0.1306122449,0.5780452025,0.1918367347
0.1306122449,0.5939612445,0.2102040816
0.1306122449,0.6103270146,0.2285714286
0.1306122449,0.6271248158,0.2469387755
0.1306122449,0.6443394799,0.2653061224
0.1306122449,0.6619578525,0.2836734694
0.1306122449,0.6799683989,0.3020408163
0.1306122449,0.6983608977,0.3204081633
0.1306122449,0.7171262023,0.3387755102
0.1306122449,0.736256051,0.3571428571
0.1306122449,0.7557429157,0.3755102041
0.1306122449,0.7755798801,0.393877551
0.1306122449,0.7957605407,0.412244898
0.1306122449,0.8162789265,0.4306122449
0.1306122449,0.8371294323,0.4489795918
0.1306122449,0.8583067643,0.4673469388
0.1306122449,0.8798058944,0.4857142857
0.1306122449,0.9016220225,0.5040816327
0.1306122449,0.9237505448,0.5224489796
0.1306122449,0.9461870272,0.5408163265
0.1306122449,0.968927183,0.5591836735
0.1306122449,0.9919668539,0.5775510204
0.1306122449,1.0153019939,0.5959183673
0.1306122449,1.0389286561,0.6142857143
0.1306122449,1.0628429808,0.6326530612
0.1306122449,1.0870411861,0.6510204082
0.1306122449,1.1115195591,0.6693877551
0.1306122449,1.1362744496,0.687755102
0.1306122449,1.1613022633,0.706122449
0.1306122449,1.1865994573,0.7244897959
0.1306122449,1.2121625354,0.7428571429
0.1306122449,1.2379880446,0.7612244898
0.1306122449,1.2640725722,0.7795918367
0.1306122449,1.2904127429,0.7979591837
0.1306122449,1.3170052166,0.8163265306
0.1306122449,1.3438466869,0.8346938776
0.1306122449,1.3709338795,0.8530612245
0.1306122449,1.3982635508,0.8714285714
0.1306122449,1.4258324869,0.8897959184
0.1306122449,1.453637503,0.9081632653
0.1306122449,1.4816754427,0.9265306122
0.1306122449,1.5099431775,0.9448979592
0.1306122449,1.5384376062,0.9632653061
0.1306122449,1.567155655,0.9816326531
0.1306122449,1.5960942773,1.0
0.1336734694,0.520134683,0.1
0.1336734694,0.5337082725,0.1183673469
0.1336734694,0.547905449,0.1367346939
0.1336734694,0.5626774078,0.1551020408
0.1336734694,0.5779853053,0.1734693878
0.1336734694,0.5937976574,0.1918367347
0.1336734694,0.6100885249,0.2102040816
0.1336734694,0.626836217,0.2285714286
0.1336734694,0.6440223463,0.2469387755
0.1336734694,0.6616311262,0.2653061224
0.1336734694,0.6796488414,0.2836734694
0.1336734694,0.6980634428,0.3020408163
0.1336734694,0.7168642333,0.3204081633
0.1336734694,0.736041622,0.3387755102
0.1336734694,0.7555869294,0.3571428571
0.1336734694,0.775492232,0.3755102041
0.1336734694,0.7957502374,0.393877551
0.1336734694,0.8163541825,0.412244898
0.1336734694,0.837297751,0.4306122449
0.1336734694,0.8585750053,0.4489795918
0.1336734694,0.8801803304,0.4673469388
0.1336734694,0.9021083872,0.4857142857
0.1336734694,0.924354074,0.5040816327
0.1336734694,0.9469124938,0.5224489796
0.1336734694,0.969778927,0.5408163265
0.1336734694,0.9929488089,0.5591836735
0.1336734694,1.0164177101,0.5775510204
0.1336734694,1.0401813202,0.5959183673
0.1336734694,1.0642354338,0.6142857143
0.1336734694,1.0885759391,0.6326530612
0.1336734694,1.1131988077,0.6510204082
0.1336734694,1.1381000861,0.6693877551
0.1336734694,1.1632758889,0.687755102
0.1336734694,1.1887223921,0.706122449
0.1336734694,1.2144358282,0.7244897959
0.1336734694,1.2404124822,0.7428571429
0.1336734694,1.2666486871,0.7612244898
0.1336734694,1.2931408215,0.7795918367
0.1336734694,1.3198853064,0.7979591837
0.1336734694,1.3468786035,0.8163265306
0.1336734694,1.3741172127,0.8346938776
0.1336734694,1.4015976714,0.8530612245
0.1336734694,1.4293165526,0.8714285714
0.1336734694,1.457270464,0.8897959184
0.1336734694,1.4854560474,0.9081632653
0.1336734694,1.5138699779,0.9265306122
0.1336734694,1.5425089633,0.9448979592
0.1336734694,1.5713697439,0.9632653061
0.1336734694,1.6004490922,0.9816326531
0.1336734694,1.6297438124,1.0
0.1367346939,0.5342685953,0.1
0.1367346939,0.5481671883,0.1183673469
0.1367346939,0.562701842,0.1367346939
0.1367346939,0.5778221998,0.1551020408
0.1367346939,0.5934881436,0.1734693878
0.1367346939,0.609667119,0.1918367347
0.1367346939,0.6263322709,0.2102040816
0.1367346939,0.643461111,0.2285714286
0.1367346939,0.6610345462,0.2469387755
0.1367346939,0.6790361573,0.2653061224
0.1367346939,0.697451655,0.2836734694
0.1367346939,0.7162684633,0.3020408163
0.1367346939,0.7354753972,0.3204081633
0.1367346939,0.75506241,0.3387755102
0.1367346939,0.7750203937,0.3571428571
0.1367346939,0.795341019,0.3755102041
0.1367346939,0.8160166076,0.393877551
0.1367346939,0.8370400274,0.412244898
0.1367346939,0.858404608,0.4306122449
0.1367346939,0.8801040711,0.4489795918
0.1367346939,0.9021324724,0.4673469388
0.1367346939,0.9244841547,0.4857142857
0.1367346939,0.9471537073,0.5040816327
0.1367346939,0.9701359336,0.5224489796
0.1367346939,0.9934258227,0.5408163265
0.1367346939,1.0170185261,0.5591836735
0.1367346939,1.0409093382,0.5775510204
0.1367346939,1.0650936794,0.5959183673
0.1367346939,1.0895670818,0.6142857143
0.1367346939,1.1143251777,0.6326530612
0.1367346939,1.1393636889,0.6510204082
0.1367346939,1.1646784185,0.6693877551
0.1367346939,1.1902652432,0.687755102
0.1367346939,1.2161201076,0.706122449
0.1367346939,1.2422390184,0.7244897959
0.1367346939,1.2686180402,0.7428571429
0.1367346939,1.2952532916,0.7612244898
0.1367346939,1.3221409423,0.7795918367
0.1367346939,1.3492772099,0.7979591837
0.1367346939,1.3766583583,0.8163265306
0.1367346939,1.404280695,0.8346938776
0.1367346939,1.4321405705,0.8530612245
0.1367346939,1.4602343762,0.8714285714
0.1367346939,1.4885585437,0.8897959184
0.1367346939,1.5171095441,0.9081632653
0.1367346939,1.5458838868,0.9265306122
0.1367346939,1.5748781197,0.9448979592
0.1367346939,1.6040888279,0.9632653061
0.1367346939,1.6335126343,0.9816326531
0.1367346939,1.6631461986,1.0
0.1397959184,0.5485207837,0.1
0.1397959184,0.5627447015,0.1183673469
0.1397959184,0.5776170129,0.1367346939
0.1397959184,0.5930857855,0.1551020408
0.1397959184,0.6091096046,0.1734693878
0.1397959184,0.6256548267,0.1918367347
0.1397959184,0.6426936631,0.2102040816
0.1397959184,0.6602028114,0.2285714286
0.1397959184,0.6781624579,0.2469387755
0.1397959184,0.6965555368,0.2653061224
0.1397959184,0.7153671709,0.2836734694
0.1397959184,0.7345842449,0.3020408163
0.1397959184,0.7541950738,0.3204081633
0.1397959184,0.7741891437,0.3387755102
0.1397959184,0.7945569072,0.3571428571
0.1397959184,0.8152896191,0.3755102041
0.1397959184,0.8363792053,0.393877551
0.1397959184,0.8578181556,0.412244898
0.1397959184,0.8795994369,0.4306122449
0.1397959184,0.9017164216,0.4489795918
0.1397959184,0.9241628289,0.4673469388
0.1397959184,0.9469326757,0.4857142857
0.1397959184,0.9700202363,0.5040816327
0.1397959184,0.9934200078,0.5224489796
0.1397959184,1.0171266822,0.5408163265
0.1397959184,1.0411351223,0.5591836735
0.1397959184,1.0654403415,0.5775510204
0.1397959184,1.0900374865,0.5959183673
0.1397959184,1.1149218233,0.6142857143
0.1397959184,1.1400887248,0.6326530612
0.1397959184,1.1655336603,0.6510204082
0.1397959184,1.191252187,0.6693877551
0.1397959184,1.2172399423,0.687755102
0.1397959184,1.2434926375,0.706122449
0.1397959184,1.2700060525,0.7244897959
0.1397959184,1.2967760312,0.7428571429
0.1397959184,1.3237984778,0.7612244898
