target,z
-2.5966946401,0.2018018018
-2.5900772342,0.2027027027
-2.5834802128,0.2036036036
-2.5769034926,0.2045045045
-2.5703469909,0.2054054054
-2.5638106251,0.2063063063
-2.5572943136,0.2072072072
-2.5507979747,0.2081081081
-2.5443215276,0.209009009
-2.5378648918,0.2099099099
-2.531427987,0.2108108108
-2.5250107338,0.2117117117
-2.5186130527,0.2126126126
-2.5122348652,0.2135135135
-2.5058760929,0.2144144144
-2.4995366578,0.2153153153
-2.4932164824,0.2162162162
-2.4869154897,0.2171171171
-2.480633603,0.218018018
-2.4743707461,0.2189189189
-2.4681268432,0.2198198198
-2.4619018188,0.2207207207
-2.4556955979,0.2216216216
-2.449508106,0.2225225225
-2.4433392689,0.2234234234
-2.4371890126,0.2243243243
-2.4310572639,0.2252252252
-2.4249439497,0.2261261261
-2.4188489973,0.227027027
-2.4127723345,0.2279279279
-2.4067138895,0.2288288288
-2.4006735907,0.2297297297
-2.3946513671,0.2306306306
-2.3886471479,0.2315315315
-2.3826608628,0.2324324324
-2.3766924417,0.2333333333
-2.3707418151,0.2342342342
-2.3648089136,0.2351351351
-2.3588936684,0.236036036
-2.352996011,0.2369369369
-2.3471158731,0.2378378378
-2.3412531869,0.2387387387
-2.335407885,0.2396396396
-2.3295799002,0.2405405405
-2.3237691658,0.2414414414
-2.3179756152,0.2423423423
-2.3121991824,0.2432432432
-2.3064398017,0.2441441441
-2.3006974075,0.245045045
-2.2949719349,0.2459459459
-2.2892633191,0.2468468468
-2.2835714956,0.2477477477
-2.2778964003,0.2486486486
-2.2722379695,0.2495495495
-2.2665961398,0.2504504505
-2.2609708479,0.2513513514
-2.2553620312,0.2522522523
-2.249769627,0.2531531532
-2.2441935732,0.2540540541
-2.238633808,0.254954955
-2.2330902698,0.2558558559
-2.2275628973,0.2567567568
-2.2220516296,0.2576576577
-2.2165564061,0.2585585586
-2.2110771665,0.2594594595
-2.2056138506,0.2603603604
-2.2001663988,0.2612612613
-2.1947347516,0.2621621622
-2.1893188499,0.2630630631
-2.1839186348,0.263963964
-2.1785340477,0.2648648649
-2.1731650305,0.2657657658
-2.167811525,0.2666666667
-2.1624734736,0.2675675676
-2.1571508188,0.2684684685
-2.1518435036,0.2693693694
-2.1465514711,0.2702702703
-2.1412746646,0.2711711712
-2.1360130278,0.2720720721
-2.1307665048,0.272972973
-2.1255350398,0.2738738739
-2.1203185772,0.2747747748
-2.1151170618,0.2756756757
-2.1099304387,0.2765765766
-2.1047586532,0.2774774775
-2.0996016509,0.2783783784
-2.0944593775,0.2792792793
-2.0893317792,0.2801801802
-2.0842188024,0.2810810811
-2.0791203935,0.281981982
-2.0740364996,0.2828828829
-2.0689670676,0.2837837838
-2.0639120451,0.2846846847
-2.0588713795,0.2855855856
-2.0538450187,0.2864864865
-2.0488329109,0.2873873874
-2.0438350044,0.2882882883
-2.0388512479,0.2891891892
-2.0338815901,0.2900900901
-2.0289259801,0.290990991
-2.0239843673,0.2918918919
-2.0190567013,0.2927927928
-2.0141429317,0.2936936937
-2.0092430088,0.2945945946
-2.0043568826,0.2954954955
-1.9994845038,0.2963963964
-1.9946258231,0.2972972973
-1.9897807914,0.2981981982
-1.9849493599,0.2990990991
-1.98013148,0.3
-1.9753271034,0.3009009009
-1.9705361819,0.3018018018
-1.9657586677,0.3027027027
-1.960994513,0.3036036036
-1.9562436703,0.3045045045
-1.9515060924,0.3054054054
-1.9467817323,0.3063063063
-1.9420705431,0.3072072072
-1.9373724783,0.3081081081
-1.9326874914,0.309009009
-1.9280155362,0.3099099099
-1.9233565669,0.3108108108
-1.9187105376,0.3117117117
-1.9140774028,0.3126126126
-1.9094571171,0.3135135135
-1.9048496354,0.3144144144
-1.9002549128,0.3153153153
-1.8956729045,0.3162162162
-1.891103566,0.3171171171
-1.886546853,0.318018018
-1.8820027213,0.3189189189
-1.8774711271,0.3198198198
-1.8729520265,0.3207207207
-1.8684453761,0.3216216216
-1.8639511325,0.3225225225
-1.8594692526,0.3234234234
-1.8549996935,0.3243243243
-1.8505424122,0.3252252252
-1.8460973664,0.3261261261
-1.8416645135,0.327027027
-1.8372438115,0.3279279279
-1.8328352183,0.3288288288
-1.8284386921,0.3297297297
-1.8240541913,0.3306306306
-1.8196816743,0.3315315315
-1.8153211,0.3324324324
-1.8109724273,0.3333333333
-1.8066356153,0.3342342342
-1.8023106232,0.3351351351
-1.7979974105,0.336036036
-1.7936959369,0.3369369369
-1.7894061621,0.3378378378
-1.7851280461,0.3387387387
-1.7808615492,0.3396396396
-1.7766066316,0.3405405405
-1.7723632539,0.3414414414
-1.7681313767,0.3423423423
-1.7639109609,0.3432432432
-1.7597019675,0.3441441441
-1.7555043578,0.345045045
-1.751318093,0.3459459459
-1.7471431348,0.3468468468
-1.7429794448,0.3477477477
-1.7388269848,0.3486486486
-1.734685717,0.3495495495
-1.7305556034,0.3504504505
-1.7264366065,0.3513513514
-1.7223286888,0.3522522523
-1.7182318129,0.3531531532
-1.7141459417,0.3540540541
-1.7100710381,0.354954955
-1.7060070654,0.3558558559
-1.7019539869,0.3567567568
-1.6979117659,0.3576576577
-1.6938803662,0.3585585586
-1.6898597515,0.3594594595
-1.6858498858,0.3603603604
-1.6818507331,0.3612612613
-1.6778622577,0.3621621622
-1.6738844239,0.3630630631
-1.6699171964,0.363963964
-1.6659605398,0.3648648649
-1.6620144189,0.3657657658
-1.6580787988,0.3666666667
-1.6541536446,0.3675675676
-1.6502389215,0.3684684685
-1.646334595,0.3693693694
-1.6424406307,0.3702702703
-1.6385569943,0.3711711712
-1.6346836516,0.3720720721
-1.6308205687,0.372972973
-1.6269677118,0.3738738739
-1.623125047,0.3747747748
-1.6192925409,0.3756756757
-1.6154701599,0.3765765766
-1.6116578709,0.3774774775
-1.6078556407,0.3783783784
-1.6040634362,0.3792792793
-1.6002812246,0.3801801802
-1.5965089732,0.3810810811
-1.5927466493,0.381981982
-1.5889942205,0.3828828829
-1.5852516544,0.3837837838
-1.5815189188,0.3846846847
-1.5777959817,0.3855855856
-1.5740828111,0.3864864865
-1.5703793753,0.3873873874
-1.5666856425,0.3882882883
-1.5630015812,0.3891891892
-1.55932716,0.3900900901
-1.5556623476,0.390990991
-1.5520071128,0.3918918919
-1.5483614247,0.3927927928
-1.5447252522,0.3936936937
-1.5410985647,0.3945945946
-1.5374813315,0.3954954955
-1.533873522,0.3963963964
-1.5302751059,0.3972972973
-1.5266860529,0.3981981982
-1.5231063327,0.3990990991
-1.5195359155,0.4
-1.5159747712,0.4009009009
-1.51242287,0.4018018018
-1.5088801824,0.4027027027
-1.5053466787,0.4036036036
-1.5018223295,0.4045045045
-1.4983071055,0.4054054054
-1.4948009776,0.4063063063
-1.4913039165,0.4072072072
-1.4878158934,0.4081081081
-1.4843368794,0.409009009
-1.4808668458,0.4099099099
-1.4774057639,0.4108108108
-1.4739536053,0.4117117117
-1.4705103416,0.4126126126
-1.4670759445,0.4135135135
-1.4636503858,0.4144144144
-1.4602336375,0.4153153153
-1.4568256717,0.4162162162
-1.4534264604,0.4171171171
-1.4500359761,0.418018018
-1.4466541911,0.4189189189
-1.4432810779,0.4198198198
-1.4399166091,0.4207207207
-1.4365607574,0.4216216216
-1.4332134958,0.4225225225
-1.429874797,0.4234234234
-1.4265446341,0.4243243243
-1.4232229803,0.4252252252
-1.4199098089,0.4261261261
-1.4166050932,0.427027027
-1.4133088066,0.4279279279
-1.4100209228,0.4288288288
-1.4067414153,0.4297297297
-1.4034702581,0.4306306306
-1.4002074249,0.4315315315
-1.3969528897,0.4324324324
-1.3937066267,0.4333333333
-1.3904686099,0.4342342342
-1.3872388137,0.4351351351
-1.3840172125,0.436036036
-1.3808037807,0.4369369369
-1.3775984929,0.4378378378
-1.3744013239,0.4387387387
-1.3712122483,0.4396396396
-1.368031241,0.4405405405
-1.3648582771,0.4414414414
-1.3616933316,0.4423423423
-1.3585363797,0.4432432432
-1.3553873966,0.4441441441
-1.3522463576,0.445045045
-1.3491132383,0.4459459459
-1.3459880142,0.4468468468
-1.3428706609,0.4477477477
-1.3397611541,0.4486486486
-1.3366594698,0.4495495495
-1.3335655837,0.4504504505
-1.330479472,0.4513513514
-1.3274011106,0.4522522523
-1.3243304759,0.4531531532
-1.3212675441,0.4540540541
-1.3182122916,0.454954955
-1.3151646948,0.4558558559
-1.3121247303,0.4567567568
-1.3090923748,0.4576576577
-1.3060676049,0.4585585586
-1.3030503975,0.4594594595
-1.3000407296,0.4603603604
-1.2970385781,0.4612612613
-1.29404392,0.4621621622
-1.2910567327,0.4630630631
-1.2880769933,0.463963964
-1.2851046791,0.4648648649
-1.2821397677,0.4657657658
-1.2791822364,0.4666666667
-1.276232063,0.4675675676
-1.2732892251,0.4684684685
-1.2703537005,0.4693693694
-1.267425467,0.4702702703
-1.2645045026,0.4711711712
-1.2615907852,0.4720720721
-1.258684293,0.472972973
-1.2557850042,0.4738738739
-1.252892897,0.4747747748
-1.2500079497,0.4756756757
-1.2471301409,0.4765765766
-1.2442594489,0.4774774775
-1.2413958525,0.4783783784
-1.2385393302,0.4792792793
-1.2356898608,0.4801801802
-1.2328474231,0.4810810811
-1.230011996,0.481981982
-1.2271835586,0.4828828829
-1.2243620898,0.4837837838
-1.2215475688,0.4846846847
-1.2187399748,0.4855855856
-1.2159392872,0.4864864865
-1.2131454852,0.4873873874
-1.2103585484,0.4882882883
-1.2075784562,0.4891891892
-1.2048051882,0.4900900901
-1.2020387241,0.490990991
-1.1992790437,0.4918918919
-1.1965261268,0.4927927928
-1.1937799532,0.4936936937
-1.1910405029,0.4945945946
-1.1883077561,0.4954954955
-1.1855816927,0.4963963964
-1.182862293,0.4972972973
-1.1801495372,0.4981981982
-1.1774434057,0.4990990991
-1.1747438788,0.5
-1.1720509372,0.5009009009
-1.1693645611,0.5018018018
-1.1666847315,0.5027027027
-1.1640114287,0.5036036036
-1.1613446338,0.5045045045
-1.1586843274,0.5054054054
-1.1560304905,0.5063063063
-1.1533831041,0.5072072072
-1.1507421491,0.5081081081
-1.1481076067,0.509009009
-1.1454794581,0.5099099099
-1.1428576845,0.5108108108
-1.1402422671,0.5117117117
-1.1376331875,0.5126126126
-1.135030427,0.5135135135
-1.1324339671,0.5144144144
-1.1298437894,0.5153153153
-1.1272598756,0.5162162162
-1.1246822073,0.5171171171
-1.1221107664,0.518018018
-1.1195455346,0.5189189189
-1.1169864939,0.5198198198
-1.1144336263,0.5207207207
-1.1118869137,0.5216216216
-1.1093463384,0.5225225225
-1.1068118823,0.5234234234
-1.1042835279,0.5243243243
-1.1017612573,0.5252252252
-1.0992450529,0.5261261261
-1.0967348972,0.527027027
-1.0942307725,0.5279279279
-1.0917326615,0.5288288288
-1.0892405468,0.5297297297
-1.0867544109,0.5306306306
-1.0842742367,0.5315315315
-1.081800007,0.5324324324
-1.0793317045,0.5333333333
-1.0768693122,0.5342342342
-1.074412813,0.5351351351
-1.07196219,0.536036036
-1.0695174263,0.5369369369
-1.067078505,0.5378378378
-1.0646454094,0.5387387387
-1.0622181226,0.5396396396
-1.059796628,0.5405405405
-1.0573809091,0.5414414414
-1.0549709492,0.5423423423
-1.0525667319,0.5432432432
-1.0501682407,0.5441441441
-1.0477754592,0.545045045
-1.0453883711,0.5459459459
-1.0430069602,0.5468468468
-1.0406312101,0.5477477477
-1.0382611049,0.5486486486
-1.0358966283,0.5495495495
-1.0335377643,0.5504504505
-1.031184497,0.5513513514
-1.0288368104,0.5522522523
-1.0264946886,0.5531531532
-1.0241581159,0.5540540541
-1.0218270764,0.554954955
-1.0195015544,0.5558558559
-1.0171815344,0.5567567568
-1.0148670006,0.5576576577
-1.0125579376,0.5585585586
-1.0102543298,0.5594594595
-1.0079561618,0.5603603604
-1.0056634182,0.5612612613
-1.0033760837,0.5621621622
-1.0010941431,0.5630630631
-0.998817581,0.563963964
-0.9965463823,0.5648648649
-0.9942805319,0.5657657658
-0.9920200147,0.5666666667
-0.9897648157,0.5675675676
-0.9875149199,0.5684684685
-0.9852703125,0.5693693694
-0.9830309785,0.5702702703
-0.9807969031,0.5711711712
-0.9785680716,0.5720720721
-0.9763444692,0.572972973
-0.9741260814,0.5738738739
-0.9719128934,0.5747747748
-0.9697048907,0.5756756757
-0.9675020589,0.5765765766
-0.9653043834,0.5774774775
-0.9631118498,0.5783783784
-0.9609244439,0.5792792793
-0.9587421511,0.5801801802
-0.9565649574,0.5810810811
-0.9543928484,0.581981982
-0.9522258101,0.5828828829
-0.9500638282,0.5837837838
-0.9479068887,0.5846846847
-0.9457549776,0.5855855856
-0.9436080809,0.5864864865
-0.9414661847,0.5873873874
-0.939329275,0.5882882883
-0.9371973381,0.5891891892
-0.9350703602,0.5900900901
-0.9329483275,0.590990991
-0.9308312263,0.5918918919
-0.928719043,0.5927927928
-0.9266117639,0.5936936937
-0.9245093755,0.5945945946
-0.9224118644,0.5954954955
-0.9203192169,0.5963963964
-0.9182314197,0.5972972973
-0.9161484595,0.5981981982
-0.9140703228,0.5990990991
-0.9119969964,0.6
-0.9099284671,0.6009009009
-0.9078647217,0.6018018018
-0.9058057469,0.6027027027
-0.9037515297,0.6036036036
-0.901702057,0.6045045045
-0.8996573158,0.6054054054
-0.8976172932,0.6063063063
-0.8955819761,0.6072072072
-0.8935513516,0.6081081081
-0.891525407,0.609009009
-0.8895041295,0.6099099099
-0.8874875061,0.6108108108
-0.8854755243,0.6117117117
-0.8834681713,0.6126126126
-0.8814654346,0.6135135135
-0.8794673014,0.6144144144
-0.8774737593,0.6153153153
-0.8754847957,0.6162162162
-0.8735003982,0.6171171171
-0.8715205543,0.618018018
-0.8695452516,0.6189189189
-0.8675744779,0.6198198198
-0.8656082207,0.6207207207
-0.8636464678,0.6216216216
-0.861689207,0.6225225225
-0.8597364261,0.6234234234
-0.8577881129,0.6243243243
-0.8558442554,0.6252252252
-0.8539048414,0.6261261261
-0.8519698589,0.627027027
-0.850039296,0.6279279279
-0.8481131407,0.6288288288
-0.8461913811,0.6297297297
-0.8442740053,0.6306306306
-0.8423610015,0.6315315315
-0.8404523578,0.6324324324
-0.8385480626,0.6333333333
-0.8366481041,0.6342342342
-0.8347524706,0.6351351351
-0.8328611506,0.636036036
-0.8309741323,0.6369369369
-0.8290914042,0.6378378378
-0.8272129548,0.6387387387
-0.8253387726,0.6396396396
-0.8234688461,0.6405405405
-0.821603164,0.6414414414
-0.8197417148,0.6423423423
-0.8178844873,0.6432432432
-0.81603147,0.6441441441
-0.8141826518,0.645045045
-0.8123380213,0.6459459459
-0.8104975675,0.6468468468
-0.8086612791,0.6477477477
-0.806829145,0.6486486486
-0.8050011542,0.6495495495
-0.8031772955,0.6504504505
-0.801357558,0.6513513514
-0.7995419307,0.6522522523
-0.7977304026,0.6531531532
-0.7959229628,0.6540540541
-0.7941196005,0.654954955
-0.7923203048,0.6558558559
-0.7905250649,0.6567567568
-0.78873387,0.6576576577
-0.7869467094,0.6585585586
-0.7851635723,0.6594594595
-0.7833844482,0.6603603604
-0.7816093264,0.6612612613
-0.7798381963,0.6621621622
-0.7780710473,0.6630630631
-0.7763078689,0.663963964
-0.7745486505,0.6648648649
-0.7727933818,0.6657657658
-0.7710420522,0.6666666667
-0.7692946515,0.6675675676
-0.7675511692,0.6684684685
-0.7658115949,0.6693693694
-0.7640759185,0.6702702703
-0.7623441296,0.6711711712
-0.7606162179,0.6720720721
-0.7588921734,0.672972973
-0.7571719857,0.6738738739
-0.7554556449,0.6747747748
-0.7537431407,0.6756756757
-0.7520344631,0.6765765766
-0.750329602,0.6774774775
-0.7486285475,0.6783783784
-0.7469312896,0.6792792793
-0.7452378183,0.6801801802
-0.7435481236,0.6810810811
-0.7418621958,0.681981982
-0.740180025,0.6828828829
-0.7385016013,0.6837837838
-0.736826915,0.6846846847
-0.7351559562,0.6855855856
-0.7334887153,0.6864864865
-0.7318251826,0.6873873874
-0.7301653484,0.6882882883
-0.728509203,0.6891891892
-0.7268567368,0.6900900901
-0.7252079403,0.690990991
-0.723562804,0.6918918919
-0.7219213182,0.6927927928
-0.7202834735,0.6936936937
-0.7186492605,0.6945945946
-0.7170186697,0.6954954955
-0.7153916918,0.6963963964
-0.7137683172,0.6972972973
-0.7121485368,0.6981981982
-0.7105323412,0.6990990991
-0.7089197211,0.7
-0.7073106672,0.7009009009
-0.7057051704,0.7018018018
-0.7041032213,0.7027027027
-0.702504811,0.7036036036
-0.7009099302,0.7045045045
-0.6993185698,0.7054054054
-0.6977307207,0.7063063063
-0.6961463738,0.7072072072
-0.6945655203,0.7081081081
-0.6929881509,0.709009009
-0.6914142568,0.7099099099
-0.6898438291,0.7108108108
-0.6882768587,0.7117117117
-0.6867133369,0.7126126126
-0.6851532548,0.7135135135
-0.6835966034,0.7144144144
-0.6820433741,0.7153153153
-0.680493558,0.7162162162
-0.6789471464,0.7171171171
-0.6774041305,0.718018018
-0.6758645017,0.7189189189
-0.6743282513,0.7198198198
-0.6727953706,0.7207207207
-0.671265851,0.7216216216
-0.669739684,0.7225225225
-0.6682168609,0.7234234234
-0.6666973732,0.7243243243
-0.6651812124,0.7252252252
-0.66366837,0.7261261261
-0.6621588376,0.727027027
-0.6606526067,0.7279279279
-0.6591496689,0.7288288288
-0.6576500158,0.7297297297
-0.6561536391,0.7306306306
-0.6546605304,0.7315315315
-0.6531706814,0.7324324324
-0.6516840838,0.7333333333
-0.6502007294,0.7342342342
-0.6487206099,0.7351351351
-0.6472437172,0.736036036
-0.645770043,0.7369369369
-0.6442995792,0.7378378378
-0.6428323176,0.7387387387
-0.6413682502,0.7396396396
-0.6399073689,0.7405405405
-0.6384496655,0.7414414414
-0.6369951321,0.7423423423
-0.6355437607,0.7432432432
-0.6340955432,0.7441441441
-0.6326504717,0.745045045
-0.6312085382,0.7459459459
-0.6297697349,0.7468468468
-0.6283340539,0.7477477477
-0.6269014872,0.7486486486
-0.6254720271,0.7495495495
-0.6240456657,0.7504504505
-0.6226223952,0.7513513514
-0.6212022079,0.7522522523
-0.619785096,0.7531531532
-0.6183710517,0.7540540541
-0.6169600674,0.754954955
-0.6155521354,0.7558558559
-0.614147248,0.7567567568
-0.6127453976,0.7576576577
-0.6113465766,0.7585585586
-0.6099507774,0.7594594595
-0.6085579924,0.7603603604
-0.6071682141,0.7612612613
-0.605781435,0.7621621622
-0.6043976475,0.7630630631
-0.6030168442,0.763963964
-0.6016390176,0.7648648649
-0.6002641603,0.7657657658
-0.5988922649,0.7666666667
-0.5975233241,0.7675675676
-0.5961573303,0.7684684685
-0.5947942763,0.7693693694
-0.5934341549,0.7702702703
-0.5920769585,0.7711711712
-0.5907226801,0.7720720721
-0.5893713123,0.772972973
-0.5880228479,0.7738738739
-0.5866772796,0.7747747748
-0.5853346004,0.7756756757
-0.583994803,0.7765765766
-0.5826578802,0.7774774775
-0.581323825,0.7783783784
-0.5799926302,0.7792792793
-0.5786642887,0.7801801802
-0.5773387935,0.7810810811
-0.5760161376,0.781981982
-0.5746963138,0.7828828829
-0.5733793153,0.7837837838
-0.5720651349,0.7846846847
-0.5707537658,0.7855855856
-0.5694452011,0.7864864865
-0.5681394337,0.7873873874
-0.5668364568,0.7882882883
-0.5655362635,0.7891891892
-0.5642388469,0.7900900901
-0.5629442002,0.790990991
-0.5616523167,0.7918918919
-0.5603631894,0.7927927928
-0.5590768116,0.7936936937
-0.5577931765,0.7945945946
-0.5565122774,0.7954954955
-0.5552341076,0.7963963964
-0.5539586604,0.7972972973
-0.552685929,0.7981981982
-0.5514159069,0.7990990991
-0.5501485874,0.8
-0.5488839638,0.8009009009
-0.5476220295,0.8018018018
-0.5463627781,0.8027027027
-0.5451062028,0.8036036036
-0.5438522971,0.8045045045
-0.5426010546,0.8054054054
-0.5413524687,0.8063063063
-0.5401065329,0.8072072072
-0.5388632408,0.8081081081
-0.5376225858,0.809009009
-0.5363845616,0.8099099099
-0.5351491618,0.8108108108
-0.5339163799,0.8117117117
-0.5326862096,0.8126126126
-0.5314586444,0.8135135135
-0.5302336781,0.8144144144
-0.5290113044,0.8153153153
-0.5277915169,0.8162162162
-0.5265743094,0.8171171171
-0.5253596755,0.818018018
-0.524147609,0.8189189189
-0.5229381038,0.8198198198
-0.5217311535,0.8207207207
-0.520526752,0.8216216216
-0.5193248931,0.8225225225
-0.5181255706,0.8234234234
-0.5169287784,0.8243243243
-0.5157345104,0.8252252252
-0.5145427605,0.8261261261
-0.5133535225,0.827027027
-0.5121667904,0.8279279279
-0.5109825581,0.8288288288
-0.5098008197,0.8297297297
-0.508621569,0.8306306306
-0.5074448001,0.8315315315
-0.506270507,0.8324324324
-0.5050986837,0.8333333333
-0.5039293242,0.8342342342
-0.5027624227,0.8351351351
-0.5015979732,0.836036036
-0.5004359697,0.8369369369
-0.4992764065,0.8378378378
-0.4981192777,0.8387387387
-0.4969645773,0.8396396396
-0.4958122996,0.8405405405
-0.4946624387,0.8414414414
-0.4935149889,0.8423423423
-0.4923699443,0.8432432432
-0.4912272992,0.8441441441
-0.4900870478,0.845045045
-0.4889491845,0.8459459459
-0.4878137034,0.8468468468
-0.4866805988,0.8477477477
-0.4855498651,0.8486486486
-0.4844214967,0.8495495495
-0.4832954878,0.8504504505
-0.4821718328,0.8513513514
-0.4810505261,0.8522522523
-0.479931562,0.8531531532
-0.4788149351,0.8540540541
-0.4777006396,0.854954955
-0.4765886701,0.8558558559
-0.475479021,0.8567567568
-0.4743716868,0.8576576577
-0.4732666619,0.8585585586
-0.4721639409,0.8594594595
-0.4710635183,0.8603603604
-0.4699653886,0.8612612613
-0.4688695463,0.8621621622
-0.467775986,0.8630630631
-0.4666847024,0.863963964
-0.4655956899,0.8648648649
-0.4645089432,0.8657657658
-0.463424457,0.8666666667
-0.4623422258,0.8675675676
-0.4612622443,0.8684684685
-0.4601845072,0.8693693694
-0.4591090092,0.8702702703
-0.4580357449,0.8711711712
-0.4569647092,0.8720720721
-0.4558958966,0.872972973
-0.454829302,0.8738738739
-0.45376492,0.8747747748
-0.4527027456,0.8756756757
-0.4516427734,0.8765765766
-0.4505849983,0.8774774775
-0.4495294151,0.8783783784
-0.4484760185,0.8792792793
-0.4474248036,0.8801801802
-0.446375765,0.8810810811
-0.4453288978,0.881981982
-0.4442841967,0.8828828829
-0.4432416567,0.8837837838
-0.4422012726,0.8846846847
-0.4411630395,0.8855855856
-0.4401269523,0.8864864865
-0.4390930059,0.8873873874
-0.4380611952,0.8882882883
-0.4370315154,0.8891891892
-0.4360039613,0.8900900901
-0.434978528,0.890990991
-0.4339552106,0.8918918919
-0.432934004,0.8927927928
-0.4319149033,0.8936936937
-0.4308979036,0.8945945946
-0.4298829999,0.8954954955
-0.4288701875,0.8963963964
-0.4278594612,0.8972972973
-0.4268508164,0.8981981982
-0.4258442481,0.8990990991
-0.4248397515,0.9
-0.4238373217,0.9009009009
-0.4228369539,0.9018018018
-0.4218386433,0.9027027027
-0.4208423851,0.9036036036
-0.4198481745,0.9045045045
-0.4188560068,0.9054054054
-0.4178658772,0.9063063063
-0.4168777809,0.9072072072
-0.4158917132,0.9081081081
-0.4149076694,0.909009009
-0.4139256448,0.9099099099
-0.4129456346,0.9108108108
-0.4119676343,0.9117117117
-0.4109916391,0.9126126126
-0.4100176444,0.9135135135
-0.4090456456,0.9144144144
-0.4080756379,0.9153153153
-0.4071076169,0.9162162162
-0.4061415778,0.9171171171
-0.4051775161,0.918018018
-0.4042154272,0.9189189189
-0.4032553066,0.9198198198
-0.4022971497,0.9207207207
-0.4013409519,0.9216216216
-0.4003867088,0.9225225225
-0.3994344157,0.9234234234
-0.3984840682,0.9243243243
-0.3975356619,0.9252252252
-0.3965891921,0.9261261261
-0.3956446546,0.927027027
-0.3947020447,0.9279279279
-0.393761358,0.9288288288
-0.3928225902,0.9297297297
-0.3918857367,0.9306306306
-0.3909507933,0.9315315315
-0.3900177554,0.9324324324
-0.3890866188,0.9333333333
-0.3881573789,0.9342342342
-0.3872300315,0.9351351351
-0.3863045723,0.936036036
-0.3853809968,0.9369369369
-0.3844593008,0.9378378378
-0.3835394799,0.9387387387
-0.3826215299,0.9396396396
-0.3817054464,0.9405405405
-0.3807912251,0.9414414414
-0.3798788619,0.9423423423
-0.3789683523,0.9432432432
-0.3780596923,0.9441441441
-0.3771528775,0.945045045
-0.3762479038,0.9459459459
-0.3753447669,0.9468468468
-0.3744434626,0.9477477477
-0.3735439867,0.9486486486
-0.3726463351,0.9495495495
-0.3717505036,0.9504504505
-0.370856488,0.9513513514
