Hav,OmM,OmR,OomQ,target,z
0.0780878564,0.1551925164,0.9517024568,-0.1068949732,-0.6607932692,0.1045151295
0.0783171594,0.1551925164,0.9517024568,-0.1068949732,-0.8037400504,0.1075932235
0.0785970451,0.1551925164,0.9517024568,-0.1068949732,-0.8070934443,0.1122143649
0.078877943,0.1551925164,0.9517024568,-0.1068949732,-0.8104608294,0.1168547868
0.0791598535,0.1551925164,0.9517024568,-0.1068949732,-0.813842264,0.1215145696
0.0794427773,0.1551925164,0.9517024568,-0.1068949732,-0.8172378068,0.1261937941
0.079711311,0.1551925164,0.9517024568,-0.1068949732,-0.8604142039,0.1304211975
0.0799549299,0.1551925164,0.9517024568,-0.1068949732,-0.9704926944,0.1338743126
0.0802406954,0.1551925164,0.9517024568,-0.1068949732,-0.9745418199,0.1386051049
0.080527477,0.1551925164,0.9517024568,-0.1068949732,-0.9786078393,0.1433556352
0.0808152756,0.1551925164,0.9517024568,-0.1068949732,-0.982690823,0.1481259858
0.0811040922,0.1551925164,0.9517024568,-0.1068949732,-0.986790842,0.1529162395
0.0813301795,0.1551925164,0.9517024568,-0.1068949732,-1.1431643935,0.1557824396
0.0816208114,0.1551925164,0.9517024568,-0.1068949732,-1.1479339463,0.1606046378
0.0819124645,0.1551925164,0.9517024568,-0.1068949732,-1.1527233987,0.1654469554
0.0822051402,0.1551925164,0.9517024568,-0.1068949732,-1.1575328339,0.1703094762
0.0824988396,0.1551925164,0.9517024568,-0.1068949732,-1.1623623351,0.1751922847
0.0827228231,0.1551925164,0.9517024568,-0.1068949732,-1.3250166334,0.1779429316
0.0830183282,0.1551925164,0.9517024568,-0.1068949732,-1.3305449168,0.1828575886
0.0833148612,0.1551925164,0.9517024568,-0.1068949732,-1.3360962654,0.1877927507
0.0836124235,0.1551925164,0.9517024568,-0.1068949732,-1.3416707757,0.1927485036
0.0839110168,0.1551925164,0.9517024568,-0.1068949732,-1.347268544,0.1977249329
0.0841659413,0.1551925164,0.9517024568,-0.1068949732,-1.4468105386,0.2013629346
0.0844328813,0.1551925164,0.9517024568,-0.1068949732,-1.5233070099,0.2053545429
0.0847343074,0.1551925164,0.9517024568,-0.1068949732,-1.5296626078,0.2103835677
0.0850367707,0.1551925164,0.9517024568,-0.1068949732,-1.5360447226,0.2154335747
0.0853402732,0.1551925164,0.9517024568,-0.1068949732,-1.5424534652,0.2205046516
0.0856448166,0.1551925164,0.9517024568,-0.1068949732,-1.5488889465,0.2255968862
0.0858643552,0.1551925164,0.9517024568,-0.1068949732,-1.7266499734,0.2280924609
0.0861706923,0.1551925164,0.9517024568,-0.1068949732,-1.7338539663,0.2332163536
0.0864780755,0.1551925164,0.9517024568,-0.1068949732,-1.7410880159,0.2383616245
0.0867865069,0.1551925164,0.9517024568,-0.1068949732,-1.7483522476,0.2435283626
0.0870959885,0.1551925164,0.9517024568,-0.1068949732,-1.7556467875,0.2487166576
0.0873128824,0.1551925164,0.9517024568,-0.1068949732,-1.9406016091,0.2510747801
0.0876241529,0.1551925164,0.9517024568,-0.1068949732,-1.9486982589,0.2562945605
0.0879364794,0.1551925164,0.9517024568,-0.1068949732,-1.9568286898,0.2615361191
0.0882498639,0.1551925164,0.9517024568,-0.1068949732,-1.9649930428,0.2667995467
0.0885643088,0.1551925164,0.9517024568,-0.1068949732,-1.9731914594,0.2720849346
0.0888725513,0.1551925164,0.9517024568,-0.1068949732,-1.9946449005,0.2771705801
0.0890944122,0.1551925164,0.9517024568,-0.1068949732,-2.1750866458,0.2796081022
0.0894117078,0.1551925164,0.9517024568,-0.1068949732,-2.1841616227,0.2849469304
0.0897300721,0.1551925164,0.9517024568,-0.1068949732,-2.1932744625,0.2903080335
0.0900495074,0.1551925164,0.9517024568,-0.1068949732,-2.2024253233,0.2956915043
0.090370016,0.1551925164,0.9517024568,-0.1068949732,-2.2116143636,0.3010974363
0.0905816537,0.1551925164,0.9517024568,-0.1068949732,-2.4131073732,0.3031600524
0.090903948,0.1551925164,0.9517024568,-0.1068949732,-2.423175429,0.308597145
0.0912273221,0.1551925164,0.9517024568,-0.1068949732,-2.4332854911,0.3140569223
0.0915517786,0.1551925164,0.9517024568,-0.1068949732,-2.4434377347,0.3195394792
0.09187732,0.1551925164,0.9517024568,-0.1068949732,-2.4536323359,0.3250449106
0.0921881041,0.1551925164,0.9517024568,-0.1068949732,-2.4906746554,0.3300863704
0.0924131903,0.1551925164,0.9517024568,-0.1068949732,-2.6743810132,0.3324830535
0.092741607,0.1551925164,0.9517024568,-0.1068949732,-2.6855391645,0.3380424885
0.093071118,0.1551925164,0.9517024568,-0.1068949732,-2.6967438702,0.3436251189
0.0934017259,0.1551925164,0.9517024568,-0.1068949732,-2.7079953247,0.3492310412
0.0937334336,0.1551925164,0.9517024568,-0.1068949732,-2.7192937228,0.3548603528
0.0939484636,0.1551925164,0.9517024568,-0.1068949732,-2.9235613073,0.3568788341
0.0942727197,0.1551925164,0.9517024568,-0.1068949732,-2.9509192575,0.3622540532
0.09460732,0.1551925164,0.9517024568,-0.1068949732,-2.9632311919,0.3679376999
0.0949430298,0.1551925164,0.9517024568,-0.1068949732,-2.9755944946,0.3736450601
0.0952798521,0.1551925164,0.9517024568,-0.1068949732,-2.9880093799,0.3793762328
0.0956177896,0.1551925164,0.9517024568,-0.1068949732,-3.0004760631,0.3851313173
0.0958209127,0.1551925164,0.9517024568,-0.1068949732,-3.2295930727,0.3866942945
0.09616064,0.1551925164,0.9517024568,-0.1068949732,-3.2430677002,0.3924799117
0.0965014899,0.1551925164,0.9517024568,-0.1068949732,-3.2565985471,0.3982896679
0.0968434655,0.1551925164,0.9517024568,-0.1068949732,-3.270185848,0.4041236637
0.0971865697,0.1551925164,0.9517024568,-0.1068949732,-3.2838298382,0.4099820003
0.0974558474,0.1551925164,0.9517024568,-0.1068949732,-3.4141100675,0.4135275789
0.0977311356,0.1551925164,0.9517024568,-0.1068949732,-3.5368027237,0.4172476202
0.0980771658,0.1551925164,0.9517024568,-0.1068949732,-3.5515591027,0.4231607131
0.0984243354,0.1551925164,0.9517024568,-0.1068949732,-3.5663770488,0.4290984768
0.0987726475,0.1551925164,0.9517024568,-0.1068949732,-3.581256819,0.4350610143
0.0991221051,0.1551925164,0.9517024568,-0.1068949732,-3.596198671,0.4410484289
0.0993226172,0.1551925164,0.9517024568,-0.1068949732,-3.8393407818,0.4423535185
0.0996701385,0.1551925164,0.9517024568,-0.1068949732,-3.861040825,0.448253945
0.1000225448,0.1551925164,0.9517024568,-0.1068949732,-3.8771500022,0.4542964037
0.1003761079,0.1551925164,0.9517024568,-0.1068949732,-3.8933263907,0.4603640729
0.100730831,0.1551925164,0.9517024568,-0.1068949732,-3.909570271,0.4664570578
0.1010867173,0.1551925164,0.9517024568,-0.1068949732,-3.9258819246,0.4725754642
0.101280511,0.1551925164,0.9517024568,-0.1068949732,-4.1856223849,0.4735650299
0.1016381987,0.1551925164,0.9517024568,-0.1068949732,-4.2030857933,0.4797130924
0.101997058,0.1551925164,0.9517024568,-0.1068949732,-4.2206220632,0.4858868061
0.1023570921,0.1551925164,0.9517024568,-0.1068949732,-4.2382314985,0.4920862779
0.1027183044,0.1551925164,0.9517024568,-0.1068949732,-4.2559144046,0.4983116154
0.1030281096,0.1551925164,0.9517024568,-0.1068949732,-4.3507990211,0.5028911829
0.1032712059,0.1551925164,0.9517024568,-0.1068949732,-4.5451010709,0.5053371575
0.1036354076,0.1551925164,0.9517024568,-0.1068949732,-4.5640643095,0.5116177808
0.1040007995,0.1551925164,0.9517024568,-0.1068949732,-4.5831066673,0.5179246084
0.1043673851,0.1551925164,0.9517024568,-0.1068949732,-4.6022284743,0.5242577495
0.104735168,0.1551925164,0.9517024568,-0.1068949732,-4.6214300621,0.530617314
0.1050052146,0.1551925164,0.9517024568,-0.1068949732,-4.7835630539,0.5338352154
0.1052915289,0.1551925164,0.9517024568,-0.1068949732,-4.9239435241,0.5375593793
0.1056623281,0.1551925164,0.9517024568,-0.1068949732,-4.9444873832,0.5439744414
0.1060343369,0.1551925164,0.9517024568,-0.1068949732,-4.9651169562,0.5504162686
0.106407559,0.1551925164,0.9517024568,-0.1068949732,-4.9858326007,0.5568849726
0.106781998,0.1551925164,0.9517024568,-0.1068949732,-5.0066346757,0.5633806657
0.1070223504,0.1551925164,0.9517024568,-0.1068949732,-5.2202723308,0.5655367373
0.1073418595,0.1551925164,0.9517024568,-0.1068949732,-5.3230082207,0.5702312465
0.1077193435,0.1551925164,0.9517024568,-0.1068949732,-5.3452170723,0.5767826234
0.1080980572,0.1551925164,0.9517024568,-0.1068949732,-5.3675185845,0.5833613341
0.1084780045,0.1551925164,0.9517024568,-0.1068949732,-5.3899131439,0.5899674928
0.1088591891,0.1551925164,0.9517024568,-0.1068949732,-5.4124011387,0.5966012139
0.109080128,0.1551925164,0.9517024568,-0.1068949732,-5.6624074225,0.5980078757
0.1094223967,0.1551925164,0.9517024568,-0.1068949732,-5.7434910006,0.6033451484
0.1098066558,0.1551925164,0.9517024568,-0.1068949732,-5.7674542061,0.6100346843
0.1101921656,0.1551925164,0.9517024568,-0.1068949732,-5.7915173916,0.6167521305
0.1105789299,0.1551925164,0.9517024568,-0.1068949732,-5.8156809745,0.6234976035
0.1109669528,0.1551925164,0.9517024568,-0.1068949732,-5.8399453736,0.6302712202
0.1111791753,0.1551925164,0.9517024568,-0.1068949732,-6.1113091868,0.6312612536
0.1115338135,0.1551925164,0.9517024568,-0.1068949732,-6.1860070539,0.6369074703
0.1119249429,0.1551925164,0.9517024568,-0.1068949732,-6.2118165411,0.6437370362
0.1123173445,0.1551925164,0.9517024568,-0.1068949732,-6.2377337116,0.6505950966
0.1127110224,0.1551925164,0.9517024568,-0.1068949732,-6.2637590148,0.6574817704
0.1131059807,0.1551925164,0.9517024568,-0.1068949732,-6.2898929016,0.6643971771
0.1133201441,0.1551925164,0.9517024568,-0.1068949732,-6.5681892327,0.6653101222
0.1136763923,0.1551925164,0.9517024568,-0.1068949732,-6.6518112536,0.6709104641
0.1140744902,0.1551925164,0.9517024568,-0.1068949732,-6.6795641863,0.6778818985
0.1144738828,0.1551925164,0.9517024568,-0.1068949732,-6.7074329109,0.6848824194
0.1148745742,0.1551925164,0.9517024568,-0.1068949732,-6.7354179103,0.6919121481
0.1152765687,0.1551925164,0.9517024568,-0.1068949732,-6.7635196699,0.6989712065
0.1155037022,0.1551925164,0.9517024568,-0.1068949732,-7.034169344,0.7001681312
0.1158506753,0.1551925164,0.9517024568,-0.1068949732,-7.1418924698,0.7053533661
0.1162558443,0.1551925164,0.9517024568,-0.1068949732,-7.1716901375,0.7124685045
0.1166623312,0.1551925164,0.9517024568,-0.1068949732,-7.2016121282,0.7196133289
0.1170701402,0.1551925164,0.9517024568,-0.1068949732,-7.2316589604,0.7267879631
0.1174792758,0.1551925164,0.9517024568,-0.1068949732,-7.2618311552,0.7339925317
0.1177305374,0.1551925164,0.9517024568,-0.1068949732,-7.5102907811,0.7358493813
0.1180572519,0.1551925164,0.9517024568,-0.1068949732,-7.6572772949,0.7402354561
0.118469599,0.1551925164,0.9517024568,-0.1068949732,-7.6892252702,0.7474961307
0.1188832879,0.1551925164,0.9517024568,-0.1068949732,-7.72130654,0.7547870987
0.1192983231,0.1551925164,0.9517024568,-0.1068949732,-7.7535216605,0.7621084863
0.1197147092,0.1551925164,0.9517024568,-0.1068949732,-7.7858711901,0.7694604204
0.1200013576,0.1551925164,0.9517024568,-0.1068949732,-7.9975289208,0.7723683904
0.1202965469,0.1551925164,0.9517024568,-0.1068949732,-8.1993250858,0.7755487426
0.1207161828,0.1551925164,0.9517024568,-0.1068949732,-8.2335346129,0.7829567527
0.1211371853,0.1551925164,0.9517024568,-0.1068949732,-8.2678868703,0.7903956708
0.1215595591,0.1551925164,0.9517024568,-0.1068949732,-8.3023824534,0.7978656258
0.1219833088,0.1551925164,0.9517024568,-0.1068949732,-8.3370219603,0.8053667472
0.1223168859,0.1551925164,0.9517024568,-0.1068949732,-8.4968111987,0.8097399723
0.1225692521,0.1551925164,0.9517024568,-0.1068949732,-8.7691443071,0.8112924548
0.1229962923,0.1551925164,0.9517024568,-0.1068949732,-8.805731255,0.8188495961
0.1234247247,0.1551925164,0.9517024568,-0.1068949732,-8.8424708524,0.8264382676
0.1238545542,0.1551925164,0.9517024568,-0.1068949732,-8.8793637361,0.8340586008
0.1242857857,0.1551925164,0.9517024568,-0.1068949732,-8.9164105456,0.8417107279
0.1246778654,0.1551925164,0.9517024568,-0.1068949732,-9.0090196657,0.8479792994
0.1248980835,0.1551925164,0.9517024568,-0.1068949732,-9.3380096938,0.8482318754
0.1253106816,0.1551925164,0.9517024568,-0.1068949732,-9.4069727675,0.8551740293
0.1257466652,0.1551925164,0.9517024568,-0.1068949732,-9.4462208869,0.8629142549
0.1261840726,0.1551925164,0.9517024568,-0.1068949732,-9.4856327588,0.8706867746
0.1266229088,0.1551925164,0.9517024568,-0.1068949732,-9.5252090664,0.8784917231
0.127063179,0.1551925164,0.9517024568,-0.1068949732,-9.5649504956,0.8863292357
0.1273140744,0.1551925164,0.9517024568,-0.1068949732,-9.8657284818,0.8874602513
0.1276599529,0.1551925164,0.9517024568,-0.1068949732,-10.0387534118,0.8919220921
0.1281036135,0.1551925164,0.9517024568,-0.1068949732,-10.0806374698,0.8998156394
0.1285487255,0.1551925164,0.9517024568,-0.1068949732,-10.122696278,0.9077421204
0.128995294,0.1551925164,0.9517024568,-0.1068949732,-10.1649305655,0.9157016726
0.1294433244,0.1551925164,0.9517024568,-0.1068949732,-10.2073410645,0.9236944339
0.1297773049,0.1551925164,0.9517024568,-0.1068949732,-10.4084356043,0.9275902048
0.1300447745,0.1551925164,0.9517024568,-0.1068949732,-10.7026177549,0.9290857827
0.1304962426,0.1551925164,0.9517024568,-0.1068949732,-10.7472716122,0.9371343857
0.1309491906,0.1551925164,0.9517024568,-0.1068949732,-10.792111776,0.9452165693
0.1314036238,0.1551925164,0.9517024568,-0.1068949732,-10.8371390236,0.9533324738
0.1318595479,0.1551925164,0.9517024568,-0.1068949732,-10.8823541356,0.9614822397
0.132288577,0.1551925164,0.9517024568,-0.1068949732,-10.9669155013,0.968637812
0.1325368665,0.1551925164,0.9517024568,-0.1068949732,-11.3026576516,0.9692257259
0.1329255075,0.1551925164,0.9517024568,-0.1068949732,-11.4474393885,0.9748700954
0.1333864286,0.1551925164,0.9517024568,-0.1068949732,-11.4952008182,0.9831097214
0.1338488648,0.1551925164,0.9517024568,-0.1068949732,-11.5431615199,0.9913837251
0.1343128215,0.1551925164,0.9517024568,-0.1068949732,-11.591322325,0.9996922499
0.1343300171,0.1551925164,0.9517024568,-0.1068949732,-11.5931081245,1.0000003294
0.0715898516,0.1606484338,0.9499958139,-0.1106442477,0.0,0.0
0.0718224737,0.1606484338,0.9499958139,-0.1106442477,-0.1192546533,0.0035067525
0.0720757804,0.1606484338,0.9499958139,-0.1106442477,-0.1197519127,0.0076911018
0.0723301363,0.1606484338,0.9499958139,-0.1106442477,-0.1202512455,0.0118928986
0.0725855355,0.1606484338,0.9499958139,-0.1106442477,-0.1207526603,0.0161122157
0.0728419727,0.1606484338,0.9499958139,-0.1106442477,-0.121256166,0.0203491263
0.0730740628,0.1606484338,0.9499958139,-0.1106442477,-0.2460230355,0.0237718576
0.0733324609,0.1606484338,0.9499958139,-0.1106442477,-0.2470488844,0.0280407068
0.0735918843,0.1606484338,0.9499958139,-0.1106442477,-0.2480790108,0.0323273559
0.0738523296,0.1606484338,0.9499958139,-0.1106442477,-0.2491134325,0.0366318792
0.0741137935,0.1606484338,0.9499958139,-0.1106442477,-0.2501521675,0.0409543511
0.0743450156,0.1606484338,0.9499958139,-0.1106442477,-0.3802830642,0.0442895205
0.0746083882,0.1606484338,0.9499958139,-0.1106442477,-0.3818687407,0.0486439227
0.0748727721,0.1606484338,0.9499958139,-0.1106442477,-0.3834610291,0.0530164816
0.0751381652,0.1606484338,0.9499958139,-0.1106442477,-0.3850599569,0.0574072729
0.0754045658,0.1606484338,0.9499958139,-0.1106442477,-0.3866655518,0.0618163725
0.0756346296,0.1606484338,0.9499958139,-0.1106442477,-0.5222506057,0.0650594784
0.0759029008,0.1606484338,0.9499958139,-0.1106442477,-0.5244282481,0.0695004857
0.0761721756,0.1606484338,0.9499958139,-0.1106442477,-0.5266149708,0.0739600108
0.076442453,0.1606484338,0.9499958139,-0.1106442477,-0.5288108114,0.0784381308
0.0767137322,0.1606484338,0.9499958139,-0.1106442477,-0.5310158082,0.0829349234
0.0769421602,0.1606484338,0.9499958139,-0.1106442477,-0.672938485,0.0860739526
0.0772152804,0.1606484338,0.9499958139,-0.1106442477,-0.6757444547,0.0906025845
0.077489401,0.1606484338,0.9499958139,-0.1106442477,-0.6785621246,0.0951500996
0.0777645217,0.1606484338,0.9499958139,-0.1106442477,-0.6813915435,0.0997165766
0.0780406424,0.1606484338,0.9499958139,-0.1106442477,-0.6842327602,0.1043020945
0.078267416,0.1606484338,0.9499958139,-0.1106442477,-0.8319629701,0.1073382723
0.0785453555,0.1606484338,0.9499958139,-0.1106442477,-0.8354320286,0.1119555706
0.0788242954,0.1606484338,0.9499958139,-0.1106442477,-0.8389155521,0.1165921218
0.079104236,0.1606484338,0.9499958139,-0.1106442477,-0.842413601,0.1212480061
0.0793851777,0.1606484338,0.9499958139,-0.1106442477,-0.8459262357,0.1259233042
0.0796568842,0.1606484338,0.9499958139,-0.1106442477,-0.8764528988,0.1303007767
0.0798926023,0.1606484338,0.9499958139,-0.1106442477,-1.0044809874,0.1335507832
0.0801763474,0.1606484338,0.9499958139,-0.1106442477,-1.0086693989,0.1382773805
0.080461096,0.1606484338,0.9499958139,-0.1106442477,-1.0128752749,0.1430236865
0.080746849,0.1606484338,0.9499958139,-0.1106442477,-1.0170986883,0.1477897832
0.0810336073,0.1606484338,0.9499958139,-0.1106442477,-1.0213397122,0.1525757533
0.0812569928,0.1606484338,0.9499958139,-0.1106442477,-1.1827086712,0.1553926649
0.0815455395,0.1606484338,0.9499958139,-0.1106442477,-1.1876402435,0.1602103369
0.0818350945,0.1606484338,0.9499958139,-0.1106442477,-1.1925923791,0.1650480973
0.0821256588,0.1606484338,0.9499958139,-0.1106442477,-1.1975651637,0.1699060298
0.0824172337,0.1606484338,0.9499958139,-0.1106442477,-1.2025586836,0.1747842186
0.082638115,0.1606484338,0.9499958139,-0.1106442477,-1.3710546279,0.1774719664
0.0829314669,0.1606484338,0.9499958139,-0.1106442477,-1.3767715514,0.1823817031
0.0832258331,0.1606484338,0.9499958139,-0.1106442477,-1.3825123129,0.187311912
0.0835212151,0.1606484338,0.9499958139,-0.1106442477,-1.3882770119,0.1922626786
0.0838176143,0.1606484338,0.9499958139,-0.1106442477,-1.394065748,0.1972340885
0.0840801981,0.1606484338,0.9499958139,-0.1106442477,-1.4747185693,0.2011527809
0.0843341974,0.1606484338,0.9499958139,-0.1106442477,-1.5759974935,0.2047952995
0.0846333865,0.1606484338,0.9499958139,-0.1106442477,-1.5825689728,0.209818967
0.0849335988,0.1606484338,0.9499958139,-0.1106442477,-1.5891678534,0.2148635818
0.0852348361,0.1606484338,0.9499958139,-0.1106442477,-1.5957942495,0.2199292313
0.0855371001,0.1606484338,0.9499958139,-0.1106442477,-1.6024482759,0.2250160032
0.0857536165,0.1606484338,0.9499958139,-0.1106442477,-1.7857819101,0.2274480854
0.0860576449,0.1606484338,0.9499958139,-0.1106442477,-1.7932281332,0.2325662088
0.086362705,0.1606484338,0.9499958139,-0.1106442477,-1.800705405,0.2377056734
0.0866687988,0.1606484338,0.9499958139,-0.1106442477,-1.808213855,0.2428665682
0.0869759282,0.1606484338,0.9499958139,-0.1106442477,-1.8157536132,0.2480489825
0.0871974681,0.1606484338,0.9499958139,-0.1106442477,-1.9914355229,0.2505783775
0.0874983083,0.1606484338,0.9499958139,-0.1106442477,-2.0153916324,0.2555436145
0.0878082369,0.1606484338,0.9499958139,-0.1106442477,-2.0237952653,0.2607788887
0.0881192086,0.1606484338,0.9499958139,-0.1106442477,-2.0322339391,0.2660359925
0.0884312258,0.1606484338,0.9499958139,-0.1106442477,-2.0407077999,0.2713150169
0.0887442904,0.1606484338,0.9499958139,-0.1106442477,-2.0492169943,0.2766160535
0.088955536,0.1606484338,0.9499958139,-0.1106442477,-2.2491099958,0.2787543343
0.0892703579,0.1606484338,0.9499958139,-0.1106442477,-2.2584881705,0.2840863908
0.0895862332,0.1606484338,0.9499958139,-0.1106442477,-2.2679054497,0.2894406805
0.0899031643,0.1606484338,0.9499958139,-0.1106442477,-2.2773619963,0.2948172962
0.0902211534,0.1606484338,0.9499958139,-0.1106442477,-2.2868579742,0.3002163308
0.0904334245,0.1606484338,0.9499958139,-0.1106442477,-2.4875072031,0.3023228024
0.0907490392,0.1606484338,0.9499958139,-0.1106442477,-2.5052838808,0.3076245214
0.0910698466,0.1606484338,0.9499958139,-0.1106442477,-2.5157302307,0.3130769587
0.0913917208,0.1606484338,0.9499958139,-0.1106442477,-2.526220139,0.3185521311
0.0917146643,0.1606484338,0.9499958139,-0.1106442477,-2.5367537874,0.3240501336
0.0920386795,0.1606484338,0.9499958139,-0.1106442477,-2.5473313582,0.3295710612
0.092244057,0.1606484338,0.9499958139,-0.1106442477,-2.7650681373,0.3313826912
0.092569827,0.1606484338,0.9499958139,-0.1106442477,-2.7765977166,0.3369341935
0.0928966754,0.1606484338,0.9499958139,-0.1106442477,-2.7881753712,0.3425088442
0.0932246049,0.1606484338,0.9499958139,-0.1106442477,-2.7998013013,0.3481067396
0.093553618,0.1606484338,0.9499958139,-0.1106442477,-2.8114757085,0.3537279767
0.0937901326,0.1606484338,0.9499958139,-0.1106442477,-2.9802362416,0.3564425853
0.0940864085,0.1606484338,0.9499958139,-0.1106442477,-3.0506478195,0.3610150907
0.0944182653,0.1606484338,0.9499958139,-0.1106442477,-3.0633681881,0.3666901521
0.0947512155,0.1606484338,0.9499958139,-0.1106442477,-3.0761415972,0.372388877
0.0950852619,0.1606484338,0.9499958139,-0.1106442477,-3.088968268,0.378111364
0.0954204072,0.1606484338,0.9499958139,-0.1106442477,-3.1018484224,0.3838577122
0.0956196315,0.1606484338,0.9499958139,-0.1106442477,-3.3384180861,0.3853155549
0.0959565332,0.1606484338,0.9499958139,-0.1106442477,-3.3523383782,0.3910919426
0.0962945412,0.1606484338,0.9499958139,-0.1106442477,-3.3663167141,0.3968924163
0.0966336583,0.1606484338,0.9499958139,-0.1106442477,-3.3803533359,0.4027170763
0.0969738876,0.1606484338,0.9499958139,-0.1106442477,-3.3944484865,0.4085660236
0.0972697414,0.1606484338,0.9499958139,-0.1106442477,-3.4811276527,0.4129995297
0.0975115439,0.1606484338,0.9499958139,-0.1106442477,-3.65563879,0.4157099967
0.0978546489,0.1606484338,0.9499958139,-0.1106442477,-3.6708818059,0.421613121
0.0981988765,0.1606484338,0.9499958139,-0.1106442477,-3.6861883809,0.4275408596
0.0985442299,0.1606484338,0.9499958139,-0.1106442477,-3.7015587802,0.4334933153
0.0988907121,0.1606484338,0.9499958139,-0.1106442477,-3.7169932699,0.4394705911
0.0991220854,0.1606484338,0.9499958139,-0.1106442477,-3.9136684789,0.4417712593
0.0994316282,0.1606484338,0.9499958139,-0.1106442477,-3.9904059868,0.446546665
0.0997810081,0.1606484338,0.9499958139,-0.1106442477,-4.0070448905,0.4525783697
0.1001315279,0.1606484338,0.9499958139,-0.1106442477,-4.0237531738,0.458635225
0.1004831907,0.1606484338,0.9499958139,-0.1106442477,-4.0405311262,0.4647173357
0.1008359997,0.1606484338,0.9499958139,-0.1106442477,-4.057379038,0.4708248072
0.1010255921,0.1606484338,0.9499958139,-0.1106442477,-4.3254731658,0.4716886508
0.1013801681,0.1606484338,0.9499958139,-0.1106442477,-4.3435092081,0.4778251907
0.1017358986,0.1606484338,0.9499958139,-0.1106442477,-4.3616204558,0.4839873183
0.1020927869,0.1606484338,0.9499958139,-0.1106442477,-4.3798072225,0.4901751404
0.1024508362,0.1606484338,0.9499958139,-0.1106442477,-4.398069823,0.4963887639
0.102796896,0.1606484338,0.9499958139,-0.1106442477,-4.4362046536,0.5022035217
0.10299628,0.1606484338,0.9499958139,-0.1106442477,-4.6965067383,0.5032698918
0.1033572669,0.1606484338,0.9499958139,-0.1106442477,-4.7160898894,0.5095381168
0.1037194267,0.1606484338,0.9499958139,-0.1106442477,-4.7357546968,0.5158324787
0.1040827631,0.1606484338,0.9499958139,-0.1106442477,-4.7555015011,0.5221530864
0.1044472793,0.1606484338,0.9499958139,-0.1106442477,-4.7753306442,0.5285000492
0.1047580754,0.1606484338,0.9499958139,-0.1106442477,-4.8766155636,0.5330870417
0.1049960139,0.1606484338,0.9499958139,-0.1106442477,-5.0874555229,0.5352899611
0.1053634944,0.1606484338,0.9499958139,-0.1106442477,-5.1086688237,0.5416917011
0.1057321671,0.1606484338,0.9499958139,-0.1106442477,-5.1299705781,0.5481201346
0.1061020357,0.1606484338,0.9499958139,-0.1106442477,-5.151361155,0.554575373
0.1064731037,0.1606484338,0.9499958139,-0.1106442477,-5.1728409248,0.5610575279
0.1067587657,0.1606484338,0.9499958139,-0.1106442477,-5.3211015851,0.5647258804
0.1070249702,0.1606484338,0.9499958139,-0.1106442477,-5.4995049866,0.5677412032
0.1073990302,0.1606484338,0.9499958139,-0.1106442477,-5.5224364211,0.5742782561
0.1077743024,0.1606484338,0.9499958139,-0.1106442477,-5.5454634735,0.5808425667
0.1081507907,0.1606484338,0.9499958139,-0.1106442477,-5.5685865424,0.5874342486
