OmM,OmR,OomQ,target,z
0.1551925164,0.9517024568,-0.1068949732,-8.2335346129,0.7829567527
0.1551925164,0.9517024568,-0.1068949732,-8.2678868703,0.7903956708
0.1551925164,0.9517024568,-0.1068949732,-8.3023824534,0.7978656258
0.1551925164,0.9517024568,-0.1068949732,-8.3370219603,0.8053667472
0.1551925164,0.9517024568,-0.1068949732,-8.4968111987,0.8097399723
0.1551925164,0.9517024568,-0.1068949732,-8.7691443071,0.8112924548
0.1551925164,0.9517024568,-0.1068949732,-8.805731255,0.8188495961
0.1551925164,0.9517024568,-0.1068949732,-8.8424708524,0.8264382676
0.1551925164,0.9517024568,-0.1068949732,-8.8793637361,0.8340586008
0.1551925164,0.9517024568,-0.1068949732,-8.9164105456,0.8417107279
0.1551925164,0.9517024568,-0.1068949732,-9.0090196657,0.8479792994
0.1551925164,0.9517024568,-0.1068949732,-9.3380096938,0.8482318754
0.1551925164,0.9517024568,-0.1068949732,-9.4069727675,0.8551740293
0.1551925164,0.9517024568,-0.1068949732,-9.4462208869,0.8629142549
0.1551925164,0.9517024568,-0.1068949732,-9.4856327588,0.8706867746
0.1551925164,0.9517024568,-0.1068949732,-9.5252090664,0.8784917231
0.1551925164,0.9517024568,-0.1068949732,-9.5649504956,0.8863292357
0.1551925164,0.9517024568,-0.1068949732,-9.8657284818,0.8874602513
0.1551925164,0.9517024568,-0.1068949732,-10.0387534118,0.8919220921
0.1551925164,0.9517024568,-0.1068949732,-10.0806374698,0.8998156394
0.1551925164,0.9517024568,-0.1068949732,-10.122696278,0.9077421204
0.1551925164,0.9517024568,-0.1068949732,-10.1649305655,0.9157016726
0.1551925164,0.9517024568,-0.1068949732,-10.2073410645,0.9236944339
0.1551925164,0.9517024568,-0.1068949732,-10.4084356043,0.9275902048
0.1551925164,0.9517024568,-0.1068949732,-10.7026177549,0.9290857827
0.1551925164,0.9517024568,-0.1068949732,-10.7472716122,0.9371343857
0.1551925164,0.9517024568,-0.1068949732,-10.792111776,0.9452165693
0.1551925164,0.9517024568,-0.1068949732,-10.8371390236,0.9533324738
0.1551925164,0.9517024568,-0.1068949732,-10.8823541356,0.9614822397
0.1551925164,0.9517024568,-0.1068949732,-10.9669155013,0.968637812
0.1551925164,0.9517024568,-0.1068949732,-11.3026576516,0.9692257259
0.1551925164,0.9517024568,-0.1068949732,-11.4474393885,0.9748700954
0.1551925164,0.9517024568,-0.1068949732,-11.4952008182,0.9831097214
0.1551925164,0.9517024568,-0.1068949732,-11.5431615199,0.9913837251
0.1551925164,0.9517024568,-0.1068949732,-11.591322325,0.9996922499
0.1551925164,0.9517024568,-0.1068949732,-11.5931081245,1.0000003294
0.1606484338,0.9499958139,-0.1106442477,0.0,0.0
0.1606484338,0.9499958139,-0.1106442477,-0.1192546533,0.0035067525
0.1606484338,0.9499958139,-0.1106442477,-0.1197519127,0.0076911018
0.1606484338,0.9499958139,-0.1106442477,-0.1202512455,0.0118928986
0.1606484338,0.9499958139,-0.1106442477,-0.1207526603,0.0161122157
0.1606484338,0.9499958139,-0.1106442477,-0.121256166,0.0203491263
0.1606484338,0.9499958139,-0.1106442477,-0.2460230355,0.0237718576
0.1606484338,0.9499958139,-0.1106442477,-0.2470488844,0.0280407068
0.1606484338,0.9499958139,-0.1106442477,-0.2480790108,0.0323273559
0.1606484338,0.9499958139,-0.1106442477,-0.2491134325,0.0366318792
0.1606484338,0.9499958139,-0.1106442477,-0.2501521675,0.0409543511
0.1606484338,0.9499958139,-0.1106442477,-0.3802830642,0.0442895205
0.1606484338,0.9499958139,-0.1106442477,-0.3818687407,0.0486439227
0.1606484338,0.9499958139,-0.1106442477,-0.3834610291,0.0530164816
0.1606484338,0.9499958139,-0.1106442477,-0.3850599569,0.0574072729
0.1606484338,0.9499958139,-0.1106442477,-0.3866655518,0.0618163725
0.1606484338,0.9499958139,-0.1106442477,-0.5222506057,0.0650594784
0.1606484338,0.9499958139,-0.1106442477,-0.5244282481,0.0695004857
0.1606484338,0.9499958139,-0.1106442477,-0.5266149708,0.0739600108
0.1606484338,0.9499958139,-0.1106442477,-0.5288108114,0.0784381308
0.1606484338,0.9499958139,-0.1106442477,-0.5310158082,0.0829349234
0.1606484338,0.9499958139,-0.1106442477,-0.672938485,0.0860739526
0.1606484338,0.9499958139,-0.1106442477,-0.6757444547,0.0906025845
0.1606484338,0.9499958139,-0.1106442477,-0.6785621246,0.0951500996
0.1606484338,0.9499958139,-0.1106442477,-0.6813915435,0.0997165766
0.1606484338,0.9499958139,-0.1106442477,-0.6842327602,0.1043020945
0.1606484338,0.9499958139,-0.1106442477,-0.8319629701,0.1073382723
0.1606484338,0.9499958139,-0.1106442477,-0.8354320286,0.1119555706
0.1606484338,0.9499958139,-0.1106442477,-0.8389155521,0.1165921218
0.1606484338,0.9499958139,-0.1106442477,-0.842413601,0.1212480061
0.1606484338,0.9499958139,-0.1106442477,-0.8459262357,0.1259233042
0.1606484338,0.9499958139,-0.1106442477,-0.8764528988,0.1303007767
0.1606484338,0.9499958139,-0.1106442477,-1.0044809874,0.1335507832
0.1606484338,0.9499958139,-0.1106442477,-1.0086693989,0.1382773805
0.1606484338,0.9499958139,-0.1106442477,-1.0128752749,0.1430236865
0.1606484338,0.9499958139,-0.1106442477,-1.0170986883,0.1477897832
0.1606484338,0.9499958139,-0.1106442477,-1.0213397122,0.1525757533
0.1606484338,0.9499958139,-0.1106442477,-1.1827086712,0.1553926649
0.1606484338,0.9499958139,-0.1106442477,-1.1876402435,0.1602103369
0.1606484338,0.9499958139,-0.1106442477,-1.1925923791,0.1650480973
0.1606484338,0.9499958139,-0.1106442477,-1.1975651637,0.1699060298
0.1606484338,0.9499958139,-0.1106442477,-1.2025586836,0.1747842186
0.1606484338,0.9499958139,-0.1106442477,-1.3710546279,0.1774719664
0.1606484338,0.9499958139,-0.1106442477,-1.3767715514,0.1823817031
0.1606484338,0.9499958139,-0.1106442477,-1.3825123129,0.187311912
0.1606484338,0.9499958139,-0.1106442477,-1.3882770119,0.1922626786
0.1606484338,0.9499958139,-0.1106442477,-1.394065748,0.1972340885
0.1606484338,0.9499958139,-0.1106442477,-1.4747185693,0.2011527809
0.1606484338,0.9499958139,-0.1106442477,-1.5759974935,0.2047952995
0.1606484338,0.9499958139,-0.1106442477,-1.5825689728,0.209818967
0.1606484338,0.9499958139,-0.1106442477,-1.5891678534,0.2148635818
0.1606484338,0.9499958139,-0.1106442477,-1.5957942495,0.2199292313
0.1606484338,0.9499958139,-0.1106442477,-1.6024482759,0.2250160032
0.1606484338,0.9499958139,-0.1106442477,-1.7857819101,0.2274480854
0.1606484338,0.9499958139,-0.1106442477,-1.7932281332,0.2325662088
0.1606484338,0.9499958139,-0.1106442477,-1.800705405,0.2377056734
0.1606484338,0.9499958139,-0.1106442477,-1.808213855,0.2428665682
0.1606484338,0.9499958139,-0.1106442477,-1.8157536132,0.2480489825
0.1606484338,0.9499958139,-0.1106442477,-1.9914355229,0.2505783775
0.1606484338,0.9499958139,-0.1106442477,-2.0153916324,0.2555436145
0.1606484338,0.9499958139,-0.1106442477,-2.0237952653,0.2607788887
0.1606484338,0.9499958139,-0.1106442477,-2.0322339391,0.2660359925
0.1606484338,0.9499958139,-0.1106442477,-2.0407077999,0.2713150169
0.1606484338,0.9499958139,-0.1106442477,-2.0492169943,0.2766160535
0.1606484338,0.9499958139,-0.1106442477,-2.2491099958,0.2787543343
0.1606484338,0.9499958139,-0.1106442477,-2.2584881705,0.2840863908
0.1606484338,0.9499958139,-0.1106442477,-2.2679054497,0.2894406805
0.1606484338,0.9499958139,-0.1106442477,-2.2773619963,0.2948172962
0.1606484338,0.9499958139,-0.1106442477,-2.2868579742,0.3002163308
0.1606484338,0.9499958139,-0.1106442477,-2.4875072031,0.3023228024
0.1606484338,0.9499958139,-0.1106442477,-2.5052838808,0.3076245214
0.1606484338,0.9499958139,-0.1106442477,-2.5157302307,0.3130769587
0.1606484338,0.9499958139,-0.1106442477,-2.526220139,0.3185521311
0.1606484338,0.9499958139,-0.1106442477,-2.5367537874,0.3240501336
0.1606484338,0.9499958139,-0.1106442477,-2.5473313582,0.3295710612
0.1606484338,0.9499958139,-0.1106442477,-2.7650681373,0.3313826912
0.1606484338,0.9499958139,-0.1106442477,-2.7765977166,0.3369341935
0.1606484338,0.9499958139,-0.1106442477,-2.7881753712,0.3425088442
0.1606484338,0.9499958139,-0.1106442477,-2.7998013013,0.3481067396
0.1606484338,0.9499958139,-0.1106442477,-2.8114757085,0.3537279767
0.1606484338,0.9499958139,-0.1106442477,-2.9802362416,0.3564425853
0.1606484338,0.9499958139,-0.1106442477,-3.0506478195,0.3610150907
0.1606484338,0.9499958139,-0.1106442477,-3.0633681881,0.3666901521
0.1606484338,0.9499958139,-0.1106442477,-3.0761415972,0.372388877
0.1606484338,0.9499958139,-0.1106442477,-3.088968268,0.378111364
0.1606484338,0.9499958139,-0.1106442477,-3.1018484224,0.3838577122
0.1606484338,0.9499958139,-0.1106442477,-3.3384180861,0.3853155549
0.1606484338,0.9499958139,-0.1106442477,-3.3523383782,0.3910919426
0.1606484338,0.9499958139,-0.1106442477,-3.3663167141,0.3968924163
0.1606484338,0.9499958139,-0.1106442477,-3.3803533359,0.4027170763
0.1606484338,0.9499958139,-0.1106442477,-3.3944484865,0.4085660236
0.1606484338,0.9499958139,-0.1106442477,-3.4811276527,0.4129995297
0.1606484338,0.9499958139,-0.1106442477,-3.65563879,0.4157099967
0.1606484338,0.9499958139,-0.1106442477,-3.6708818059,0.421613121
0.1606484338,0.9499958139,-0.1106442477,-3.6861883809,0.4275408596
0.1606484338,0.9499958139,-0.1106442477,-3.7015587802,0.4334933153
0.1606484338,0.9499958139,-0.1106442477,-3.7169932699,0.4394705911
0.1606484338,0.9499958139,-0.1106442477,-3.9136684789,0.4417712593
0.1606484338,0.9499958139,-0.1106442477,-3.9904059868,0.446546665
0.1606484338,0.9499958139,-0.1106442477,-4.0070448905,0.4525783697
0.1606484338,0.9499958139,-0.1106442477,-4.0237531738,0.458635225
0.1606484338,0.9499958139,-0.1106442477,-4.0405311262,0.4647173357
0.1606484338,0.9499958139,-0.1106442477,-4.057379038,0.4708248072
0.1606484338,0.9499958139,-0.1106442477,-4.3254731658,0.4716886508
0.1606484338,0.9499958139,-0.1106442477,-4.3435092081,0.4778251907
0.1606484338,0.9499958139,-0.1106442477,-4.3616204558,0.4839873183
0.1606484338,0.9499958139,-0.1106442477,-4.3798072225,0.4901751404
0.1606484338,0.9499958139,-0.1106442477,-4.398069823,0.4963887639
0.1606484338,0.9499958139,-0.1106442477,-4.4362046536,0.5022035217
0.1606484338,0.9499958139,-0.1106442477,-4.6965067383,0.5032698918
0.1606484338,0.9499958139,-0.1106442477,-4.7160898894,0.5095381168
0.1606484338,0.9499958139,-0.1106442477,-4.7357546968,0.5158324787
0.1606484338,0.9499958139,-0.1106442477,-4.7555015011,0.5221530864
0.1606484338,0.9499958139,-0.1106442477,-4.7753306442,0.5285000492
0.1606484338,0.9499958139,-0.1106442477,-4.8766155636,0.5330870417
0.1606484338,0.9499958139,-0.1106442477,-5.0874555229,0.5352899611
0.1606484338,0.9499958139,-0.1106442477,-5.1086688237,0.5416917011
0.1606484338,0.9499958139,-0.1106442477,-5.1299705781,0.5481201346
0.1606484338,0.9499958139,-0.1106442477,-5.151361155,0.554575373
0.1606484338,0.9499958139,-0.1106442477,-5.1728409248,0.5610575279
0.1606484338,0.9499958139,-0.1106442477,-5.3211015851,0.5647258804
0.1606484338,0.9499958139,-0.1106442477,-5.4995049866,0.5677412032
0.1606484338,0.9499958139,-0.1106442477,-5.5224364211,0.5742782561
0.1606484338,0.9499958139,-0.1106442477,-5.5454634735,0.5808425667
0.1606484338,0.9499958139,-0.1106442477,-5.5685865424,0.5874342486
0.1606484338,0.9499958139,-0.1106442477,-5.5918060281,0.5940534161
0.1606484338,0.9499958139,-0.1106442477,-5.7711703212,0.5971318756
0.1606484338,0.9499958139,-0.1106442477,-5.9332456014,0.6006298403
0.1606484338,0.9499958139,-0.1106442477,-5.9579856159,0.6073040297
0.1606484338,0.9499958139,-0.1106442477,-5.9828287895,0.6140060488
0.1606484338,0.9499958139,-0.1106442477,-6.0077755524,0.6207360134
0.1606484338,0.9499958139,-0.1106442477,-6.0328263364,0.6274940402
0.1606484338,0.9499958139,-0.1106442477,-6.2281688883,0.6303175447
0.1606484338,0.9499958139,-0.1106442477,-6.3899192255,0.6339480709
0.1606484338,0.9499958139,-0.1106442477,-6.4165634443,0.6407611883
0.1606484338,0.9499958139,-0.1106442477,-6.4433187623,0.6476027145
0.1606484338,0.9499958139,-0.1106442477,-6.4701856426,0.6544727681
0.1606484338,0.9499958139,-0.1106442477,-6.4971645505,0.6613714679
0.1606484338,0.9499958139,-0.1106442477,-6.6933309684,0.6642958421
0.1606484338,0.9499958139,-0.1106442477,-6.8704944667,0.6676950144
0.1606484338,0.9499958139,-0.1106442477,-6.8991425531,0.6746488474
0.1606484338,0.9499958139,-0.1106442477,-6.9279100942,0.6816316759
0.1606484338,0.9499958139,-0.1106442477,-6.9567975881,0.688643621
0.1606484338,0.9499958139,-0.1106442477,-6.985805535,0.6956848039
0.1606484338,0.9499958139,-0.1106442477,-7.1677901785,0.6990802068
0.1606484338,0.9499958139,-0.1106442477,-7.3759767605,0.7018698262
0.1606484338,0.9499958139,-0.1106442477,-7.40673257,0.7089661588
0.1606484338,0.9499958139,-0.1106442477,-7.437616623,0.7160920811
0.1606484338,0.9499958139,-0.1106442477,-7.4686294539,0.7232477166
0.1606484338,0.9499958139,-0.1106442477,-7.4997716,0.7304331892
0.1606484338,0.9499958139,-0.1106442477,-7.6525984638,0.7346845216
0.1606484338,0.9499958139,-0.1106442477,-7.9077075234,0.7364644507
0.1606484338,0.9499958139,-0.1106442477,-7.9406805052,0.7437050334
0.1606484338,0.9499958139,-0.1106442477,-7.9737909752,0.7509758074
0.1606484338,0.9499958139,-0.1106442477,-8.0070395069,0.7582768986
0.1606484338,0.9499958139,-0.1106442477,-8.0404266758,0.7656084332
0.1606484338,0.9499958139,-0.1106442477,-8.1487474278,0.7711229865
0.1606484338,0.9499958139,-0.1106442477,-8.466771335,0.7714779808
0.1606484338,0.9499958139,-0.1106442477,-8.5020754602,0.7788645604
0.1606484338,0.9499958139,-0.1106442477,-8.5375267939,0.78628194
0.1606484338,0.9499958139,-0.1106442477,-8.5731259501,0.7937302481
0.1606484338,0.9499958139,-0.1106442477,-8.608873545,0.8012096136
0.1606484338,0.9499958139,-0.1106442477,-8.657172678,0.8084101788
0.1606484338,0.9499958139,-0.1106442477,-8.9885034995,0.8085598301
0.1606484338,0.9499958139,-0.1106442477,-9.092344567,0.814436569
0.1606484338,0.9499958139,-0.1106442477,-9.1302571618,0.8220022742
0.1606484338,0.9499958139,-0.1106442477,-9.1683278418,0.8295995263
0.1606484338,0.9499958139,-0.1106442477,-9.2065572661,0.8372284569
0.1606484338,0.9499958139,-0.1106442477,-9.2449460967,0.8448891981
0.1606484338,0.9499958139,-0.1106442477,-9.5114457194,0.8468149187
0.1606484338,0.9499958139,-0.1106442477,-9.7126668982,0.8504202336
0.1606484338,0.9499958139,-0.1106442477,-9.7531660678,0.8581359808
0.1606484338,0.9499958139,-0.1106442477,-9.7938341079,0.8658839006
0.1606484338,0.9499958139,-0.1106442477,-9.8346717226,0.8736641272
0.1606484338,0.9499958139,-0.1106442477,-9.875679619,0.8814767951
0.1606484338,0.9499958139,-0.1106442477,-10.0488351918,0.8859511794
0.1606484338,0.9499958139,-0.1106442477,-10.3642700723,0.886814943
0.1606484338,0.9499958139,-0.1106442477,-10.4074862492,0.8946824463
0.1606484338,0.9499958139,-0.1106442477,-10.4508826258,0.9025827549
0.1606484338,0.9499958139,-0.1106442477,-10.4944599535,0.9105160056
0.1606484338,0.9499958139,-0.1106442477,-10.5382189867,0.9184823358
0.1606484338,0.9499958139,-0.1106442477,-10.6014801757,0.9259842234
0.1606484338,0.9499958139,-0.1106442477,-10.9383917638,0.9264642997
0.1606484338,0.9499958139,-0.1106442477,-11.0947936935,0.9316337685
0.1606484338,0.9499958139,-0.1106442477,-11.1410559545,0.939688154
