omega_m,target,z
0.10404040404040404,0.07479762548224034,0.23434343434343433
0.10404040404040404,0.07511452004773764,0.2535353535353535
0.10404040404040404,0.07543987429096664,0.2727272727272727
0.10404040404040404,0.07577372847270497,0.2919191919191919
0.10404040404040404,0.07611611930876536,0.3111111111111111
0.10404040404040404,0.07646708000648983,0.3303030303030303
0.10404040404040404,0.07682664030596728,0.3494949494949495
0.10404040404040404,0.07719482652578474,0.3686868686868686
0.10404040404040404,0.07757166161310843,0.3878787878787878
0.10404040404040404,0.07795716519787899,0.407070707070707
0.10404040404040404,0.07835135365089428,0.42626262626262623
0.10404040404040404,0.07875424014554416,0.44545454545454544
0.10404040404040404,0.07916583472295433,0.46464646464646464
0.10404040404040404,0.07958614436028963,0.48383838383838385
0.10404040404040404,0.08001517304196358,0.503030303030303
0.10404040404040404,0.08045292183349705,0.5222222222222221
0.10404040404040404,0.0808993889577678,0.5414141414141413
0.10404040404040404,0.08135456987339275,0.5606060606060606
0.10404040404040404,0.08181845735498518,0.5797979797979798
0.10404040404040404,0.08229104157503216,0.598989898989899
0.10404040404040404,0.08277231018714101,0.6181818181818182
0.10404040404040404,0.08326224841040801,0.6373737373737373
0.10404040404040404,0.08376083911466864,0.6565656565656565
0.10404040404040404,0.08426806290639496,0.6757575757575757
0.10404040404040404,0.08478389821501373,0.6949494949494949
0.10404040404040404,0.08530832137942664,0.7141414141414141
0.10404040404040404,0.08584130673452282,0.7333333333333333
0.10404040404040404,0.08638282669748439,0.7525252525252525
0.10404040404040404,0.08693285185369344,0.7717171717171717
0.10404040404040404,0.08749135104206197,0.7909090909090909
0.10404040404040404,0.0880582914396144,0.81010101010101
0.10404040404040404,0.08863363864516431,0.8292929292929292
0.10404040404040404,0.08921735676193804,0.8484848484848484
0.10404040404040404,0.08980940847900783,0.8676767676767676
0.10404040404040404,0.09040975515140906,0.8868686868686868
0.10404040404040404,0.09101835687882641,0.906060606060606
0.10404040404040404,0.09163517258274471,0.9252525252525252
0.10404040404040404,0.09226016008197072,0.9444444444444443
0.10404040404040404,0.09289327616644211,0.9636363636363635
0.10404040404040404,0.09353447666925059,0.9828282828282827
0.10404040404040404,0.09418371653681483,1.002020202020202
0.10404040404040404,0.09484094989714886,1.0212121212121212
0.10404040404040404,0.09550613012618062,1.0404040404040404
0.10404040404040404,0.09617920991208308,1.0595959595959596
0.10404040404040404,0.09686014131758942,1.0787878787878789
0.10404040404040404,0.09754887584027112,1.097979797979798
0.10404040404040404,0.09824536447076454,1.1171717171717173
0.10404040404040404,0.09894955774893946,1.1363636363636365
0.10404040404040404,0.09966140581800852,1.1555555555555557
0.10404040404040404,0.10038085847658255,1.1747474747474747
0.10404040404040404,0.10110786522868324,1.1939393939393939
0.10404040404040404,0.10184237533172785,1.213131313131313
0.10404040404040404,0.1025843378425073,1.2323232323232323
0.10404040404040404,0.10333370166118183,1.2515151515151515
0.10404040404040404,0.10409041557332267,1.2707070707070707
0.10404040404040404,0.10485442829003191,1.2898989898989899
0.10404040404040404,0.10562568848617522,1.309090909090909
0.10404040404040404,0.10640414483676558,1.3282828282828283
0.10404040404040404,0.10718974605153767,1.3474747474747475
0.10404040404040404,0.10798244090775543,1.3666666666666667
0.10404040404040404,0.1087821782812965,1.385858585858586
0.10404040404040404,0.10958890717605907,1.405050505050505
0.10404040404040404,0.11040257675173784,1.4242424242424243
0.10404040404040404,0.11122313635001627,1.4434343434343435
0.10404040404040404,0.11205053551922385,1.4626262626262627
0.10404040404040404,0.11288472403750689,1.481818181818182
0.10404040404040404,0.11372565193456198,1.501010101010101
0.10404040404040404,0.11457326951198143,1.52020202020202
0.10404040404040404,0.11542752736225959,1.5393939393939393
0.10404040404040404,0.1162883763865091,1.5585858585858585
0.10404040404040404,0.11715576781093584,1.5777777777777777
0.10404040404040404,0.11802965320212044,1.596969696969697
0.10404040404040404,0.11890998448115382,1.6161616161616161
0.10404040404040404,0.11979671393667397,1.6353535353535353
0.10404040404040404,0.12068979423684965,1.6545454545454545
0.10404040404040404,0.12158917844035622,1.6737373737373737
0.10404040404040404,0.1224948200063882,1.692929292929293
0.10404040404040404,0.12340667280375159,1.7121212121212122
0.10404040404040404,0.1243246911190781,1.7313131313131314
0.10404040404040404,0.12524882966420278,1.7505050505050506
0.10404040404040404,0.12617904358274484,1.7696969696969698
0.10404040404040404,0.12711528845593104,1.7888888888888888
0.10404040404040404,0.12805752030769824,1.808080808080808
0.10404040404040404,0.12900569560911387,1.8272727272727272
0.10404040404040404,0.12995977128214733,1.8464646464646464
0.10404040404040404,0.13091970470282838,1.8656565656565656
0.10404040404040404,0.13188545370382462,1.8848484848484848
0.10404040404040404,0.13285697657647041,1.904040404040404
0.10404040404040404,0.1338342320722779,1.9232323232323232
0.10404040404040404,0.1348171794039593,1.9424242424242424
0.10404040404040404,0.13580577824598986,1.9616161616161616
0.10404040404040404,0.13679998873473756,1.9808080808080808
0.10404040404040404,0.13779977146818684,2.0
0.10808080808080808,0.07285914833952234,0.1
0.10808080808080808,0.07312812628107491,0.1191919191919192
0.10808080808080808,0.07340545132452485,0.1383838383838384
0.10808080808080808,0.07369118863976189,0.1575757575757576
0.10808080808080808,0.07398539953520294,0.17676767676767677
0.10808080808080808,0.07428814146239295,0.19595959595959594
0.10808080808080808,0.07459946802659573,0.21515151515151515
0.10808080808080808,0.07491942900328818,0.23434343434343433
0.10808080808080808,0.07524807036044778,0.2535353535353535
0.10808080808080808,0.07558543428650107,0.2727272727272727
0.10808080808080808,0.0759315592237797,0.2919191919191919
0.10808080808080808,0.07628647990731052,0.3111111111111111
0.10808080808080808,0.07665022740874788,0.3303030303030303
0.10808080808080808,0.07702282918523963,0.3494949494949495
0.10808080808080808,0.07740430913300243,0.3686868686868686
0.10808080808080808,0.07779468764536941,0.3878787878787878
0.10808080808080808,0.07819398167505973,0.407070707070707
0.10808080808080808,0.07860220480041108,0.42626262626262623
0.10808080808080808,0.07901936729530663,0.44545454545454544
0.10808080808080808,0.07944547620252154,0.46464646464646464
0.10808080808080808,0.07988053541020929,0.48383838383838385
0.10808080808080808,0.0803245457312448,0.503030303030303
0.10808080808080808,0.08077750498513953,0.5222222222222221
0.10808080808080808,0.08123940808224372,0.5414141414141413
0.10808080808080808,0.0817102471099525,0.5606060606060606
0.10808080808080808,0.08219001142063542,0.5797979797979798
0.10808080808080808,0.08267868772101293,0.598989898989899
0.10808080808080808,0.08317626016270925,0.6181818181818182
0.10808080808080808,0.08368271043371715,0.6373737373737373
0.10808080808080808,0.08419801785051811,0.6565656565656565
0.10808080808080808,0.08472215945060974,0.6757575757575757
0.10808080808080808,0.08525511008520185,0.6949494949494949
0.10808080808080808,0.08579684251185253,0.7141414141414141
0.10808080808080808,0.08634732748682591,0.7333333333333333
0.10808080808080808,0.08690653385696559,0.7525252525252525
0.10808080808080808,0.08747442865088789,0.7717171717171717
0.10808080808080808,0.08805097716931189,0.7909090909090909
0.10808080808080808,0.08863614307435504,0.81010101010101
0.10808080808080808,0.08922988847763537,0.8292929292929292
0.10808080808080808,0.08983217402703349,0.8484848484848484
0.10808080808080808,0.09044295899197957,0.8676767676767676
0.10808080808080808,0.09106220134714324,0.8868686868686868
0.10808080808080808,0.09168985785441552,0.906060606060606
0.10808080808080808,0.09232588414308371,0.9252525252525252
0.10808080808080808,0.0929702347881118,0.9444444444444443
0.10808080808080808,0.09362286338645008,0.9636363636363635
0.10808080808080808,0.09428372263130744,0.9828282828282827
0.10808080808080808,0.09495276438433112,1.002020202020202
0.10808080808080808,0.09562993974564801,1.0212121212121212
0.10808080808080808,0.09631519912173064,1.0404040404040404
0.10808080808080808,0.0970084922910607,1.0595959595959596
0.10808080808080808,0.09770976846757012,1.0787878787878789
0.10808080808080808,0.09841897636184885,1.097979797979798
0.10808080808080808,0.09913606424011498,1.1171717171717173
0.10808080808080808,0.09986097998094999,1.1363636363636365
0.10808080808080808,0.10059367112980844,1.1555555555555557
0.10808080808080808,0.10133408495131675,1.1747474747474747
0.10808080808080808,0.10208216847938234,1.1939393939393939
0.10808080808080808,0.10283786856513713,1.213131313131313
0.10808080808080808,0.10360113192274663,1.2323232323232323
0.10808080808080808,0.10437190517311738,1.2515151515151515
0.10808080808080808,0.10515013488554067,1.2707070707070707
0.10808080808080808,0.10593576761731296,1.2898989898989899
0.10808080808080808,0.10672874995137642,1.309090909090909
0.10808080808080808,0.10752902853202526,1.3282828282828283
0.10808080808080808,0.10833655009872592,1.3474747474747475
0.10808080808080808,0.10915126151810066,1.3666666666666667
0.10808080808080808,0.10997310981412525,1.385858585858586
0.10808080808080808,0.11080204219659369,1.405050505050505
0.10808080808080808,0.11163800608790198,1.4242424242424243
0.10808080808080808,0.11248094914820547,1.4434343434343435
0.10808080808080808,0.11333081929900354,1.4626262626262627
0.10808080808080808,0.11418756474520537,1.481818181818182
0.10808080808080808,0.11505113399573172,1.501010101010101
0.10808080808080808,0.11592147588270629,1.52020202020202
0.10808080808080808,0.11679853957929015,1.5393939393939393
0.10808080808080808,0.11768227461621258,1.5585858585858585
0.10808080808080808,0.11857263089705088,1.5777777777777777
0.10808080808080808,0.11946955871231046,1.596969696969697
0.10808080808080808,0.12037300875235646,1.6161616161616161
0.10808080808080808,0.12128293211924637,1.6353535353535353
0.10808080808080808,0.12219928033751326,1.6545454545454545
0.10808080808080808,0.12312200536394606,1.6737373737373737
0.10808080808080808,0.12405105959641527,1.692929292929293
0.10808080808080808,0.12498639588178787,1.7121212121212122
0.10808080808080808,0.12592796752297658,1.7313131313131314
0.10808080808080808,0.1268757282851662,1.7505050505050506
0.10808080808080808,0.1278296324012584,1.7696969696969698
0.10808080808080808,0.12878963457657547,1.7888888888888888
0.10808080808080808,0.129755689992862,1.808080808080808
0.10808080808080808,0.13072775431162217,1.8272727272727272
0.10808080808080808,0.13170578367682906,1.8464646464646464
0.10808080808080808,0.1326897347170407,1.8656565656565656
0.10808080808080808,0.13367956454695726,1.8848484848484848
0.10808080808080808,0.13467523076845092,1.904040404040404
0.10808080808080808,0.13567669147110073,1.9232323232323232
0.10808080808080808,0.13668390523226118,1.9424242424242424
0.10808080808080808,0.13769683111669428,1.9616161616161616
0.10808080808080808,0.13871542867579179,1.9808080808080808
0.10808080808080808,0.1397396579464145,2.0
0.11212121212121212,0.07290617037731485,0.1
0.11212121212121212,0.0731850051190244,0.1191919191919192
0.11212121212121212,0.07347245443932494,0.1383838383838384
0.11212121212121212,0.07376858282914836,0.1575757575757576
0.11212121212121212,0.07407345071246559,0.17676767676767677
0.11212121212121212,0.07438711445650936,0.19595959595959594
0.11212121212121212,0.07470962638841058,0.21515151515151515
0.11212121212121212,0.07504103481813128,0.23434343434343433
0.11212121212121212,0.07538138406755225,0.2535353535353535
0.11212121212121212,0.0757307145055498,0.2727272727272727
0.11212121212121212,0.0760890625888735,0.2919191919191919
0.11212121212121212,0.07645646090861635,0.3111111111111111
0.11212121212121212,0.07683293824204968,0.3303030303030303
0.11212121212121212,0.07721851960957764,0.3494949494949495
0.11212121212121212,0.07761322633655177,0.3686868686868686
0.11212121212121212,0.07801707611967132,0.3878787878787878
0.11212121212121212,0.0784300830976849,0.407070707070707
0.11212121212121212,0.07885225792609891,0.42626262626262623
0.11212121212121212,0.07928360785559087,0.44545454545454544
0.11212121212121212,0.07972413681382015,0.46464646464646464
0.11212121212121212,0.0801738454903252,0.48383838383838385
0.11212121212121212,0.08063273142419458,0.503030303030303
0.11212121212121212,0.0811007890941987,0.5222222222222221
0.11212121212121212,0.0815780100110713,0.5414141414141413
0.11212121212121212,0.08206438281163307,0.5606060606060606
0.11212121212121212,0.08255989335445407,0.5797979797979798
0.11212121212121212,0.08306452481675843,0.598989898989899
0.11212121212121212,0.08357825779228174,0.6181818181818182
0.11212121212121212,0.08410107038980075,0.6373737373737373
0.11212121212121212,0.08463293833206388,0.6565656565656565
0.11212121212121212,0.0851738350548626,0.6757575757575757
0.11212121212121212,0.0857237318059939,0.6949494949494949
0.11212121212121212,0.08628259774387714,0.7141414141414141
0.11212121212121212,0.0868504000356008,0.7333333333333333
0.11212121212121212,0.08742710395418685,0.7525252525252525
0.11212121212121212,0.08801267297487528,0.7717171717171717
0.11212121212121212,0.08860706887024333,0.7909090909090909
0.11212121212121212,0.08921025180398834,0.81010101010101
0.11212121212121212,0.0898221804232169,0.8292929292929292
0.11212121212121212,0.09044281194909591,0.8484848484848484
0.11212121212121212,0.09107210226573509,0.8676767676767676
0.11212121212121212,0.0917100060071832,0.8868686868686868
0.11212121212121212,0.09235647664243395,0.906060606060606
0.11212121212121212,0.09301146655834872,0.9252525252525252
0.11212121212121212,0.09367492714041684,0.9444444444444443
0.11212121212121212,0.094346808851285,0.9636363636363635
0.11212121212121212,0.09502706130699846,0.9828282828282827
0.11212121212121212,0.09571563335090835,1.002020202020202
0.11212121212121212,0.09641247312520841,1.0212121212121212
0.11212121212121212,0.09711752814007521,1.0404040404040404
0.11212121212121212,0.09783074534039402,1.0595959595959596
0.11212121212121212,0.09855207117006178,1.0787878787878789
0.11212121212121212,0.09928145163386609,1.097979797979798
0.11212121212121212,0.10001883235694688,1.1171717171717173
0.11212121212121212,0.10076415864185381,1.1363636363636365
0.11212121212121212,0.10151737552321931,1.1555555555555557
0.11212121212121212,0.10227842782007196,1.1747474747474747
0.11212121212121212,0.10304726018582168,1.1939393939393939
0.11212121212121212,0.10382381715595086,1.213131313131313
0.11212121212121212,0.10460804319345157,1.2323232323232323
0.11212121212121212,0.10539988273205184,1.2515151515151515
0.11212121212121212,0.10619928021727726,1.2707070707070707
0.11212121212121212,0.10700618014539734,1.2898989898989899
0.11212121212121212,0.10782052710030837,1.309090909090909
0.11212121212121212,0.10864226578840674,1.3282828282828283
0.11212121212121212,0.1094713410715077,1.3474747474747475
0.11212121212121212,0.11030769799786735,1.3666666666666667
0.11212121212121212,0.11115128183136504,1.385858585858586
0.11212121212121212,0.11200203807890537,1.405050505050505
0.11212121212121212,0.11285991251609895,1.4242424242424243
0.11212121212121212,0.11372485121128126,1.4434343434343435
0.11212121212121212,0.11459680054792952,1.4626262626262627
0.11212121212121212,0.1154757072455365,1.481818181818182
0.11212121212121212,0.1163615183790006,1.501010101010101
0.11212121212121212,0.11725418139659065,1.52020202020202
0.11212121212121212,0.11815364413654295,1.5393939393939393
0.11212121212121212,0.11905985484234785,1.5585858585858585
0.11212121212121212,0.11997276217678168,1.5777777777777777
0.11212121212121212,0.1208923152347393,1.596969696969697
0.11212121212121212,0.12181846355492063,1.6161616161616161
0.11212121212121212,0.12275115713042445,1.6353535353535353
0.11212121212121212,0.12369034641830057,1.6545454545454545
0.11212121212121212,0.12463598234810983,1.6737373737373737
0.11212121212121212,0.125588016329542,1.692929292929293
0.11212121212121212,0.12654640025913733,1.7121212121212122
0.11212121212121212,0.12751108652615864,1.7313131313131314
0.11212121212121212,0.12848202801765765,1.7505050505050506
0.11212121212121212,0.1294591781227792,1.7696969696969698
0.11212121212121212,0.1304424907363438,1.7888888888888888
0.11212121212121212,0.13143192026174944,1.808080808080808
0.11212121212121212,0.13242742161323068,1.8272727272727272
0.11212121212121212,0.1334289502175121,1.8464646464646464
0.11212121212121212,0.13443646201489198,1.8656565656565656
0.11212121212121212,0.13544991345978982,1.8848484848484848
0.11212121212121212,0.1364692615207916,1.904040404040404
0.11212121212121212,0.13749446368022308,1.9232323232323232
0.11212121212121212,0.1385254779332819,1.9424242424242424
0.11212121212121212,0.1395622627867572,1.9616161616161616
0.11212121212121212,0.1406047772573643,1.9808080808080808
0.11212121212121212,0.14165298086972022,2.0
0.11616161616161616,0.07295316210700949,0.1
0.11616161616161616,0.07324183978548339,0.1191919191919192
0.11616161616161616,0.07353939650636365,0.1383838383838384
0.11616161616161616,0.07384589590560112,0.1575757575757576
0.11616161616161616,0.07416139734741067,0.17676767676767677
0.11616161616161616,0.07448595594066805,0.19595959595959594
0.11616161616161616,0.07481962256213748,0.21515151515151515
0.11616161616161616,0.07516244388638016,0.23434343434343433
0.11616161616161616,0.07551446242216615,0.2535353535353535
0.11616161616161616,0.07587571655518788,0.2727272727272727
0.11616161616161616,0.07624624059684945,0.2919191919191919
0.11616161616161616,0.07662606483888541,0.3111111111111111
0.11616161616161616,0.07701521561354269,0.3303030303030303
0.11616161616161616,0.0774137153590425,0.3494949494949495
0.11616161616161616,0.07782158269002386,0.3686868686868686
0.11616161616161616,0.0782388324726576,0.3878787878787878
0.11616161616161616,0.0786654759041089,0.407070707070707
0.11616161616161616,0.07910152059601819,0.42626262626262623
0.11616161616161616,0.0795469706616641,0.44545454545454544
0.11616161616161616,0.0800018268064674,0.46464646464646464
0.11616161616161616,0.08046608642149422,0.48383838383838385
0.11616161616161616,0.0809397436796149,0.503030303030303
0.11616161616161616,0.08142278963397874,0.5222222222222221
0.11616161616161616,0.0819152123184673,0.5414141414141413
0.11616161616161616,0.08241699684979438,0.5606060606060606
0.11616161616161616,0.08292812553092879,0.5797979797979798
0.11616161616161616,0.08344857795552289,0.598989898989899
0.11616161616161616,0.08397833111304077,0.6181818181818182
0.11616161616161616,0.08451735949429018,0.6373737373737373
0.11616161616161616,0.0850656351970741,0.6565656565656565
0.11616161616161616,0.08562312803169098,0.6757575757575757
0.11616161616161616,0.08618980562602545,0.6949494949494949
0.11616161616161616,0.08676563352998584,0.7141414141414141
0.11616161616161616,0.08735057531905907,0.7333333333333333
0.11616161616161616,0.08794459269676834,0.7525252525252525
0.11616161616161616,0.08854764559583393,0.7717171717171717
0.11616161616161616,0.08915969227785281,0.7909090909090909
0.11616161616161616,0.08978068943132744,0.81010101010101
0.11616161616161616,0.09041059226788976,0.8292929292929292
0.11616161616161616,0.09104935461658048,0.8484848484848484
0.11616161616161616,0.09169692901605878,0.8676767676767676
0.11616161616161616,0.09235326680463177,0.8868686868686868
0.11616161616161616,0.09301831820800657,0.906060606060606
0.11616161616161616,0.09369203242468127,0.9252525252525252
0.11616161616161616,0.09437435770890404,0.9444444444444443
0.11616161616161616,0.09506524145114198,0.9636363636363635
0.11616161616161616,0.09576463025601246,0.9828282828282827
0.11616161616161616,0.09647247001764149,1.002020202020202
0.11616161616161616,0.09718870599242384,1.0212121212121212
0.11616161616161616,0.0979132828691694,1.0404040404040404
0.11616161616161616,0.09864614483662942,1.0595959595959596
0.11616161616161616,0.0993872356484055,1.0787878787878789
0.11616161616161616,0.10013649868525072,1.097979797979798
0.11616161616161616,0.10089387701478164,1.1171717171717173
0.11616161616161616,0.10165931344862443,1.1363636363636365
0.11616161616161616,0.10243275059702635,1.1555555555555557
0.11616161616161616,0.10321413092096768,1.1747474747474747
0.11616161616161616,0.10400339678181604,1.1939393939393939
0.11616161616161616,0.10480049048856693,1.213131313131313
0.11616161616161616,0.1056053543427212,1.2323232323232323
0.11616161616161616,0.10641793068085073,1.2515151515151515
0.11616161616161616,0.1072381619149086,1.2707070707070707
0.11616161616161616,0.10806599057034139,1.2898989898989899
0.11616161616161616,0.10890135932206373,1.309090909090909
0.11616161616161616,0.10974421102835688,1.3282828282828283
0.11616161616161616,0.1105944887627543,1.3474747474747475
0.11616161616161616,0.1114521358439784,1.3666666666666667
0.11616161616161616,0.11231709586399312,1.385858585858586
0.11616161616161616,0.11318931271423734,1.405050505050505
0.11616161616161616,0.11406873061010446,1.4242424242424243
0.11616161616161616,0.11495529411373334,1.4434343434343435
0.11616161616161616,0.11584894815517527,1.4626262626262627
0.11616161616161616,0.11674963805200096,1.481818181818182
0.11616161616161616,0.1176573095274117,1.501010101010101
0.11616161616161616,0.11857190872691688,1.52020202020202
0.11616161616161616,0.11949338223363941,1.5393939393939393
0.11616161616161616,0.12042167708231025,1.5585858585858585
0.11616161616161616,0.12135674077201059,1.5777777777777777
0.11616161616161616,0.1222985212777201,1.596969696969697
0.11616161616161616,0.12324696706072796,1.6161616161616161
0.11616161616161616,0.12420202707796112,1.6353535353535353
0.11616161616161616,0.1251636507902843,1.6545454545454545
0.11616161616161616,0.12613178816982307,1.6737373737373737
0.11616161616161616,0.12710638970636068,1.692929292929293
0.11616161616161616,0.1280874064128577,1.7121212121212122
0.11616161616161616,0.1290747898301414,1.7313131313131314
0.11616161616161616,0.1300684920308105,1.7505050505050506
0.11616161616161616,0.1310684656223994,1.7696969696969698
0.11616161616161616,0.13207466374984428,1.7888888888888888
0.11616161616161616,0.1330870400972913,1.808080808080808
0.11616161616161616,0.13410554888928672,1.8272727272727272
0.11616161616161616,0.135130144891386,1.8464646464646464
0.11616161616161616,0.1361607834102182,1.8656565656565656
0.11616161616161616,0.13719742029303977,1.8848484848484848
0.11616161616161616,0.13824001192681123,1.904040404040404
0.11616161616161616,0.13928851523682817,1.9232323232323232
0.11616161616161616,0.14034288768493605,1.9424242424242424
0.11616161616161616,0.14140308726735895,1.9616161616161616
0.11616161616161616,0.142469072512168,1.9808080808080808
0.11616161616161616,0.14354080247641685,2.0
0.1202020202020202,0.07300012358713613,0.1
0.1202020202020202,0.0732986303832016,0.1191919191919192
0.1202020202020202,0.07360627769220275,0.1383838383838384
0.1202020202020202,0.0739231281236179,0.1575757575757576
0.1202020202020202,0.0742492398115226,0.17676767676767677
0.1202020202020202,0.07458466643770997,0.19595959595959594
0.1202020202020202,0.074929457262051,0.21515151515151515
0.1202020202020202,0.07528365715990754,0.23434343434343433
0.1202020202020202,0.07564730666638214,0.2535353535353535
0.1202020202020202,0.07602044202716353,0.2727272727272727
0.1202020202020202,0.0764030952557015,0.2919191919191919
0.1202020202020202,0.07679529419642431,0.3111111111111111
0.1202020202020202,0.07719706259369147,0.3303030303030303
0.1202020202020202,0.07760842016615838,0.3494949494949495
0.1202020202020202,0.07802938268621397,0.3686868686868686
0.1202020202020202,0.07845996206414182,0.3878787878787878
0.1202020202020202,0.07890016643664395,0.407070707070707
0.1202020202020202,0.07935000025936076,0.42626262626262623
0.1202020202020202,0.0798094644030154,0.44545454545454544
0.1202020202020202,0.08027855625280829,0.46464646464646464
0.1202020202020202,0.08075726981068772,0.48383838383838385
0.1202020202020202,0.08124559580012458,0.503030303030303
0.1202020202020202,0.08174352177302256,0.5222222222222221
0.1202020202020202,0.08225103221840258,0.5414141414141413
0.1202020202020202,0.08276810867250606,0.5606060606060606
0.1202020202020202,0.08329472982997263,0.5797979797979798
0.1202020202020202,0.08383087165575749,0.598989898989899
0.1202020202020202,0.0843765074974659,0.6181818181818182
0.1202020202020202,0.08493160819779609,0.6373737373737373
0.1202020202020202,0.08549614220679465,0.6565656565656565
0.1202020202020202,0.08607007569364482,0.6757575757575757
0.1202020202020202,0.0866533726577225,0.6949494949494949
0.1202020202020202,0.0872459950386715,0.7141414141414141
0.1202020202020202,0.08784790282526576,0.7333333333333333
0.1202020202020202,0.08845905416284285,0.7525252525252525
0.1202020202020202,0.08907940545910976,0.7717171717171717
0.1202020202020202,0.08970891148813906,0.7909090909090909
0.1202020202020202,0.09034752549238932,0.81010101010101
0.1202020202020202,0.09099519928260112,0.8292929292929292
0.1202020202020202,0.09165188333543464,0.8484848484848484
0.1202020202020202,0.09231752688873189,0.8676767676767676
0.1202020202020202,0.09299207803430044,0.8868686868686868
