OmM,OmR,OomQ,target,z
0.1551925164,0.9517024568,-0.1068949732,-0.2075788973,0.1304211975
0.1551925164,0.9517024568,-0.1068949732,-0.2189456578,0.1338743126
0.1551925164,0.9517024568,-0.1068949732,-0.22464169,0.1386051049
0.1551925164,0.9517024568,-0.1068949732,-0.2303791086,0.1433556352
0.1551925164,0.9517024568,-0.1068949732,-0.2361584152,0.1481259858
0.1551925164,0.9517024568,-0.1068949732,-0.2419801067,0.1529162395
0.1551925164,0.9517024568,-0.1068949732,-0.255527816,0.1557824396
0.1551925164,0.9517024568,-0.1068949732,-0.2614636292,0.1606046378
0.1551925164,0.9517024568,-0.1068949732,-0.2674433424,0.1654469554
0.1551925164,0.9517024568,-0.1068949732,-0.2734674377,0.1703094762
0.1551925164,0.9517024568,-0.1068949732,-0.2795363936,0.1751922847
0.1551925164,0.9517024568,-0.1068949732,-0.2930953177,0.1779429316
0.1551925164,0.9517024568,-0.1068949732,-0.2992815878,0.1828575886
0.1551925164,0.9517024568,-0.1068949732,-0.3055141788,0.1877927507
0.1551925164,0.9517024568,-0.1068949732,-0.3117935591,0.1927485036
0.1551925164,0.9517024568,-0.1068949732,-0.3181201946,0.1977249329
0.1551925164,0.9517024568,-0.1068949732,-0.3286263403,0.2013629346
0.1551925164,0.9517024568,-0.1068949732,-0.3381578504,0.2053545429
0.1551925164,0.9517024568,-0.1068949732,-0.3446535194,0.2103835677
0.1551925164,0.9517024568,-0.1068949732,-0.3511983218,0.2154335747
0.1551925164,0.9517024568,-0.1068949732,-0.3577927145,0.2205046516
0.1551925164,0.9517024568,-0.1068949732,-0.364437153,0.2255968862
0.1551925164,0.9517024568,-0.1068949732,-0.378125173,0.2280924609
0.1551925164,0.9517024568,-0.1068949732,-0.3848937422,0.2332163536
0.1551925164,0.9517024568,-0.1068949732,-0.3917137431,0.2383616245
0.1551925164,0.9517024568,-0.1068949732,-0.3985856267,0.2435283626
0.1551925164,0.9517024568,-0.1068949732,-0.4055098433,0.2487166576
0.1551925164,0.9517024568,-0.1068949732,-0.4191977044,0.2510747801
0.1551925164,0.9517024568,-0.1068949732,-0.4262486443,0.2562945605
0.1551925164,0.9517024568,-0.1068949732,-0.4333532812,0.2615361191
0.1551925164,0.9517024568,-0.1068949732,-0.4405120627,0.2667995467
0.1551925164,0.9517024568,-0.1068949732,-0.447725436,0.2720849346
0.1551925164,0.9517024568,-0.1068949732,-0.4554545843,0.2771705801
0.1551925164,0.9517024568,-0.1068949732,-0.4687628541,0.2796081022
0.1551925164,0.9517024568,-0.1068949732,-0.4761613835,0.2849469304
0.1551925164,0.9517024568,-0.1068949732,-0.4836162983,0.2903080335
0.1551925164,0.9517024568,-0.1068949732,-0.4911280443,0.2956915043
0.1551925164,0.9517024568,-0.1068949732,-0.4986970669,0.3010974363
0.1551925164,0.9517024568,-0.1068949732,-0.5124488365,0.3031600524
0.1551925164,0.9517024568,-0.1068949732,-0.5201502826,0.308597145
0.1551925164,0.9517024568,-0.1068949732,-0.5279103408,0.3140569223
0.1551925164,0.9517024568,-0.1068949732,-0.535729457,0.3195394792
0.1551925164,0.9517024568,-0.1068949732,-0.5436080767,0.3250449106
0.1551925164,0.9517024568,-0.1068949732,-0.5523256346,0.3300863704
0.1551925164,0.9517024568,-0.1068949732,-0.5653454734,0.3324830535
0.1551925164,0.9517024568,-0.1068949732,-0.573419535,0.3380424885
0.1551925164,0.9517024568,-0.1068949732,-0.5815548739,0.3436251189
0.1551925164,0.9517024568,-0.1068949732,-0.5897519369,0.3492310412
0.1551925164,0.9517024568,-0.1068949732,-0.5980111712,0.3548603528
0.1551925164,0.9517024568,-0.1068949732,-0.6113852043,0.3568788341
0.1551925164,0.9517024568,-0.1068949732,-0.6201765031,0.3622540532
0.1551925164,0.9517024568,-0.1068949732,-0.6286368115,0.3679376999
0.1551925164,0.9517024568,-0.1068949732,-0.6371610623,0.3736450601
0.1551925164,0.9517024568,-0.1068949732,-0.6457497046,0.3793762328
0.1551925164,0.9517024568,-0.1068949732,-0.654403188,0.3851313173
0.1551925164,0.9517024568,-0.1068949732,-0.6681919054,0.3866942945
0.1551925164,0.9517024568,-0.1068949732,-0.6769857922,0.3924799117
0.1551925164,0.9517024568,-0.1068949732,-0.6858458401,0.3982896679
0.1551925164,0.9517024568,-0.1068949732,-0.694772501,0.4041236637
0.1551925164,0.9517024568,-0.1068949732,-0.7037662275,0.4099820003
0.1551925164,0.9517024568,-0.1068949732,-0.7152492225,0.4135275789
0.1551925164,0.9517024568,-0.1068949732,-0.7266213945,0.4172476202
0.1551925164,0.9517024568,-0.1068949732,-0.735825751,0.4231607131
0.1551925164,0.9517024568,-0.1068949732,-0.7450989457,0.4290984768
0.1551925164,0.9517024568,-0.1068949732,-0.754441434,0.4350610143
0.1551925164,0.9517024568,-0.1068949732,-0.7638536725,0.4410484289
0.1551925164,0.9517024568,-0.1068949732,-0.7774597876,0.4423535185
0.1551925164,0.9517024568,-0.1068949732,-0.7871187309,0.448253945
0.1551925164,0.9517024568,-0.1068949732,-0.796746886,0.4542964037
0.1551925164,0.9517024568,-0.1068949732,-0.8064465686,0.4603640729
0.1551925164,0.9517024568,-0.1068949732,-0.8162182388,0.4664570578
0.1551925164,0.9517024568,-0.1068949732,-0.8260623574,0.4725754642
0.1551925164,0.9517024568,-0.1068949732,-0.8397413112,0.4735650299
0.1551925164,0.9517024568,-0.1068949732,-0.8497327711,0.4797130924
0.1551925164,0.9517024568,-0.1068949732,-0.8597979989,0.4858868061
0.1551925164,0.9517024568,-0.1068949732,-0.8699374589,0.4920862779
0.1551925164,0.9517024568,-0.1068949732,-0.8801516158,0.4983116154
0.1551925164,0.9517024568,-0.1068949732,-0.8914446104,0.5028911829
0.1551925164,0.9517024568,-0.1068949732,-0.9040758832,0.5053371575
0.1551925164,0.9517024568,-0.1068949732,-0.9145149275,0.5116177808
0.1551925164,0.9517024568,-0.1068949732,-0.9250304561,0.5179246084
0.1551925164,0.9517024568,-0.1068949732,-0.935622938,0.5242577495
0.1551925164,0.9517024568,-0.1068949732,-0.9462928432,0.530617314
0.1551925164,0.9517024568,-0.1068949732,-0.9585383869,0.5338352154
0.1551925164,0.9517024568,-0.1068949732,-0.970606236,0.5375593793
0.1551925164,0.9517024568,-0.1068949732,-0.981506037,0.5439744414
0.1551925164,0.9517024568,-0.1068949732,-0.9924850563,0.5504162686
0.1551925164,0.9517024568,-0.1068949732,-1.0035437683,0.5568849726
0.1551925164,0.9517024568,-0.1068949732,-1.014682648,0.5633806657
0.1551925164,0.9517024568,-0.1068949732,-1.0274464631,0.5655367373
0.1551925164,0.9517024568,-0.1068949732,-1.0393770605,0.5702312465
0.1551925164,0.9517024568,-0.1068949732,-1.050750759,0.5767826234
0.1551925164,0.9517024568,-0.1068949732,-1.0622064284,0.5833613341
0.1551925164,0.9517024568,-0.1068949732,-1.0737445485,0.5899674928
0.1551925164,0.9517024568,-0.1068949732,-1.0853655998,0.5966012139
0.1551925164,0.9517024568,-0.1068949732,-1.0983426007,0.5980078757
0.1551925164,0.9517024568,-0.1068949732,-1.1104335491,0.6033451484
0.1551925164,0.9517024568,-0.1068949732,-1.1222942449,0.6100346843
0.1551925164,0.9517024568,-0.1068949732,-1.1342396833,0.6167521305
0.1551925164,0.9517024568,-0.1068949732,-1.1462703495,0.6234976035
0.1551925164,0.9517024568,-0.1068949732,-1.1583867297,0.6302712202
0.1551925164,0.9517024568,-0.1068949732,-1.1713884862,0.6312612536
0.1551925164,0.9517024568,-0.1068949732,-1.1838156347,0.6369074703
0.1551925164,0.9517024568,-0.1068949732,-1.1961764116,0.6437370362
0.1551925164,0.9517024568,-0.1068949732,-1.2086247219,0.6505950966
0.1551925164,0.9517024568,-0.1068949732,-1.2211610566,0.6574817704
0.1551925164,0.9517024568,-0.1068949732,-1.2337859074,0.6643971771
0.1551925164,0.9517024568,-0.1068949732,-1.2467349627,0.6653101222
0.1551925164,0.9517024568,-0.1068949732,-1.2595651025,0.6709104641
0.1551925164,0.9517024568,-0.1068949732,-1.2724390012,0.6778818985
0.1551925164,0.9517024568,-0.1068949732,-1.2854032436,0.6848824194
0.1551925164,0.9517024568,-0.1068949732,-1.298458326,0.6919121481
0.1551925164,0.9517024568,-0.1068949732,-1.3116047458,0.6989712065
0.1551925164,0.9517024568,-0.1068949732,-1.3245251339,0.7001681312
0.1551925164,0.9517024568,-0.1068949732,-1.3377211574,0.7053533661
0.1551925164,0.9517024568,-0.1068949732,-1.3511211895,0.7124685045
0.1551925164,0.9517024568,-0.1068949732,-1.3646143944,0.7196133289
0.1551925164,0.9517024568,-0.1068949732,-1.378201274,0.7267879631
0.1551925164,0.9517024568,-0.1068949732,-1.3918823312,0.7339925317
0.1551925164,0.9517024568,-0.1068949732,-1.4048952906,0.7358493813
0.1551925164,0.9517024568,-0.1068949732,-1.4183223405,0.7402354561
0.1551925164,0.9517024568,-0.1068949732,-1.4322614892,0.7474961307
0.1551925164,0.9517024568,-0.1068949732,-1.4462966583,0.7547870987
0.1551925164,0.9517024568,-0.1068949732,-1.4604283553,0.7621084863
0.1551925164,0.9517024568,-0.1068949732,-1.4746570888,0.7694604204
0.1551925164,0.9517024568,-0.1068949732,-1.4879761345,0.7723683904
0.1551925164,0.9517024568,-0.1068949732,-1.5014049171,0.7755487426
0.1551925164,0.9517024568,-0.1068949732,-1.5158961107,0.7829567527
0.1551925164,0.9517024568,-0.1068949732,-1.5304861904,0.7903956708
0.1551925164,0.9517024568,-0.1068949732,-1.5451756693,0.7978656258
0.1551925164,0.9517024568,-0.1068949732,-1.5599650615,0.8053667472
0.1551925164,0.9517024568,-0.1068949732,-1.5738941295,0.8097399723
0.1551925164,0.9517024568,-0.1068949732,-1.5870050216,0.8112924548
0.1551925164,0.9517024568,-0.1068949732,-1.6020611558,0.8188495961
0.1551925164,0.9517024568,-0.1068949732,-1.6172190593,0.8264382676
0.1551925164,0.9517024568,-0.1068949732,-1.6324792507,0.8340586008
0.1551925164,0.9517024568,-0.1068949732,-1.6478422496,0.8417107279
0.1551925164,0.9517024568,-0.1068949732,-1.662771805,0.8479792994
0.1551925164,0.9517024568,-0.1068949732,-1.6754571844,0.8482318754
0.1551925164,0.9517024568,-0.1068949732,-1.690792459,0.8551740293
0.1551925164,0.9517024568,-0.1068949732,-1.7065310674,0.8629142549
0.1551925164,0.9517024568,-0.1068949732,-1.7223748694,0.8706867746
0.1551925164,0.9517024568,-0.1068949732,-1.7383243897,0.8784917231
0.1551925164,0.9517024568,-0.1068949732,-1.7543801544,0.8863292357
0.1551925164,0.9517024568,-0.1068949732,-1.7674653358,0.8874602513
0.1551925164,0.9517024568,-0.1068949732,-1.7821222287,0.8919220921
0.1551925164,0.9517024568,-0.1068949732,-1.7984543588,0.8998156394
0.1551925164,0.9517024568,-0.1068949732,-1.8148946041,0.9077421204
0.1551925164,0.9517024568,-0.1068949732,-1.831443495,0.9157016726
0.1551925164,0.9517024568,-0.1068949732,-1.8481015625,0.9236944339
0.1551925164,0.9517024568,-0.1068949732,-1.8627027336,0.9275902048
0.1551925164,0.9517024568,-0.1068949732,-1.876080815,0.9290857827
0.1551925164,0.9517024568,-0.1068949732,-1.8930192144,0.9371343857
0.1551925164,0.9517024568,-0.1068949732,-1.910068666,0.9452165693
0.1551925164,0.9517024568,-0.1068949732,-1.9272297053,0.9533324738
0.1551925164,0.9517024568,-0.1068949732,-1.9445028687,0.9614822397
0.1551925164,0.9517024568,-0.1068949732,-1.9612827244,0.968637812
0.1551925164,0.9517024568,-0.1068949732,-1.9742368541,0.9692257259
0.1551925164,0.9517024568,-0.1068949732,-1.9902588939,0.9748700954
0.1551925164,0.9517024568,-0.1068949732,-2.0079302783,0.9831097214
0.1551925164,0.9517024568,-0.1068949732,-2.0257162073,0.9913837251
0.1551925164,0.9517024568,-0.1068949732,-2.0436172224,0.9996922499
0.1551925164,0.9517024568,-0.1068949732,-2.0442817748,1.0000003294
0.1606484338,0.9499958139,-0.1106442477,-0.0,0.0
0.1606484338,0.9499958139,-0.1106442477,-0.0137680463,0.0035067525
0.1606484338,0.9499958139,-0.1106442477,-0.0184427899,0.0076911018
0.1606484338,0.9499958139,-0.1106442477,-0.0231377327,0.0118928986
0.1606484338,0.9499958139,-0.1106442477,-0.027853985,0.0161122157
0.1606484338,0.9499958139,-0.1106442477,-0.0325926012,0.0203491263
0.1606484338,0.9499958139,-0.1106442477,-0.0463635598,0.0237718576
0.1606484338,0.9499958139,-0.1106442477,-0.0511869614,0.0280407068
0.1606484338,0.9499958139,-0.1106442477,-0.0560356867,0.0323273559
0.1606484338,0.9499958139,-0.1106442477,-0.0609106221,0.0366318792
0.1606484338,0.9499958139,-0.1106442477,-0.0658126196,0.0409543511
0.1606484338,0.9499958139,-0.1106442477,-0.0795799264,0.0442895205
0.1606484338,0.9499958139,-0.1106442477,-0.0845743335,0.0486439227
0.1606484338,0.9499958139,-0.1106442477,-0.0895982579,0.0530164816
0.1606484338,0.9499958139,-0.1106442477,-0.094652446,0.0574072729
0.1606484338,0.9499958139,-0.1106442477,-0.0997376221,0.0618163725
0.1606484338,0.9499958139,-0.1106442477,-0.1135070971,0.0650594784
0.1606484338,0.9499958139,-0.1106442477,-0.1186908498,0.0695004857
0.1606484338,0.9499958139,-0.1106442477,-0.1239077184,0.0739600108
0.1606484338,0.9499958139,-0.1106442477,-0.1291583576,0.0784381308
0.1606484338,0.9499958139,-0.1106442477,-0.1344434069,0.0829349234
0.1606484338,0.9499958139,-0.1106442477,-0.1482651338,0.0860739526
0.1606484338,0.9499958139,-0.1106442477,-0.1536541208,0.0906025845
0.1606484338,0.9499958139,-0.1106442477,-0.1590794242,0.0951500996
0.1606484338,0.9499958139,-0.1106442477,-0.1645416359,0.0997165766
0.1606484338,0.9499958139,-0.1106442477,-0.1700413376,0.1043020945
0.1606484338,0.9499958139,-0.1106442477,-0.1838729557,0.1073382723
0.1606484338,0.9499958139,-0.1106442477,-0.189481079,0.1119555706
0.1606484338,0.9499958139,-0.1106442477,-0.1951284427,0.1165921218
0.1606484338,0.9499958139,-0.1106442477,-0.2008155951,0.1212480061
0.1606484338,0.9499958139,-0.1106442477,-0.2065430769,0.1259233042
0.1606484338,0.9499958139,-0.1106442477,-0.2137633578,0.1303007767
0.1606484338,0.9499958139,-0.1106442477,-0.2262610997,0.1335507832
0.1606484338,0.9499958139,-0.1106442477,-0.2321430742,0.1382773805
0.1606484338,0.9499958139,-0.1106442477,-0.2380675342,0.1430236865
0.1606484338,0.9499958139,-0.1106442477,-0.2440349917,0.1477897832
0.1606484338,0.9499958139,-0.1106442477,-0.2500459535,0.1525757533
0.1606484338,0.9499958139,-0.1106442477,-0.2640105304,0.1553926649
0.1606484338,0.9499958139,-0.1106442477,-0.2701386547,0.1602103369
0.1606484338,0.9499958139,-0.1106442477,-0.2763118281,0.1650480973
0.1606484338,0.9499958139,-0.1106442477,-0.282530542,0.1699060298
0.1606484338,0.9499958139,-0.1106442477,-0.2887952839,0.1747842186
0.1606484338,0.9499958139,-0.1106442477,-0.3027982906,0.1774719664
0.1606484338,0.9499958139,-0.1106442477,-0.3091835235,0.1823817031
0.1606484338,0.9499958139,-0.1106442477,-0.3156162718,0.187311912
0.1606484338,0.9499958139,-0.1106442477,-0.322097012,0.1922626786
0.1606484338,0.9499958139,-0.1106442477,-0.328626218,0.1972340885
0.1606484338,0.9499958139,-0.1106442477,-0.3384869759,0.2011527809
0.1606484338,0.9499958139,-0.1106442477,-0.3492916759,0.2047952995
0.1606484338,0.9499958139,-0.1106442477,-0.3559942797,0.209818967
0.1606484338,0.9499958139,-0.1106442477,-0.3627472595,0.2148635818
0.1606484338,0.9499958139,-0.1106442477,-0.3695510795,0.2199292313
0.1606484338,0.9499958139,-0.1106442477,-0.3764062025,0.2250160032
0.1606484338,0.9499958139,-0.1106442477,-0.3904991648,0.2274480854
0.1606484338,0.9499958139,-0.1106442477,-0.397481521,0.2325662088
0.1606484338,0.9499958139,-0.1106442477,-0.4045165875,0.2377056734
0.1606484338,0.9499958139,-0.1106442477,-0.4116048222,0.2428665682
0.1606484338,0.9499958139,-0.1106442477,-0.418746682,0.2480489825
0.1606484338,0.9499958139,-0.1106442477,-0.4322687835,0.2505783775
0.1606484338,0.9499958139,-0.1106442477,-0.4401264377,0.2555436145
0.1606484338,0.9499958139,-0.1106442477,-0.447453192,0.2607788887
0.1606484338,0.9499958139,-0.1106442477,-0.4548354086,0.2660359925
0.1606484338,0.9499958139,-0.1106442477,-0.4622735408,0.2713150169
0.1606484338,0.9499958139,-0.1106442477,-0.4697680408,0.2766160535
0.1606484338,0.9499958139,-0.1106442477,-0.4839407009,0.2787543343
0.1606484338,0.9499958139,-0.1106442477,-0.4915684428,0.2840863908
0.1606484338,0.9499958139,-0.1106442477,-0.4992539172,0.2894406805
0.1606484338,0.9499958139,-0.1106442477,-0.5069975751,0.2948172962
0.1606484338,0.9499958139,-0.1106442477,-0.5147998674,0.3002163308
0.1606484338,0.9499958139,-0.1106442477,-0.5287178797,0.3023228024
0.1606484338,0.9499958139,-0.1106442477,-0.5368890123,0.3076245214
0.1606484338,0.9499958139,-0.1106442477,-0.544886824,0.3130769587
0.1606484338,0.9499958139,-0.1106442477,-0.552945072,0.3185521311
0.1606484338,0.9499958139,-0.1106442477,-0.5610642067,0.3240501336
0.1606484338,0.9499958139,-0.1106442477,-0.5692446784,0.3295710612
0.1606484338,0.9499958139,-0.1106442477,-0.5834500347,0.3313826912
0.1606484338,0.9499958139,-0.1106442477,-0.5917691216,0.3369341935
0.1606484338,0.9499958139,-0.1106442477,-0.6001508875,0.3425088442
0.1606484338,0.9499958139,-0.1106442477,-0.6085957835,0.3481067396
0.1606484338,0.9499958139,-0.1106442477,-0.6171042608,0.3537279767
0.1606484338,0.9499958139,-0.1106442477,-0.6297626989,0.3564425853
0.1606484338,0.9499958139,-0.1106442477,-0.6399107697,0.3610150907
0.1606484338,0.9499958139,-0.1106442477,-0.6486248062,0.3666901521
0.1606484338,0.9499958139,-0.1106442477,-0.6574042112,0.372388877
0.1606484338,0.9499958139,-0.1106442477,-0.6662494377,0.378111364
0.1606484338,0.9499958139,-0.1106442477,-0.6751609387,0.3838577122
0.1606484338,0.9499958139,-0.1106442477,-0.6893321573,0.3853155549
0.1606484338,0.9499958139,-0.1106442477,-0.6983870909,0.3910919426
0.1606484338,0.9499958139,-0.1106442477,-0.7075096297,0.3968924163
0.1606484338,0.9499958139,-0.1106442477,-0.7167002288,0.4027170763
0.1606484338,0.9499958139,-0.1106442477,-0.7259593436,0.4085660236
0.1606484338,0.9499958139,-0.1106442477,-0.7367812862,0.4129995297
0.1606484338,0.9499958139,-0.1106442477,-0.7494563389,0.4157099967
0.1606484338,0.9499958139,-0.1106442477,-0.7589305244,0.421613121
0.1606484338,0.9499958139,-0.1106442477,-0.76847501,0.4275408596
0.1606484338,0.9499958139,-0.1106442477,-0.7780902542,0.4334933153
0.1606484338,0.9499958139,-0.1106442477,-0.7877767157,0.4394705911
0.1606484338,0.9499958139,-0.1106442477,-0.8007773515,0.4417712593
0.1606484338,0.9499958139,-0.1106442477,-0.8116838786,0.446546665
0.1606484338,0.9499958139,-0.1106442477,-0.8215906637,0.4525783697
0.1606484338,0.9499958139,-0.1106442477,-0.8315704531,0.458635225
0.1606484338,0.9499958139,-0.1106442477,-0.8416237091,0.4647173357
0.1606484338,0.9499958139,-0.1106442477,-0.8517508942,0.4708248072
0.1606484338,0.9499958139,-0.1106442477,-0.86578531,0.4716886508
0.1606484338,0.9499958139,-0.1106442477,-0.8760627125,0.4778251907
0.1606484338,0.9499958139,-0.1106442477,-0.8864153698,0.4839873183
0.1606484338,0.9499958139,-0.1106442477,-0.8968437473,0.4901751404
0.1606484338,0.9499958139,-0.1106442477,-0.9073483114,0.4963887639
0.1606484338,0.9499958139,-0.1106442477,-0.9181835837,0.5022035217
0.1606484338,0.9499958139,-0.1106442477,-0.9319095193,0.5032698918
0.1606484338,0.9499958139,-0.1106442477,-0.9426432753,0.5095381168
0.1606484338,0.9499958139,-0.1106442477,-0.9534550108,0.5158324787
0.1606484338,0.9499958139,-0.1106442477,-0.964345196,0.5221530864
0.1606484338,0.9499958139,-0.1106442477,-0.9753143015,0.5285000492
0.1606484338,0.9499958139,-0.1106442477,-0.9872013957,0.5330870417
0.1606484338,0.9499958139,-0.1106442477,-1.0002622073,0.5352899611
0.1606484338,0.9499958139,-0.1106442477,-1.0114654515,0.5416917011
0.1606484338,0.9499958139,-0.1106442477,-1.0227494146,0.5481201346
0.1606484338,0.9499958139,-0.1106442477,-1.0341145713,0.554575373
0.1606484338,0.9499958139,-0.1106442477,-1.045561397,0.5610575279
0.1606484338,0.9499958139,-0.1106442477,-1.0580829425,0.5647258804
0.1606484338,0.9499958139,-0.1106442477,-1.070889485,0.5677412032
0.1606484338,0.9499958139,-0.1106442477,-1.0825752924,0.5742782561
0.1606484338,0.9499958139,-0.1106442477,-1.0943445731,0.5808425667
0.1606484338,0.9499958139,-0.1106442477,-1.1061978067,0.5874342486
0.1606484338,0.9499958139,-0.1106442477,-1.1181354734,0.5940534161
0.1606484338,0.9499958139,-0.1106442477,-1.1310039852,0.5971318756
0.1606484338,0.9499958139,-0.1106442477,-1.1438305915,0.6006298403
0.1606484338,0.9499958139,-0.1106442477,-1.1560119971,0.6073040297
0.1606484338,0.9499958139,-0.1106442477,-1.1682796463,0.6140060488
0.1606484338,0.9499958139,-0.1106442477,-1.1806340235,0.6207360134
0.1606484338,0.9499958139,-0.1106442477,-1.1930756141,0.6274940402
0.1606484338,0.9499958139,-0.1106442477,-1.2061266016,0.6303175447
0.1606484338,0.9499958139,-0.1106442477,-1.2191279122,0.6339480709
0.1606484338,0.9499958139,-0.1106442477,-1.2318178925,0.6407611883
0.1606484338,0.9499958139,-0.1106442477,-1.2445969026,0.6476027145
0.1606484338,0.9499958139,-0.1106442477,-1.2574654319,0.6544727681
0.1606484338,0.9499958139,-0.1106442477,-1.2704239707,0.6613714679
0.1606484338,0.9499958139,-0.1106442477,-1.283602965,0.6642958421
0.1606484338,0.9499958139,-0.1106442477,-1.29682044,0.6676950144
0.1606484338,0.9499958139,-0.1106442477,-1.3100319247,0.6746488474
0.1606484338,0.9499958139,-0.1106442477,-1.3233352412,0.6816316759
0.1606484338,0.9499958139,-0.1106442477,-1.3367308839,0.688643621
0.1606484338,0.9499958139,-0.1106442477,-1.3502193483,0.6956848039
0.1606484338,0.9499958139,-0.1106442477,-1.3635766461,0.6990802068
0.1606484338,0.9499958139,-0.1106442477,-1.376946413,0.7018698262
0.1606484338,0.9499958139,-0.1106442477,-1.3906922867,0.7089661588
0.1606484338,0.9499958139,-0.1106442477,-1.40453281,0.7160920811
0.1606484338,0.9499958139,-0.1106442477,-1.4184684823,0.7232477166
0.1606484338,0.9499958139,-0.1106442477,-1.432499804,0.7304331892
0.1606484338,0.9499958139,-0.1106442477,-1.4461841742,0.7346845216
0.1606484338,0.9499958139,-0.1106442477,-1.4595422641,0.7364644507
0.1606484338,0.9499958139,-0.1106442477,-1.4738353438,0.7437050334
0.1606484338,0.9499958139,-0.1106442477,-1.488225906,0.7509758074
0.1606484338,0.9499958139,-0.1106442477,-1.5027144551,0.7582768986
0.1606484338,0.9499958139,-0.1106442477,-1.5173014967,0.7656084332
0.1606484338,0.9499958139,-0.1106442477,-1.5315566844,0.7711229865
0.1606484338,0.9499958139,-0.1106442477,-1.544643614,0.7714779808
0.1606484338,0.9499958139,-0.1106442477,-1.5594966687,0.7788645604
0.1606484338,0.9499958139,-0.1106442477,-1.5744500537,0.78628194
0.1606484338,0.9499958139,-0.1106442477,-1.5895042784,0.7937302481
0.1606484338,0.9499958139,-0.1106442477,-1.6046598532,0.8012096136
0.1606484338,0.9499958139,-0.1106442477,-1.6198203872,0.8084101788
0.1606484338,0.9499958139,-0.1106442477,-1.6328200832,0.8085598301
0.1606484338,0.9499958139,-0.1106442477,-1.6477090736,0.814436569
0.1606484338,0.9499958139,-0.1106442477,-1.6632379895,0.8220022742
0.1606484338,0.9499958139,-0.1106442477,-1.678870612,0.8295995263
0.1606484338,0.9499958139,-0.1106442477,-1.6946074563,0.8372284569
0.1606484338,0.9499958139,-0.1106442477,-1.7104490385,0.8448891981
0.1606484338,0.9499958139,-0.1106442477,-1.7241224825,0.8468149187
0.1606484338,0.9499958139,-0.1106442477,-1.7385061915,0.8504202336
0.1606484338,0.9499958139,-0.1106442477,-1.7546232967,0.8581359808
0.1606484338,0.9499958139,-0.1106442477,-1.7708469889,0.8658839006
0.1606484338,0.9499958139,-0.1106442477,-1.7871777881,0.8736641272
0.1606484338,0.9499958139,-0.1106442477,-1.8036162154,0.8814767951
0.1606484338,0.9499958139,-0.1106442477,-1.8185928412,0.8859511794
0.1606484338,0.9499958139,-0.1106442477,-1.8319216397,0.886814943
0.1606484338,0.9499958139,-0.1106442477,-1.8486395454,0.8946824463
0.1606484338,0.9499958139,-0.1106442477,-1.8654669316,0.9025827549
0.1606484338,0.9499958139,-0.1106442477,-1.8824043231,0.9105160056
0.1606484338,0.9499958139,-0.1106442477,-1.8994522456,0.9184823358
0.1606484338,0.9499958139,-0.1106442477,-1.9163455478,0.9259842234
0.1606484338,0.9499958139,-0.1106442477,-1.9295375039,0.9264642997
0.1606484338,0.9499958139,-0.1106442477,-1.9453163156,0.9316337685
0.1606484338,0.9499958139,-0.1106442477,-1.9627599401,0.939688154
