H0,omega_Q0,omega_R0,omega_m0,target,z
0.0715898516,-0.1068949732,0.9517024568,0.1551925164,0.0119854147,0.9632653061
0.0715898516,-0.1068949732,0.9517024568,0.1551925164,0.0122275473,0.9816326531
0.0715898516,-0.1068949732,0.9517024568,0.1551925164,0.0124721622,1.0
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0038499415,0.1
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0039534141,0.1183673469
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0040618085,0.1367346939
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0041747794,0.1551020408
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0042920545,0.1734693878
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0044134161,0.1918367347
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0045386871,0.2102040816
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0046677219,0.2285714286
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0048003991,0.2469387755
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0049366166,0.2653061224
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0050762876,0.2836734694
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0052193372,0.3020408163
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.005365701,0.3204081633
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0055153222,0.3387755102
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.005668151,0.3571428571
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0058241429,0.3755102041
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0059832582,0.393877551
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0061454608,0.412244898
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0063107179,0.4306122449
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0064789993,0.4489795918
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0066502774,0.4673469388
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.006824526,0.4857142857
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0070017208,0.5040816327
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0071818389,0.5224489796
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0073648584,0.5408163265
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0075507586,0.5591836735
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0077395194,0.5775510204
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0079311215,0.5959183673
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0081255462,0.6142857143
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0083227753,0.6326530612
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.008522791,0.6510204082
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0087255758,0.6693877551
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0089311127,0.687755102
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0091393847,0.706122449
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.009350375,0.7244897959
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0095640673,0.7428571429
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0097804449,0.7612244898
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0099994917,0.7795918367
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0102211914,0.7979591837
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0104455278,0.8163265306
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0106724847,0.8346938776
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0109020462,0.8530612245
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.011134196,0.8714285714
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0113689181,0.8897959184
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0116061965,0.9081632653
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0118460149,0.9265306122
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0120883574,0.9448979592
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0123332078,0.9632653061
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.01258055,0.9816326531
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,0.0128303678,1.0
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0039802106,0.1
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0040868864,0.1183673469
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0041986203,0.1367346939
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0043150534,0.1551020408
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.004435903,0.1734693878
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0045609422,0.1918367347
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0046899866,0.2102040816
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.004822884,0.2285714286
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0049595074,0.2469387755
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0050997498,0.2653061224
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0052435198,0.2836734694
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0053907387,0.3020408163
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.005541338,0.3204081633
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0056952579,0.3387755102
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0058524451,0.3571428571
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0060128524,0.3755102041
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0061764368,0.393877551
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0063431599,0.412244898
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0065129861,0.4306122449
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0066858828,0.4489795918
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0068618196,0.4673469388
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0070407684,0.4857142857
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0072227024,0.5040816327
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0074075965,0.5224489796
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0075954266,0.5408163265
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0077861698,0.5591836735
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0079798038,0.5775510204
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0081763075,0.5959183673
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0083756599,0.6142857143
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0085778408,0.6326530612
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0087828306,0.6510204082
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0089906096,0.6693877551
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.009201159,0.687755102
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0094144598,0.706122449
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0096304935,0.7244897959
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0098492415,0.7428571429
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0100706857,0.7612244898
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0102948079,0.7795918367
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0105215901,0.7979591837
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0107510142,0.8163265306
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0109830624,0.8346938776
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0112177168,0.8530612245
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0114549595,0.8714285714
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0116947729,0.8897959184
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.011937139,0.9081632653
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0121820402,0.9265306122
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0124294587,0.9448979592
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0126793767,0.9632653061
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0129317764,0.9816326531
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,0.0131866402,1.0
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0041115279,0.1
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0042214127,0.1183673469
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0043364907,0.1367346939
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0044563898,0.1551020408
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0045808161,0.1734693878
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0047095338,0.1918367347
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0048423506,0.2102040816
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0049791079,0.2285714286
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.005119673,0.2469387755
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0052639335,0.2653061224
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0054117936,0.2836734694
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0055631704,0.3020408163
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0057179918,0.3204081633
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0058761941,0.3387755102
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.006037721,0.3571428571
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0062025219,0.3755102041
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0063705511,0.393877551
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0065417672,0.412244898
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.006716132,0.4306122449
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0068936103,0.4489795918
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0070741692,0.4673469388
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.007257778,0.4857142857
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0074444077,0.5040816327
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0076340307,0.5224489796
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0078266207,0.5408163265
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0080221526,0.5591836735
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0082206019,0.5775510204
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0084219453,0.5959183673
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0086261597,0.6142857143
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0088332229,0.6326530612
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.009043113,0.6510204082
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0092558086,0.6693877551
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0094712886,0.687755102
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0096895322,0.706122449
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0099105189,0.7244897959
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0101342282,0.7428571429
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0103606401,0.7612244898
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0105897344,0.7795918367
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0108214913,0.7979591837
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.011055891,0.8163265306
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0112929136,0.8346938776
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0115325397,0.8530612245
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0117747496,0.8714285714
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0120195238,0.8897959184
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0122668426,0.9081632653
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0125166868,0.9265306122
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0127690368,0.9448979592
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0130238733,0.9632653061
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0132811768,0.9816326531
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,0.0135409281,1.0
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0042439059,0.1
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0043570052,0.1183673469
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.004475432,0.1367346939
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0045988003,0.1551020408
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0047268053,0.1734693878
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0048592018,0.1918367347
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0049957898,0.2102040816
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0051364038,0.2285714286
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0052809052,0.2469387755
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0054291766,0.2653061224
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0055811172,0.2836734694
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0057366401,0.3020408163
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.005895669,0.3204081633
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0060581368,0.3387755102
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0062239835,0.3571428571
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0063931556,0.3755102041
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0065656041,0.393877551
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0067412848,0.412244898
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0069201567,0.4306122449
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0071021818,0.4489795918
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0072873246,0.4673469388
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.007475552,0.4857142857
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0076668324,0.5040816327
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0078611358,0.5224489796
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0080584337,0.5408163265
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0082586984,0.5591836735
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0084619035,0.5775510204
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0086680231,0.5959183673
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0088770322,0.6142857143
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0090889063,0.6326530612
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0093036214,0.6510204082
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0095211541,0.6693877551
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0097414811,0.687755102
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0099645797,0.706122449
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0101904273,0.7244897959
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0104190014,0.7428571429
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0106502801,0.7612244898
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0108842414,0.7795918367
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0111208634,0.7979591837
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0113601245,0.8163265306
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0116020031,0.8346938776
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0118464777,0.8530612245
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.012093527,0.8714285714
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0123431296,0.8897959184
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0125952642,0.9081632653
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0128499098,0.9265306122
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0131070452,0.9448979592
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0133666493,0.9632653061
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.013628701,0.9816326531
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,0.0138931795,1.0
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0043773574,0.1
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0044936765,0.1183673469
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0046154563,0.1367346939
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0047422969,0.1551020408
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0048738822,0.1734693878
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0050099575,0.1918367347
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0051503148,0.2102040816
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0052947818,0.2285714286
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0054432139,0.2469387755
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0055954881,0.2653061224
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0057514991,0.2836734694
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0059111553,0.3020408163
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0060743766,0.3204081633
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0062410919,0.3387755102
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0064112379,0.3571428571
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0065847575,0.3755102041
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0067615989,0.393877551
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0069417146,0.412244898
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0071250608,0.4306122449
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0073115967,0.4489795918
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0075012841,0.4673469388
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0076940873,0.4857142857
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0078899721,0.5040816327
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.008088906,0.5224489796
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0082908581,0.5408163265
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0084957984,0.5591836735
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.008703698,0.5775510204
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0089145288,0.5959183673
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0091282636,0.6142857143
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0093448755,0.6326530612
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0095643386,0.6510204082
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.009786627,0.6693877551
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0100117156,0.687755102
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0102395794,0.706122449
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0104701939,0.7244897959
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0107035346,0.7428571429
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0109395774,0.7612244898
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0111782985,0.7795918367
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.011419674,0.7979591837
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0116636805,0.8163265306
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0119102944,0.8346938776
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0121594925,0.8530612245
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0124112515,0.8714285714
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0126655484,0.8897959184
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0129223601,0.9081632653
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0131816637,0.9265306122
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0134434364,0.9448979592
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0137076554,0.9632653061
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0139742981,0.9816326531
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,0.0142433419,1.0
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0045118952,0.1
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0046314392,0.1183673469
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.004756576,0.1367346939
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0048868917,0.1551020408
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0050220585,0.1734693878
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0051618121,0.1918367347
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0053059366,0.2102040816
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0054542524,0.2285714286
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0056066087,0.2469387755
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0057628773,0.2653061224
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0059229477,0.2836734694
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0060867238,0.3020408163
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0062541213,0.3204081633
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0064250654,0.3387755102
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0065994891,0.3571428571
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0067773318,0.3755102041
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0069585384,0.393877551
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0071430584,0.412244898
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0073308449,0.4306122449
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0075218544,0.4489795918
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0077160458,0.4673469388
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0079133805,0.4857142857
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.008113822,0.5040816327
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0083173351,0.5224489796
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0085238863,0.5408163265
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,0.0087334432,0.5591836735
