H0,a,a_tt,omega_m0,target
0.0715898516,0.6568364611,0.0006182411,0.1606484338,0.0071818389
0.0715898516,0.6490066225,0.0006159283,0.1606484338,0.0073648584
0.0715898516,0.6413612565,0.0006134623,0.1606484338,0.0075507586
0.0715898516,0.6338939198,0.0006108346,0.1606484338,0.0077395194
0.0715898516,0.6265984655,0.0006080372,0.1606484338,0.0079311215
0.0715898516,0.6194690265,0.0006050625,0.1606484338,0.0081255462
0.0715898516,0.6125,0.0006019033,0.1606484338,0.0083227753
0.0715898516,0.6056860321,0.000598553,0.1606484338,0.008522791
0.0715898516,0.5990220049,0.0005950053,0.1606484338,0.0087255758
0.0715898516,0.592503023,0.0005912541,0.1606484338,0.0089311127
0.0715898516,0.5861244019,0.0005872937,0.1606484338,0.0091393847
0.0715898516,0.5798816568,0.0005831187,0.1606484338,0.009350375
0.0715898516,0.5737704918,0.000578724,0.1606484338,0.0095640673
0.0715898516,0.5677867903,0.0005741046,0.1606484338,0.0097804449
0.0715898516,0.5619266055,0.0005692557,0.1606484338,0.0099994917
0.0715898516,0.5561861521,0.0005641731,0.1606484338,0.0102211914
0.0715898516,0.5505617978,0.0005588522,0.1606484338,0.0104455278
0.0715898516,0.5450500556,0.0005532891,0.1606484338,0.0106724847
0.0715898516,0.5396475771,0.0005474797,0.1606484338,0.0109020462
0.0715898516,0.534351145,0.0005414203,0.1606484338,0.011134196
0.0715898516,0.5291576674,0.0005351072,0.1606484338,0.0113689181
0.0715898516,0.5240641711,0.0005285369,0.1606484338,0.0116061965
0.0715898516,0.5190677966,0.000521706,0.1606484338,0.0118460149
0.0715898516,0.5141657922,0.0005146114,0.1606484338,0.0120883574
0.0715898516,0.5093555094,0.0005072498,0.1606484338,0.0123332078
0.0715898516,0.5046343975,0.0004996183,0.1606484338,0.01258055
0.0715898516,0.5,0.0004917139,0.1606484338,0.0128303678
0.0715898516,0.9090909091,0.0006909369,0.1661525738,0.0039802106
0.0715898516,0.8941605839,0.0006855749,0.1661525738,0.0040868864
0.0715898516,0.8797127469,0.0006810216,0.1661525738,0.0041986203
0.0715898516,0.8657243816,0.000677121,0.1661525738,0.0043150534
0.0715898516,0.852173913,0.0006737487,0.1661525738,0.004435903
0.0715898516,0.8390410959,0.0006708035,0.1661525738,0.0045609422
0.0715898516,0.826306914,0.0006682022,0.1661525738,0.0046899866
0.0715898516,0.8139534884,0.0006658751,0.1661525738,0.004822884
0.0715898516,0.8019639935,0.0006637634,0.1661525738,0.0049595074
0.0715898516,0.7903225806,0.0006618171,0.1661525738,0.0050997498
0.0715898516,0.7790143084,0.000659993,0.1661525738,0.0052435198
0.0715898516,0.7680250784,0.0006582537,0.1661525738,0.0053907387
0.0715898516,0.7573415765,0.0006565663,0.1661525738,0.005541338
0.0715898516,0.7469512195,0.0006549019,0.1661525738,0.0056952579
0.0715898516,0.7368421053,0.0006532349,0.1661525738,0.0058524451
0.0715898516,0.7270029674,0.0006515424,0.1661525738,0.0060128524
0.0715898516,0.7174231332,0.0006498039,0.1661525738,0.0061764368
0.0715898516,0.7080924855,0.0006480008,0.1661525738,0.0063431599
0.0715898516,0.6990014265,0.0006461162,0.1661525738,0.0065129861
0.0715898516,0.6901408451,0.0006441348,0.1661525738,0.0066858828
0.0715898516,0.6815020862,0.0006420426,0.1661525738,0.0068618196
0.0715898516,0.6730769231,0.0006398268,0.1661525738,0.0070407684
0.0715898516,0.6648575305,0.0006374753,0.1661525738,0.0072227024
0.0715898516,0.6568364611,0.0006349772,0.1661525738,0.0074075965
0.0715898516,0.6490066225,0.0006323223,0.1661525738,0.0075954266
0.0715898516,0.6413612565,0.000629501,0.1661525738,0.0077861698
0.0715898516,0.6338939198,0.0006265045,0.1661525738,0.0079798038
0.0715898516,0.6265984655,0.0006233243,0.1661525738,0.0081763075
0.0715898516,0.6194690265,0.0006199528,0.1661525738,0.0083756599
0.0715898516,0.6125,0.0006163825,0.1661525738,0.0085778408
0.0715898516,0.6056860321,0.0006126064,0.1661525738,0.0087828306
0.0715898516,0.5990220049,0.000608618,0.1661525738,0.0089906096
0.0715898516,0.592503023,0.0006044112,0.1661525738,0.009201159
0.0715898516,0.5861244019,0.0005999799,0.1661525738,0.0094144598
0.0715898516,0.5798816568,0.0005953186,0.1661525738,0.0096304935
0.0715898516,0.5737704918,0.0005904219,0.1661525738,0.0098492415
0.0715898516,0.5677867903,0.0005852848,0.1661525738,0.0100706857
0.0715898516,0.5619266055,0.0005799024,0.1661525738,0.0102948079
0.0715898516,0.5561861521,0.0005742701,0.1661525738,0.0105215901
0.0715898516,0.5505617978,0.0005683834,0.1661525738,0.0107510142
0.0715898516,0.5450500556,0.0005622382,0.1661525738,0.0109830624
0.0715898516,0.5396475771,0.0005558303,0.1661525738,0.0112177168
0.0715898516,0.534351145,0.0005491558,0.1661525738,0.0114549595
0.0715898516,0.5291576674,0.000542211,0.1661525738,0.0116947729
0.0715898516,0.5240641711,0.0005349923,0.1661525738,0.011937139
0.0715898516,0.5190677966,0.0005274963,0.1661525738,0.0121820402
0.0715898516,0.5141657922,0.0005197196,0.1661525738,0.0124294587
0.0715898516,0.5093555094,0.000511659,0.1661525738,0.0126793767
0.0715898516,0.5046343975,0.0005033115,0.1661525738,0.0129317764
0.0715898516,0.5,0.000494674,0.1661525738,0.0131866402
0.0715898516,0.9090909091,0.0007135119,0.1717055693,0.0041115279
0.0715898516,0.8941605839,0.000707873,0.1717055693,0.0042214127
0.0715898516,0.8797127469,0.0007030631,0.1717055693,0.0043364907
0.0715898516,0.8657243816,0.0006989208,0.1717055693,0.0044563898
0.0715898516,0.852173913,0.0006953175,0.1717055693,0.0045808161
0.0715898516,0.8390410959,0.0006921485,0.1717055693,0.0047095338
0.0715898516,0.826306914,0.0006893277,0.1717055693,0.0048423506
0.0715898516,0.8139534884,0.0006867831,0.1717055693,0.0049791079
0.0715898516,0.8019639935,0.0006844537,0.1717055693,0.005119673
0.0715898516,0.7903225806,0.0006822878,0.1717055693,0.0052639335
0.0715898516,0.7790143084,0.0006802407,0.1717055693,0.0054117936
0.0715898516,0.7680250784,0.0006782736,0.1717055693,0.0055631704
0.0715898516,0.7573415765,0.0006763526,0.1717055693,0.0057179918
0.0715898516,0.7469512195,0.0006744476,0.1717055693,0.0058761941
0.0715898516,0.7368421053,0.0006725322,0.1717055693,0.006037721
0.0715898516,0.7270029674,0.0006705826,0.1717055693,0.0062025219
0.0715898516,0.7174231332,0.0006685775,0.1717055693,0.0063705511
0.0715898516,0.7080924855,0.0006664977,0.1717055693,0.0065417672
0.0715898516,0.6990014265,0.0006643257,0.1717055693,0.006716132
0.0715898516,0.6901408451,0.0006620457,0.1717055693,0.0068936103
0.0715898516,0.6815020862,0.0006596432,0.1717055693,0.0070741692
0.0715898516,0.6730769231,0.0006571046,0.1717055693,0.007257778
0.0715898516,0.6648575305,0.0006544178,0.1717055693,0.0074444077
0.0715898516,0.6568364611,0.0006515713,0.1717055693,0.0076340307
0.0715898516,0.6490066225,0.0006485545,0.1717055693,0.0078266207
0.0715898516,0.6413612565,0.0006453576,0.1717055693,0.0080221526
0.0715898516,0.6338939198,0.0006419713,0.1717055693,0.0082206019
0.0715898516,0.6265984655,0.000638387,0.1717055693,0.0084219453
0.0715898516,0.6194690265,0.0006345966,0.1717055693,0.0086261597
0.0715898516,0.6125,0.0006305925,0.1717055693,0.0088332229
0.0715898516,0.6056860321,0.0006263675,0.1717055693,0.009043113
0.0715898516,0.5990220049,0.0006219149,0.1717055693,0.0092558086
0.0715898516,0.592503023,0.0006172281,0.1717055693,0.0094712886
0.0715898516,0.5861244019,0.0006123011,0.1717055693,0.0096895322
0.0715898516,0.5798816568,0.0006071281,0.1717055693,0.0099105189
0.0715898516,0.5737704918,0.0006017037,0.1717055693,0.0101342282
0.0715898516,0.5677867903,0.0005960225,0.1717055693,0.0103606401
0.0715898516,0.5619266055,0.0005900796,0.1717055693,0.0105897344
0.0715898516,0.5561861521,0.0005838702,0.1717055693,0.0108214913
0.0715898516,0.5505617978,0.0005773897,0.1717055693,0.011055891
0.0715898516,0.5450500556,0.0005706339,0.1717055693,0.0112929136
0.0715898516,0.5396475771,0.0005635985,0.1717055693,0.0115325397
0.0715898516,0.534351145,0.0005562795,0.1717055693,0.0117747496
0.0715898516,0.5291576674,0.000548673,0.1717055693,0.0120195238
0.0715898516,0.5240641711,0.0005407755,0.1717055693,0.0122668426
0.0715898516,0.5190677966,0.0005325834,0.1717055693,0.0125166868
0.0715898516,0.5141657922,0.0005240932,0.1717055693,0.0127690368
0.0715898516,0.5093555094,0.0005153018,0.1717055693,0.0130238733
0.0715898516,0.5046343975,0.0005062059,0.1717055693,0.0132811768
0.0715898516,0.5,0.0004968026,0.1717055693,0.0135409281
0.0715898516,0.9090909091,0.0007362548,0.1773080638,0.0042439059
0.0715898516,0.8941605839,0.0007303303,0.1773080638,0.0043570052
0.0715898516,0.8797127469,0.0007252546,0.1773080638,0.004475432
0.0715898516,0.8657243816,0.0007208613,0.1773080638,0.0045988003
0.0715898516,0.852173913,0.0007170173,0.1773080638,0.0047268053
0.0715898516,0.8390410959,0.0007136144,0.1773080638,0.0048592018
0.0715898516,0.826306914,0.0007105636,0.1773080638,0.0049957898
0.0715898516,0.8139534884,0.0007077904,0.1773080638,0.0051364038
0.0715898516,0.8019639935,0.0007052319,0.1773080638,0.0052809052
0.0715898516,0.7903225806,0.0007028346,0.1773080638,0.0054291766
0.0715898516,0.7790143084,0.0007005521,0.1773080638,0.0055811172
0.0715898516,0.7680250784,0.0006983443,0.1773080638,0.0057366401
0.0715898516,0.7573415765,0.0006961761,0.1773080638,0.005895669
0.0715898516,0.7469512195,0.0006940166,0.1773080638,0.0060581368
0.0715898516,0.7368421053,0.0006918382,0.1773080638,0.0062239835
0.0715898516,0.7270029674,0.0006896164,0.1773080638,0.0063931556
0.0715898516,0.7174231332,0.0006873291,0.1773080638,0.0065656041
0.0715898516,0.7080924855,0.0006849565,0.1773080638,0.0067412848
0.0715898516,0.6990014265,0.0006824804,0.1773080638,0.0069201567
0.0715898516,0.6901408451,0.0006798845,0.1773080638,0.0071021818
0.0715898516,0.6815020862,0.0006771536,0.1773080638,0.0072873246
0.0715898516,0.6730769231,0.000674274,0.1773080638,0.007475552
0.0715898516,0.6648575305,0.0006712328,0.1773080638,0.0076668324
0.0715898516,0.6568364611,0.0006680183,0.1773080638,0.0078611358
0.0715898516,0.6490066225,0.0006646195,0.1773080638,0.0080584337
0.0715898516,0.6413612565,0.0006610261,0.1773080638,0.0082586984
0.0715898516,0.6338939198,0.0006572288,0.1773080638,0.0084619035
0.0715898516,0.6265984655,0.0006532185,0.1773080638,0.0086680231
0.0715898516,0.6194690265,0.0006489868,0.1773080638,0.0088770322
0.0715898516,0.6125,0.000644526,0.1773080638,0.0090889063
0.0715898516,0.6056860321,0.0006398285,0.1773080638,0.0093036214
0.0715898516,0.5990220049,0.0006348874,0.1773080638,0.0095211541
0.0715898516,0.592503023,0.0006296961,0.1773080638,0.0097414811
0.0715898516,0.5861244019,0.0006242482,0.1773080638,0.0099645797
0.0715898516,0.5798816568,0.0006185378,0.1773080638,0.0101904273
0.0715898516,0.5737704918,0.0006125593,0.1773080638,0.0104190014
0.0715898516,0.5677867903,0.0006063072,0.1773080638,0.0106502801
0.0715898516,0.5619266055,0.0005997765,0.1773080638,0.0108842414
0.0715898516,0.5561861521,0.0005929621,0.1773080638,0.0111208634
0.0715898516,0.5505617978,0.0005858595,0.1773080638,0.0113601245
0.0715898516,0.5450500556,0.0005784642,0.1773080638,0.0116020031
0.0715898516,0.5396475771,0.0005707719,0.1773080638,0.0118464777
0.0715898516,0.534351145,0.0005627785,0.1773080638,0.012093527
0.0715898516,0.5291576674,0.0005544801,0.1773080638,0.0123431296
0.0715898516,0.5240641711,0.0005458729,0.1773080638,0.0125952642
0.0715898516,0.5190677966,0.0005369533,0.1773080638,0.0128499098
0.0715898516,0.5141657922,0.000527718,0.1773080638,0.0131070452
0.0715898516,0.5093555094,0.0005181634,0.1773080638,0.0133666493
0.0715898516,0.5046343975,0.0005082866,0.1773080638,0.013628701
0.0715898516,0.5,0.0004980844,0.1773080638,0.0138931795
0.0715898516,0.9090909091,0.0007591675,0.1829607124,0.0043773574
0.0715898516,0.8941605839,0.0007529483,0.1829607124,0.0044936765
0.0715898516,0.8797127469,0.0007475977,0.1829607124,0.0046154563
0.0715898516,0.8657243816,0.0007429438,0.1829607124,0.0047422969
0.0715898516,0.852173913,0.0007388491,0.1829607124,0.0048738822
0.0715898516,0.8390410959,0.000735202,0.1829607124,0.0050099575
0.0715898516,0.826306914,0.0007319104,0.1829607124,0.0051503148
0.0715898516,0.8139534884,0.0007288974,0.1829607124,0.0052947818
0.0715898516,0.8019639935,0.0007260981,0.1829607124,0.0054432139
0.0715898516,0.7903225806,0.000723457,0.1829607124,0.0055954881
0.0715898516,0.7790143084,0.0007209264,0.1829607124,0.0057514991
0.0715898516,0.7680250784,0.0007184647,0.1829607124,0.0059111553
0.0715898516,0.7573415765,0.0007160357,0.1829607124,0.0060743766
0.0715898516,0.7469512195,0.0007136073,0.1829607124,0.0062410919
0.0715898516,0.7368421053,0.0007111511,0.1829607124,0.0064112379
0.0715898516,0.7270029674,0.0007086417,0.1829607124,0.0065847575
0.0715898516,0.7174231332,0.0007060563,0.1829607124,0.0067615989
0.0715898516,0.7080924855,0.0007033743,0.1829607124,0.0069417146
0.0715898516,0.6990014265,0.000700577,0.1829607124,0.0071250608
0.0715898516,0.6901408451,0.0006976474,0.1829607124,0.0073115967
0.0715898516,0.6815020862,0.00069457,0.1829607124,0.0075012841
0.0715898516,0.6730769231,0.0006913304,0.1829607124,0.0076940873
0.0715898516,0.6648575305,0.0006879155,0.1829607124,0.0078899721
0.0715898516,0.6568364611,0.000684313,0.1829607124,0.008088906
0.0715898516,0.6490066225,0.0006805116,0.1829607124,0.0082908581
0.0715898516,0.6413612565,0.0006765007,0.1829607124,0.0084957984
0.0715898516,0.6338939198,0.0006722706,0.1829607124,0.008703698
0.0715898516,0.6265984655,0.000667812,0.1829607124,0.0089145288
0.0715898516,0.6194690265,0.0006631162,0.1829607124,0.0091282636
0.0715898516,0.6125,0.0006581752,0.1829607124,0.0093448755
0.0715898516,0.6056860321,0.0006529813,0.1829607124,0.0095643386
0.0715898516,0.5990220049,0.0006475273,0.1829607124,0.009786627
0.0715898516,0.592503023,0.0006418063,0.1829607124,0.0100117156
0.0715898516,0.5861244019,0.0006358119,0.1829607124,0.0102395794
0.0715898516,0.5798816568,0.0006295379,0.1829607124,0.0104701939
0.0715898516,0.5737704918,0.0006229786,0.1829607124,0.0107035346
0.0715898516,0.5677867903,0.0006161284,0.1829607124,0.0109395774
0.0715898516,0.5619266055,0.0006089821,0.1829607124,0.0111782985
0.0715898516,0.5561861521,0.0006015345,0.1829607124,0.011419674
0.0715898516,0.5505617978,0.000593781,0.1829607124,0.0116636805
0.0715898516,0.5450500556,0.0005857169,0.1829607124,0.0119102944
0.0715898516,0.5396475771,0.0005773379,0.1829607124,0.0121594925
0.0715898516,0.534351145,0.0005686399,0.1829607124,0.0124112515
0.0715898516,0.5291576674,0.0005596187,0.1829607124,0.0126655484
0.0715898516,0.5240641711,0.0005502707,0.1829607124,0.0129223601
0.0715898516,0.5190677966,0.0005405921,0.1829607124,0.0131816637
0.0715898516,0.5141657922,0.0005305794,0.1829607124,0.0134434364
0.0715898516,0.5093555094,0.0005202293,0.1829607124,0.0137076554
0.0715898516,0.5046343975,0.0005095385,0.1829607124,0.0139742981
0.0715898516,0.5,0.0004985039,0.1829607124,0.0142433419
0.0715898516,0.9090909091,0.0007822519,0.1886641816,0.0045118952
0.0715898516,0.8941605839,0.0007757288,0.1886641816,0.0046314392
0.0715898516,0.8797127469,0.0007700938,0.1886641816,0.004756576
0.0715898516,0.8657243816,0.0007651693,0.1886641816,0.0048868917
0.0715898516,0.852173913,0.0007608138,0.1886641816,0.0050220585
0.0715898516,0.8390410959,0.0007569119,0.1886641816,0.0051618121
0.0715898516,0.826306914,0.0007533685,0.1886641816,0.0053059366
0.0715898516,0.8139534884,0.0007501042,0.1886641816,0.0054542524
0.0715898516,0.8019639935,0.0007470521,0.1886641816,0.0056066087
0.0715898516,0.7903225806,0.0007441548,0.1886641816,0.0057628773
0.0715898516,0.7790143084,0.0007413631,0.1886641816,0.0059229477
0.0715898516,0.7680250784,0.000738634,0.1886641816,0.0060867238
0.0715898516,0.7573415765,0.0007359301,0.1886641816,0.0062541213
0.0715898516,0.7469512195,0.0007332182,0.1886641816,0.0064250654
0.0715898516,0.7368421053,0.000730469,0.1886641816,0.0065994891
0.0715898516,0.7270029674,0.0007276562,0.1886641816,0.0067773318
0.0715898516,0.7174231332,0.0007247563,0.1886641816,0.0069585384
0.0715898516,0.7080924855,0.0007217481,0.1886641816,0.0071430584
0.0715898516,0.6990014265,0.0007186121,0.1886641816,0.0073308449
0.0715898516,0.6901408451,0.0007153308,0.1886641816,0.0075218544
0.0715898516,0.6815020862,0.0007118882,0.1886641816,0.0077160458
0.0715898516,0.6730769231,0.0007082695,0.1886641816,0.0079133805
0.0715898516,0.6648575305,0.000704461,0.1886641816,0.008113822
0.0715898516,0.6568364611,0.0007004501,0.1886641816,0.0083173351
0.0715898516,0.6490066225,0.0006962251,0.1886641816,0.0085238863
0.0715898516,0.6413612565,0.0006917752,0.1886641816,0.0087334432
0.0715898516,0.6338939198,0.0006870902,0.1886641816,0.0089459746
0.0715898516,0.6265984655,0.0006821605,0.1886641816,0.0091614499
0.0715898516,0.6194690265,0.0006769774,0.1886641816,0.0093798395
0.0715898516,0.6125,0.0006715324,0.1886641816,0.0096011145
0.0715898516,0.6056860321,0.0006658176,0.1886641816,0.0098252465
0.0715898516,0.5990220049,0.0006598257,0.1886641816,0.0100522077
0.0715898516,0.592503023,0.0006535495,0.1886641816,0.0102819705
0.0715898516,0.5861244019,0.0006469826,0.1886641816,0.010514508
0.0715898516,0.5798816568,0.0006401185,0.1886641816,0.0107497934
0.0715898516,0.5737704918,0.0006329513,0.1886641816,0.0109878004
0.0715898516,0.5677867903,0.0006254753,0.1886641816,0.0112285028
0.0715898516,0.5619266055,0.0006176851,0.1886641816,0.0114718746
0.0715898516,0.5561861521,0.0006095757,0.1886641816,0.0117178902
0.0715898516,0.5505617978,0.0006011421,0.1886641816,0.0119665241
0.0715898516,0.5450500556,0.0005923796,0.1886641816,0.0122177509
0.0715898516,0.5396475771,0.0005832838,0.1886641816,0.0124715454
0.0715898516,0.534351145,0.0005738504,0.1886641816,0.0127278827
0.0715898516,0.5291576674,0.0005640754,0.1886641816,0.0129867377
0.0715898516,0.5240641711,0.000553955,0.1886641816,0.0132480857
0.0715898516,0.5190677966,0.0005434853,0.1886641816,0.0135119021
0.0715898516,0.5141657922,0.0005326628,0.1886641816,0.0137781623
0.0715898516,0.5093555094,0.0005214842,0.1886641816,0.0140468419
0.0715898516,0.5046343975,0.0005099461,0.1886641816,0.0143179166
0.0715898516,0.5,0.0004980455,0.1886641816,0.0145913622
0.0715898516,0.9090909091,0.0008055098,0.1944191494,0.0046475326
0.0715898516,0.8941605839,0.0007986734,0.1944191494,0.0047703063
0.0715898516,0.8797127469,0.0007927442,0.1944191494,0.0048988038
0.0715898516,0.8657243816,0.0007875393,0.1944191494,0.0050325969
0.0715898516,0.852173913,0.0007829125,0.1944191494,0.005171346
0.0715898516,0.8390410959,0.0007787449,0.1944191494,0.0053147772
0.0715898516,0.826306914,0.0007749384,0.1944191494,0.005462666
0.0715898516,0.8139534884,0.0007714111,0.1944191494,0.0056148259
0.0715898516,0.8019639935,0.0007680939,0.1944191494,0.0057710996
0.0715898516,0.7903225806,0.0007649277,0.1944191494,0.0059313533
0.0715898516,0.7790143084,0.0007618615,0.1944191494,0.0060954713
0.0715898516,0.7680250784,0.0007588511,0.1944191494,0.0062633532
0.0715898516,0.7573415765,0.0007558579,0.1944191494,0.0064349101
0.0715898516,0.7469512195,0.0007528476,0.1944191494,0.0066100633
0.0715898516,0.7368421053,0.0007497898,0.1944191494,0.006788742
0.0715898516,0.7270029674,0.0007466576,0.1944191494,0.0069708822
0.0715898516,0.7174231332,0.0007434266,0.1944191494,0.0071564255
0.0715898516,0.7080924855,0.0007400748,0.1944191494,0.0073453179
0.0715898516,0.6990014265,0.0007365823,0.1944191494,0.0075375096
0.0715898516,0.6901408451,0.0007329309,0.1944191494,0.0077329541
0.0715898516,0.6815020862,0.000729104,0.1944191494,0.0079316074
0.0715898516,0.6730769231,0.0007250865,0.1944191494,0.0081334283
0.0715898516,0.6648575305,0.0007208642,0.1944191494,0.0083383772
0.0715898516,0.6568364611,0.0007164241,0.1944191494,0.0085464166
0.0715898516,0.6490066225,0.0007117542,0.1944191494,0.0087575102
0.0715898516,0.6413612565,0.0007068432,0.1944191494,0.0089716232
0.0715898516,0.6338939198,0.0007016808,0.1944191494,0.0091887218
0.0715898516,0.6265984655,0.000696257,0.1944191494,0.0094087732
0.0715898516,0.6194690265,0.0006905628,0.1944191494,0.0096317452
0.0715898516,0.6125,0.0006845895,0.1944191494,0.0098576067
0.0715898516,0.6056860321,0.000678329,0.1944191494,0.010086327
0.0715898516,0.5990220049,0.0006717738,0.1944191494,0.0103178759
0.0715898516,0.592503023,0.0006649166,0.1944191494,0.0105522238
0.0715898516,0.5861244019,0.0006577505,0.1944191494,0.0107893415
0.0715898516,0.5798816568,0.0006502693,0.1944191494,0.0110292001
0.0715898516,0.5737704918,0.0006424666,0.1944191494,0.0112717712
0.0715898516,0.5677867903,0.0006343368,0.1944191494,0.0115170265
0.0715898516,0.5619266055,0.0006258742,0.1944191494,0.0117649381
0.0715898516,0.5561861521,0.0006170738,0.1944191494,0.0120154783
0.0715898516,0.5505617978,0.0006079305,0.1944191494,0.0122686197
0.0715898516,0.5450500556,0.0005984395,0.1944191494,0.0125243349
0.0715898516,0.5396475771,0.0005885963,0.1944191494,0.012782597
0.0715898516,0.534351145,0.0005783966,0.1944191494,0.013043379
0.0715898516,0.5291576674,0.0005678363,0.1944191494,0.0133066542
0.0715898516,0.5240641711,0.0005569115,0.1944191494,0.0135723961
0.0715898516,0.5190677966,0.0005456184,0.1944191494,0.0138405782
0.0715898516,0.5141657922,0.0005339533,0.1944191494,0.0141111744
0.0715898516,0.5093555094,0.000521913,0.1944191494,0.0143841585
0.0715898516,0.5046343975,0.000509494,0.1944191494,0.0146595046
0.0715898516,0.5,0.0004966933,0.1944191494,0.0149371869
0.0715898516,0.9090909091,0.000828943,0.200226306,0.0047842828
0.0715898516,0.8941605839,0.0008217837,0.200226306,0.0049102908
0.0715898516,0.8797127469,0.0008155505,0.200226306,0.0050421525
