H0,omega_Q0,omega_R0,omega_m0,target,z
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,-1.32e-08,0.7244897959
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,-1.28e-08,0.7428571429
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,-1.25e-08,0.7612244898
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,-1.22e-08,0.7795918367
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,-1.19e-08,0.7979591837
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,-1.15e-08,0.8163265306
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,-1.13e-08,0.8346938776
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,-1.1e-08,0.8530612245
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,-1.07e-08,0.8714285714
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,-1.04e-08,0.8897959184
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,-1.02e-08,0.9081632653
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,-9.9e-09,0.9265306122
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,-9.7e-09,0.9448979592
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,-9.4e-09,0.9632653061
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,-9.2e-09,0.9816326531
0.0715898516,-0.1106442477,0.9499958139,0.1606484338,-9e-09,1.0
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-4.05e-08,0.1
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-3.88e-08,0.1183673469
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-3.73e-08,0.1367346939
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-3.58e-08,0.1551020408
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-3.44e-08,0.1734693878
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-3.31e-08,0.1918367347
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-3.19e-08,0.2102040816
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-3.07e-08,0.2285714286
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-2.96e-08,0.2469387755
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-2.85e-08,0.2653061224
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-2.75e-08,0.2836734694
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-2.65e-08,0.3020408163
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-2.56e-08,0.3204081633
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-2.47e-08,0.3387755102
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-2.39e-08,0.3571428571
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-2.31e-08,0.3755102041
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-2.24e-08,0.393877551
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-2.16e-08,0.412244898
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-2.09e-08,0.4306122449
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-2.03e-08,0.4489795918
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.96e-08,0.4673469388
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.9e-08,0.4857142857
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.84e-08,0.5040816327
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.79e-08,0.5224489796
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.74e-08,0.5408163265
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.68e-08,0.5591836735
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.63e-08,0.5775510204
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.59e-08,0.5959183673
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.54e-08,0.6142857143
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.5e-08,0.6326530612
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.46e-08,0.6510204082
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.41e-08,0.6693877551
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.38e-08,0.687755102
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.34e-08,0.706122449
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.3e-08,0.7244897959
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.27e-08,0.7428571429
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.23e-08,0.7612244898
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.2e-08,0.7795918367
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.17e-08,0.7979591837
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.14e-08,0.8163265306
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.11e-08,0.8346938776
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.08e-08,0.8530612245
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.05e-08,0.8714285714
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1.03e-08,0.8897959184
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-1e-08,0.9081632653
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-9.8e-09,0.9265306122
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-9.5e-09,0.9448979592
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-9.3e-09,0.9632653061
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-9.1e-09,0.9816326531
0.0715898516,-0.1144260807,0.9482735069,0.1661525738,-8.8e-09,1.0
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-4.03e-08,0.1
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-3.87e-08,0.1183673469
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-3.71e-08,0.1367346939
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-3.56e-08,0.1551020408
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-3.42e-08,0.1734693878
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-3.29e-08,0.1918367347
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-3.17e-08,0.2102040816
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-3.05e-08,0.2285714286
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-2.94e-08,0.2469387755
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-2.83e-08,0.2653061224
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-2.73e-08,0.2836734694
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-2.63e-08,0.3020408163
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-2.54e-08,0.3204081633
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-2.45e-08,0.3387755102
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-2.37e-08,0.3571428571
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-2.29e-08,0.3755102041
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-2.22e-08,0.393877551
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-2.14e-08,0.412244898
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-2.07e-08,0.4306122449
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-2.01e-08,0.4489795918
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.94e-08,0.4673469388
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.88e-08,0.4857142857
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.83e-08,0.5040816327
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.77e-08,0.5224489796
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.72e-08,0.5408163265
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.66e-08,0.5591836735
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.62e-08,0.5775510204
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.57e-08,0.5959183673
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.52e-08,0.6142857143
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.48e-08,0.6326530612
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.44e-08,0.6510204082
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.4e-08,0.6693877551
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.36e-08,0.687755102
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.32e-08,0.706122449
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.28e-08,0.7244897959
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.25e-08,0.7428571429
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.21e-08,0.7612244898
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.18e-08,0.7795918367
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.15e-08,0.7979591837
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.12e-08,0.8163265306
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.09e-08,0.8346938776
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.06e-08,0.8530612245
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.04e-08,0.8714285714
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-1.01e-08,0.8897959184
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-9.8e-09,0.9081632653
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-9.6e-09,0.9265306122
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-9.4e-09,0.9448979592
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-9.1e-09,0.9632653061
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-8.9e-09,0.9816326531
0.0715898516,-0.1182408935,0.9465353243,0.1717055693,-8.7e-09,1.0
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-4.02e-08,0.1
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-3.85e-08,0.1183673469
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-3.69e-08,0.1367346939
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-3.55e-08,0.1551020408
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-3.41e-08,0.1734693878
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-3.27e-08,0.1918367347
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-3.15e-08,0.2102040816
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-3.03e-08,0.2285714286
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-2.92e-08,0.2469387755
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-2.81e-08,0.2653061224
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-2.71e-08,0.2836734694
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-2.61e-08,0.3020408163
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-2.52e-08,0.3204081633
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-2.43e-08,0.3387755102
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-2.35e-08,0.3571428571
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-2.27e-08,0.3755102041
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-2.2e-08,0.393877551
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-2.12e-08,0.412244898
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-2.05e-08,0.4306122449
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.99e-08,0.4489795918
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.93e-08,0.4673469388
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.86e-08,0.4857142857
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.81e-08,0.5040816327
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.75e-08,0.5224489796
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.7e-08,0.5408163265
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.65e-08,0.5591836735
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.6e-08,0.5775510204
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.55e-08,0.5959183673
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.5e-08,0.6142857143
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.46e-08,0.6326530612
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.42e-08,0.6510204082
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.38e-08,0.6693877551
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.34e-08,0.687755102
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.3e-08,0.706122449
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.27e-08,0.7244897959
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.23e-08,0.7428571429
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.2e-08,0.7612244898
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.16e-08,0.7795918367
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.13e-08,0.7979591837
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.1e-08,0.8163265306
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.07e-08,0.8346938776
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.05e-08,0.8530612245
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-1.02e-08,0.8714285714
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-9.9e-09,0.8897959184
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-9.7e-09,0.9081632653
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-9.4e-09,0.9265306122
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-9.2e-09,0.9448979592
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-9e-09,0.9632653061
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-8.7e-09,0.9816326531
0.0715898516,-0.1220891146,0.9447810508,0.1773080638,-8.5e-09,1.0
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-4e-08,0.1
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-3.84e-08,0.1183673469
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-3.68e-08,0.1367346939
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-3.53e-08,0.1551020408
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-3.39e-08,0.1734693878
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-3.26e-08,0.1918367347
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-3.13e-08,0.2102040816
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-3.01e-08,0.2285714286
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-2.9e-08,0.2469387755
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-2.79e-08,0.2653061224
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-2.69e-08,0.2836734694
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-2.59e-08,0.3020408163
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-2.5e-08,0.3204081633
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-2.42e-08,0.3387755102
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-2.33e-08,0.3571428571
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-2.25e-08,0.3755102041
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-2.18e-08,0.393877551
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-2.1e-08,0.412244898
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-2.03e-08,0.4306122449
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.97e-08,0.4489795918
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.91e-08,0.4673469388
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.84e-08,0.4857142857
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.79e-08,0.5040816327
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.73e-08,0.5224489796
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.68e-08,0.5408163265
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.63e-08,0.5591836735
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.58e-08,0.5775510204
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.53e-08,0.5959183673
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.48e-08,0.6142857143
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.44e-08,0.6326530612
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.4e-08,0.6510204082
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.36e-08,0.6693877551
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.32e-08,0.687755102
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.28e-08,0.706122449
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.25e-08,0.7244897959
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.21e-08,0.7428571429
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.18e-08,0.7612244898
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.15e-08,0.7795918367
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.12e-08,0.7979591837
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.09e-08,0.8163265306
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.06e-08,0.8346938776
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1.03e-08,0.8530612245
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-1e-08,0.8714285714
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-9.8e-09,0.8897959184
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-9.5e-09,0.9081632653
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-9.3e-09,0.9265306122
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-9e-09,0.9448979592
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-8.8e-09,0.9632653061
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-8.6e-09,0.9816326531
0.0715898516,-0.1259711798,0.9430104674,0.1829607124,-8.4e-09,1.0
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,-3.99e-08,0.1
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,-3.82e-08,0.1183673469
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,-3.66e-08,0.1367346939
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,-3.51e-08,0.1551020408
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,-3.37e-08,0.1734693878
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,-3.24e-08,0.1918367347
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,-3.11e-08,0.2102040816
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,-2.99e-08,0.2285714286
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,-2.88e-08,0.2469387755
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,-2.77e-08,0.2653061224
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,-2.67e-08,0.2836734694
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,-2.57e-08,0.3020408163
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,-2.48e-08,0.3204081633
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,-2.4e-08,0.3387755102
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,-2.31e-08,0.3571428571
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,-2.23e-08,0.3755102041
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,-2.16e-08,0.393877551
0.0715898516,-0.1298875325,0.9412233509,0.1886641816,-2.08e-08,0.412244898
