feature,target
-4.2742742742742745,1.2673967681696483
-4.2542542542542545,1.2758203491184616
-4.2342342342342345,1.2640429550314194
-4.2142142142142145,1.2324400103602975
-4.1941941941941945,1.1816978706386867
-4.1741741741741745,1.112800022204301
-4.1541541541541545,1.027008670519209
-4.134134134134134,0.9258420533918489
-4.114114114114114,0.8110478809178268
-4.094094094094094,0.6845733624354724
-4.074074074074074,0.5485323313561214
-4.054054054054054,0.4051700206322319
-4.034034034034034,0.2568260742689237
-4.014014014014014,0.10589640322172986
-3.9939939939939944,-0.04520549302945377
-3.9739739739739743,-0.19408711510372806
-3.9539539539539543,-0.33841484564339064
-3.9339339339339343,-0.4759505247333468
-3.9139139139139143,-0.6045861455980684
-3.8938938938938943,-0.7223761329291507
-3.8738738738738743,-0.8275667100955155
-3.8538538538538543,-0.918621912931802
-3.8338338338338342,-0.9942458658892729
-3.8138138138138142,-1.0534010000694916
-3.7937937937937942,-1.0953219609630152
-3.773773773773774,-1.1195250254378835
-3.753753753753754,-1.125812921475663
-3.733733733733734,-1.1142750191201334
-3.713713713713714,-1.0852829358641785
-3.693693693693694,-1.0394816730471033
-3.673673673673674,-0.977776470594468
-3.653653653653654,-0.9013156344851835
-3.633633633633634,-0.8114696536261161
-3.613613613613614,-0.7098069793896236
-3.593593593593594,-0.5980668910627601
-3.573573573573573,-0.47812991312183384
-3.553553553553553,-0.35198628496185086
-3.533533533533533,-0.2217030099908714
-3.513513513513513,-0.08939002850120795
-3.493493493493493,0.04283393274717401
-3.473473473473473,0.17287528179983333
-3.453453453453453,0.2986987106423958
-3.433433433433433,0.41835904732788126
-3.413413413413413,0.5300313126651689
-3.393393393393393,0.6320385172728543
-3.373373373373373,0.7228767762039228
-3.353353353353353,0.8012373661686235
-3.333333333333333,0.8660254037844402
-3.313313313313313,0.9163748813387689
-3.293293293293293,0.9516598582705625
-3.273273273273273,0.9715016709209985
-3.253253253253253,0.9757720889963243
-3.233233233233233,0.9645924135404041
-3.213213213213213,0.938328576944975
-3.193193193193193,0.8975823695685053
-3.173173173173173,0.8431789788639628
-3.153153153153153,0.7761510845607572
-3.133133133133133,0.6977198065056307
-3.113113113113113,0.6092728494242546
-3.093093093093093,0.5123402303996943
-3.073073073073073,0.40856800966290063
-3.053053053053053,0.29969047285771844
-3.033033033033033,0.18750123290613335
-3.013013013013013,0.07382373171418752
-2.992992992992993,-0.03951837388796754
-2.972972972972973,-0.15073046136813664
-2.952952952952953,-0.2580753578567178
-2.932932932932933,-0.3599004717376559
-2.9129129129129128,-0.45466321677669574
-2.8928928928928928,-0.5409543379403755
-2.8728728728728727,-0.6175187869055836
-2.8528528528528527,-0.6832738394060232
-2.8328328328328327,-0.7373241952250191
-2.8128128128128127,-0.7789738539747809
-2.7927927927927927,-0.8077346149000181
-2.7727727727727727,-0.8233311058723365
-2.7527527527527527,-0.825702304545143
-2.7327327327327327,-0.8149995723566169
-2.7127127127127126,-0.7915812787524215
-2.6926926926926926,-0.7560041477296554
-2.6726726726726726,-0.7090115107007319
-2.6526526526526526,-0.6515186979187518
-2.6326326326326326,-0.584595844542375
-2.6126126126126126,-0.5094484261771809
-2.5925925925925926,-0.42739587183284905
-2.5725725725725725,-0.33984862920179243
-2.5525525525525525,-0.2482840776231653
-2.5325325325325325,-0.1542216977860968
-2.5125125125125125,-0.059197914002951546
-2.4924924924924925,0.035258975281453886
-2.4724724724724725,0.12765337009834846
-2.4524524524524525,0.21654604970938182
-2.4324324324324325,0.30057658655642694
-2.4124124124124124,0.37848414441444017
-2.3923923923923924,0.44912634314589084
-2.3723723723723724,0.5114959086902207
-2.3523523523523524,0.5647348673384313
-2.3323323323323324,0.6081460872170141
-2.3123123123123124,0.6412020164635385
-2.2922922922922924,0.663550516009295
-2.2722722722722724,0.675017734361868
-2.2522522522522523,0.6756080214640195
-2.2322322322322323,0.6655009277633922
-2.2122122122122123,0.6450453822490801
-2.1921921921921923,0.6147511886189372
-2.1721721721721723,0.5752780212049324
-2.1521521521521523,0.5274221411305543
-2.1321321321321323,0.47210108780086557
-2.1121121121121122,0.4103366307071781
-2.0920920920920922,0.34323629122573
-2.0720720720720722,0.27197376325699485
-2.052052052052052,0.19776857494068978
-2.032032032032032,0.12186534114304914
-2.012012012012012,0.04551295790108977
-1.9919919919919913,-0.030055914421354257
-1.9719719719719713,-0.10364474270456189
-1.9519519519519513,-0.17411206651681488
-1.9319319319319312,-0.24038919745749082
-1.9119119119119112,-0.3014963980558046
-1.8918918918918912,-0.35655729576239387
-1.8718718718718712,-0.40481132113783175
-1.8518518518518512,-0.44562399597502556
-1.8318318318318312,-0.47849493612678307
-1.8118118118118112,-0.5030634745490209
-1.7917917917917912,-0.5191118517971428
-1.7717717717717711,-0.526565963203572
-1.7517517517517511,-0.5254936934986526
-1.7317317317317311,-0.516100910012556
-1.711711711711711,-0.4987252241388411
-1.691691691691691,-0.47382766681751565
-1.671671671671671,-0.4419824568238358
-1.651651651651651,-0.40386507010580425
-1.631631631631631,-0.3602388438435688
-1.611611611611611,-0.3119403699283154
-1.591591591591591,-0.2598639488781397
-1.571571571571571,-0.20494538661032927
-1.551551551551551,-0.14814542284776935
-1.531531531531531,-0.09043308121489006
-1.511511511511511,-0.03276922732735119
-1.491491491491491,0.023909387462360734
-1.471471471471471,0.0787053323129817
-1.451451451451451,0.13077470646758074
-1.431431431431431,0.17934012716373934
-1.411411411411411,0.2237022961357164
-1.391391391391391,0.2632499732760235
-1.3713713713713709,0.2974682168661472
-1.3513513513513509,0.325944782581193
-1.3313313313313309,0.348374607617393
-1.3113113113113108,0.3645623411654427
-1.2912912912912908,0.37442291743239464
-1.2712712712712708,0.37798020188277925
-1.2512512512512508,0.3753637747251301
-1.2312312312312308,0.36680394734013555
-1.2112112112112108,0.3526251367954814
-1.1911911911911908,0.33323775033058567
-1.1711711711711708,0.3091287552868529
-1.1511511511511507,0.2808511300322195
-1.1311311311311307,0.24901240767648644
-1.1111111111111107,0.21426253656217897
-1.0910910910910907,0.177281289485743
-1.0710710710710707,0.1387654572745423
-1.0510510510510507,0.0994160617129955
-1.0310310310310307,0.05992581795015069
-1.0110110110110107,0.020967067579798646
-0.9909909909909906,-0.016819609216803765
-0.9709709709709706,-0.052835910449391496
-0.9509509509509506,-0.08653528560087012
-0.9309309309309306,-0.11743121541752896
-0.9109109109109106,-0.1451041730083132
-0.8908908908908906,-0.1692071677402019
-0.8708708708708706,-0.18946980147794196
-0.8508508508508505,-0.20570079561982577
-0.8308308308308305,-0.21778897658485438
-0.8108108108108105,-0.2257027363694213
-0.7907907907907905,-0.22948801298314095
-0.7707707707707705,-0.2292648624834793
-0.7507507507507505,-0.2252227194765121
-0.7307307307307305,-0.21761446589338418
-0.7107107107107105,-0.20674944819127855
-0.6906906906906904,-0.19298560051870833
-0.6706706706706704,-0.17672084554067696
-0.6506506506506504,-0.15838395531557414
-0.6306306306306304,-0.1384250616949119
-0.6106106106106104,-0.11730600909025372
-0.5905905905905904,-0.09549074209985793
-0.5705705705705704,-0.07343591646111869
-0.5505505505505504,-0.05158191421240796
-0.5305305305305303,-0.030344432993250278
-0.5105105105105103,-0.010106805330202957
-0.4904904904904903,0.008786813150983029
-0.4704704704704703,0.02603726702631888
-0.4504504504504503,0.04139513778470061
-0.4304304304304303,0.05466431895024328
-0.41041041041041026,0.06570437890836951
-0.39039039039039025,0.07443168572952252
-0.37037037037037024,0.08081929350811656
-0.3503503503503502,0.08489561469244218
-0.3303303303303302,0.08674192709419769
-0.3103103103103102,0.08648878727202776
-0.2902902902902902,0.08431144334583014
-0.2702702702702702,0.08042435961558458
-0.25025025025025016,0.0750749822694142
-0.23023023023023015,0.06853688965783995
-0.21021021021021014,0.061102481825703096
-0.19019019019019012,0.053075372029259674
-0.1701701701701701,0.04476264768457538
-0.1501501501501501,0.03646716951985331
-0.13013013013013008,0.028480075629394728
-0.11011011011011007,0.021073651706559237
-0.09009009009009006,0.014494720087496816
-0.07007007007007005,0.008958688548369504
-0.05005005005005003,0.00464438530613917
-0.03003003003003002,0.0016897896700525856
-0.010010010010010006,0.0001887486187521979
0.010010010010010006,0.0001887486187521979
0.03003003003003002,0.0016897896700525856
0.05005005005005003,0.00464438530613917
0.07007007007007005,0.008958688548369504
0.09009009009009006,0.014494720087496816
0.11011011011011007,0.021073651706559237
0.13013013013013008,0.028480075629394728
0.1501501501501501,0.03646716951985331
0.1701701701701701,0.04476264768457538
0.19019019019019012,0.053075372029259674
0.21021021021021014,0.061102481825703096
0.23023023023023015,0.06853688965783995
0.25025025025025016,0.0750749822694142
0.2702702702702702,0.08042435961558458
0.2902902902902902,0.08431144334583014
0.3103103103103102,0.08648878727202776
0.3303303303303302,0.08674192709419769
0.3503503503503502,0.08489561469244218
0.37037037037037024,0.08081929350811656
0.39039039039039025,0.07443168572952252
0.41041041041041026,0.06570437890836951
0.4304304304304303,0.05466431895024328
0.4504504504504503,0.04139513778470061
0.4704704704704703,0.02603726702631888
0.4904904904904903,0.008786813150983029
0.5105105105105103,-0.010106805330202957
0.5305305305305303,-0.030344432993250278
0.5505505505505504,-0.05158191421240796
0.5705705705705704,-0.07343591646111869
0.5905905905905904,-0.09549074209985793
0.6106106106106104,-0.11730600909025372
0.6306306306306304,-0.1384250616949119
0.6506506506506504,-0.15838395531557414
0.6706706706706704,-0.17672084554067696
0.6906906906906904,-0.19298560051870833
0.7107107107107105,-0.20674944819127855
0.7307307307307305,-0.21761446589338418
0.7507507507507505,-0.2252227194765121
0.7707707707707705,-0.2292648624834793
0.7907907907907905,-0.22948801298314095
0.8108108108108105,-0.2257027363694213
0.8308308308308305,-0.21778897658485438
0.8508508508508505,-0.20570079561982577
0.8708708708708706,-0.18946980147794196
0.8908908908908906,-0.1692071677402019
0.9109109109109106,-0.1451041730083132
0.9309309309309306,-0.11743121541752896
0.9509509509509506,-0.08653528560087012
0.9709709709709706,-0.052835910449391496
0.9909909909909906,-0.016819609216803765
1.0110110110110107,0.020967067579798646
1.0310310310310307,0.05992581795015069
1.0510510510510507,0.0994160617129955
1.0710710710710707,0.1387654572745423
1.0910910910910907,0.177281289485743
1.1111111111111107,0.21426253656217897
1.1311311311311307,0.24901240767648644
1.1511511511511507,0.2808511300322195
1.1711711711711708,0.3091287552868529
1.1911911911911908,0.33323775033058567
1.2112112112112108,0.3526251367954814
1.2312312312312308,0.36680394734013555
1.2512512512512508,0.3753637747251301
1.2712712712712708,0.37798020188277925
1.2912912912912908,0.37442291743239464
1.3113113113113108,0.3645623411654427
1.3313313313313309,0.348374607617393
1.3513513513513509,0.325944782581193
1.3713713713713709,0.2974682168661472
1.391391391391391,0.2632499732760235
1.411411411411411,0.2237022961357164
1.431431431431431,0.17934012716373934
1.451451451451451,0.13077470646758074
1.471471471471471,0.0787053323129817
1.491491491491491,0.023909387462360734
1.511511511511511,-0.03276922732735119
1.531531531531531,-0.09043308121489006
1.551551551551551,-0.14814542284776935
1.571571571571571,-0.20494538661032927
1.591591591591591,-0.2598639488781397
1.611611611611611,-0.3119403699283154
1.631631631631631,-0.3602388438435688
1.651651651651651,-0.40386507010580425
1.671671671671671,-0.4419824568238358
1.691691691691691,-0.47382766681751565
1.711711711711711,-0.4987252241388411
1.7317317317317311,-0.516100910012556
1.7517517517517511,-0.5254936934986526
1.7717717717717711,-0.526565963203572
1.7917917917917912,-0.5191118517971428
1.8118118118118112,-0.5030634745490209
1.8318318318318312,-0.47849493612678307
1.8518518518518512,-0.44562399597502556
1.8718718718718712,-0.40481132113783175
1.8918918918918912,-0.35655729576239387
1.9119119119119112,-0.3014963980558046
1.9319319319319312,-0.24038919745749082
1.9519519519519513,-0.17411206651681488
1.9719719719719713,-0.10364474270456189
1.9919919919919913,-0.030055914421354257
2.0120120120120113,0.04551295790108654
2.0320320320320313,0.12186534114304592
2.0520520520520513,0.1977685749406856
2.0720720720720713,0.2719737632569918
2.0920920920920913,0.3432362912257271
2.1121121121121114,0.4103366307071753
2.1321321321321314,0.4721010878008631
2.1521521521521514,0.5274221411305522
2.1721721721721714,0.5752780212049305
2.1921921921921914,0.6147511886189356
2.2122122122122114,0.6450453822490787
2.2322322322322314,0.6655009277633916
2.2522522522522515,0.6756080214640193
2.2722722722722715,0.6750177343618682
2.2922922922922915,0.6635505160092957
2.3123123123123115,0.6412020164635396
2.3323323323323315,0.6081460872170158
2.3523523523523515,0.5647348673384334
2.3723723723723715,0.511495908690224
2.3923923923923915,0.44912634314589356
2.4124124124124116,0.3784841444144432
2.4324324324324316,0.30057658655643155
2.4524524524524516,0.2165460497093855
2.4724724724724716,0.12765337009835231
2.4924924924924916,0.03525897528145785
2.5125125125125116,-0.059197914002947515
2.5325325325325316,-0.1542216977860928
2.5525525525525516,-0.24828407762316268
2.5725725725725717,-0.3398486292017899
2.5925925925925917,-0.4273958718328443
2.6126126126126117,-0.5094484261771787
2.6326326326326317,-0.584595844542373
2.6526526526526517,-0.6515186979187484
2.6726726726726717,-0.7090115107007291
2.6926926926926917,-0.7560041477296542
2.7127127127127117,-0.7915812787524197
2.7327327327327318,-0.814999572356616
2.7527527527527518,-0.8257023045451428
2.772772772772772,-0.823331105872337
2.792792792792792,-0.8077346149000194
2.812812812812812,-0.7789738539747817
2.8328328328328336,-0.7373241952250162
2.8528528528528536,-0.6832738394060216
2.8728728728728736,-0.6175187869055796
2.8928928928928936,-0.5409543379403708
2.9129129129129137,-0.45466321677669314
2.9329329329329337,-0.3599004717376503
2.9529529529529537,-0.25807535785671193
2.9729729729729737,-0.15073046136813353
2.9929929929929937,-0.03951837388796118
3.0130130130130137,0.07382373171419393
3.0330330330330337,0.18750123290613657
3.0530530530530537,0.29969047285772155
3.0730730730730738,0.40856800966290663
3.0930930930930938,0.5123402303996972
3.113113113113114,0.6092728494242573
3.133133133133134,0.6977198065056354
3.153153153153154,0.7761510845607612
3.173173173173174,0.8431789788639646
3.193193193193194,0.897582369568508
3.213213213213214,0.9383285769449767
3.233233233233234,0.9645924135404047
3.253253253253254,0.9757720889963244
3.273273273273274,0.9715016709209977
3.293293293293294,0.951659858270562
3.313313313313314,0.9163748813387663
3.333333333333334,0.8660254037844369
3.353353353353354,0.8012373661686215
3.373373373373374,0.7228767762039205
3.393393393393394,0.6320385172728488
3.413413413413414,0.5300313126651659
3.433433433433434,0.41835904732787804
3.453453453453454,0.2986987106423888
3.473473473473474,0.17287528179982606
3.493493493493494,0.0428339327471703
3.513513513513514,-0.08939002850121543
3.533533533533534,-0.22170300999087886
3.553553553553554,-0.3519862849618545
3.573573573573574,-0.4781299131218408
3.593593593593594,-0.5980668910627601
3.613613613613614,-0.7098069793896236
3.633633633633634,-0.8114696536261161
3.653653653653654,-0.9013156344851835
3.673673673673674,-0.977776470594468
3.693693693693694,-1.0394816730471033
3.713713713713714,-1.0852829358641785
3.733733733733734,-1.1142750191201334
3.753753753753754,-1.125812921475663
3.773773773773774,-1.1195250254378835
3.7937937937937942,-1.0953219609630152
3.8138138138138142,-1.0534010000694916
3.8338338338338342,-0.9942458658892729
3.8538538538538543,-0.918621912931802
3.8738738738738743,-0.8275667100955155
3.8938938938938943,-0.7223761329291507
3.9139139139139143,-0.6045861455980684
3.9339339339339343,-0.4759505247333468
3.9539539539539543,-0.33841484564339064
3.9739739739739743,-0.19408711510372806
3.9939939939939944,-0.04520549302945377
4.014014014014014,0.10589640322172986
4.034034034034034,0.2568260742689237
4.054054054054054,0.4051700206322319
4.074074074074074,0.5485323313561214
4.094094094094094,0.6845733624354724
4.114114114114114,0.8110478809178268
4.134134134134134,0.9258420533918489
4.1541541541541545,1.027008670519209
4.1741741741741745,1.112800022204301
4.1941941941941945,1.1816978706386867
4.2142142142142145,1.2324400103602975
4.2342342342342345,1.2640429550314194
4.2542542542542545,1.2758203491184616
4.2742742742742745,1.2673967681696483
4.2942942942942945,1.2387166429309808
4.314314314314315,1.1900481190065426
4.334334334334335,1.1219817439573816
4.354354354354355,1.0354239563742715
4.374374374374375,0.9315854352332299
4.394394394394395,0.8119644513993748
4.414414414414415,0.6783254451270959
4.434434434434435,0.5326731324694823
4.454454454454455,0.37722251835110354
4.474474474474475,0.21436526342652912
4.494494494494495,0.04663291457209213
4.514514514514515,-0.1233424361311555
4.534534534534535,-0.2928694527253038
4.554554554554555,-0.45924016896909614
4.574574574574575,-0.6197732394721943
4.594594594594595,-0.7718571376491181
4.614614614614615,-0.9129926048049504
4.634634634634635,-1.0408336608981992
4.654654654654655,-1.1532265049490915
4.674674674674675,-1.2482456614829738
4.694694694694695,-1.3242267684470772
4.714714714714715,-1.379795451168006
4.734734734734735,-1.4138917854131772
4.754754754754755,-1.425789919610624
4.774774774774775,-1.4151125007521472
4.794794794794795,-1.3818396293101853
4.814814814814815,-1.3263121543826193
4.834834834834835,-1.24922920989384
4.854854854854855,-1.1516399846060674
4.874874874874875,-1.0349298114646504
4.894894894894895,-0.9008007539231176
4.914914914914915,-0.7512469568750207
4.934934934934935,-0.5885251161902967
4.954954954954955,-0.41512050219204727
4.974974974974975,-0.2337090473630437
4.994994994994995,-0.047116075881804914
5.015015015015015,0.14172768888930826
5.035035035035035,0.3298321541172856
5.055055055055055,0.5141952015009338
5.075075075075075,0.6918505959385938
5.095095095095095,0.8599156943939454
5.115115115115115,1.0156381878470342
5.135135135135135,1.1564411189028463
5.155155155155155,1.279965439580802
5.175175175175175,1.384109407762798
